nanotube along the armchair direction

2238 atoms 

1 atom types 

#simulation box 
-0.710000 137.020669 xlo xhi
-9.619741 9.619741 ylo yhi
-9.619741 9.619741 zlo zhi

Masses

1 12.010000 

Atoms

1352 1 81.049583 3.389870 -5.871428
1353 1 82.277611 3.985032 -5.484926
1354 1 82.277611 5.038330 -4.536532
1355 1 81.049583 5.484926 -3.985032
1356 1 81.049583 6.193602 -2.757569
1357 1 82.277611 6.447917 -2.095055
1358 1 82.277611 6.742601 -0.708676
1359 1 83.505630 6.779741 0.000000
1360 1 83.505630 6.631588 1.409587
1361 1 84.733658 6.447917 2.095055
1362 1 84.733658 5.871428 3.389870
1363 1 83.505630 5.484926 3.985032
1364 1 83.505630 4.536532 5.038330
1365 1 84.733658 3.985032 5.484926
1366 1 84.733658 2.757569 6.193602
1367 1 83.505630 2.095055 6.447917
1368 1 83.505630 0.708676 6.742601
1369 1 84.733658 0.000000 6.779741
1370 1 84.733658 -1.409587 6.631588
1371 1 83.505630 -2.095055 6.447917
1372 1 83.505630 -3.389870 5.871428
1373 1 84.733658 -3.985032 5.484926
1374 1 84.733658 -5.038330 4.536532
1375 1 83.505630 -5.484926 3.985032
1376 1 83.505630 -6.193602 2.757569
1377 1 84.733658 -6.447917 2.095055
1378 1 84.733658 -6.742601 0.708676
1379 1 83.505630 -6.779741 0.000000
1380 1 83.505630 -6.631588 -1.409587
1381 1 84.733658 -6.447917 -2.095055
1382 1 84.733658 -5.871428 -3.389870
1383 1 83.505630 -5.484926 -3.985032
1384 1 83.505630 -4.536532 -5.038330
1385 1 84.733658 -3.985032 -5.484926
1386 1 84.733658 -2.757569 -6.193602
1387 1 83.505630 -2.095055 -6.447917
1388 1 83.505630 -0.708676 -6.742601
1389 1 84.733658 -0.000000 -6.779741
1390 1 84.733658 1.409587 -6.631588
1391 1 83.505630 2.095055 -6.447917
1392 1 83.505630 3.389870 -5.871428
1393 1 84.733658 3.985032 -5.484926
1394 1 84.733658 5.038330 -4.536532
1395 1 83.505630 5.484926 -3.985032
1396 1 83.505630 6.193602 -2.757569
1397 1 84.733658 6.447917 -2.095055
1398 1 84.733658 6.742601 -0.708676
1399 1 85.961685 6.779741 0.000000
1400 1 85.961685 6.631588 1.409587
1401 1 87.189705 6.447917 2.095055
1402 1 87.189705 5.871428 3.389870
1403 1 85.961685 5.484926 3.985032
1404 1 85.961685 4.536532 5.038330
1405 1 87.189705 3.985032 5.484926
1406 1 87.189705 2.757569 6.193602
1407 1 85.961685 2.095055 6.447917
1408 1 85.961685 0.708676 6.742601
1409 1 87.189705 0.000000 6.779741
1410 1 87.189705 -1.409587 6.631588
1411 1 85.961685 -2.095055 6.447917
1412 1 85.961685 -3.389870 5.871428
1413 1 87.189705 -3.985032 5.484926
1414 1 87.189705 -5.038330 4.536532
1415 1 85.961685 -5.484926 3.985032
1416 1 85.961685 -6.193602 2.757569
1417 1 87.189705 -6.447917 2.095055
1418 1 87.189705 -6.742601 0.708676
1419 1 85.961685 -6.779741 0.000000
1420 1 85.961685 -6.631588 -1.409587
1421 1 87.189705 -6.447917 -2.095055
1422 1 87.189705 -5.871428 -3.389870
1423 1 85.961685 -5.484926 -3.985032
1424 1 85.961685 -4.536532 -5.038330
1425 1 87.189705 -3.985032 -5.484926
1426 1 87.189705 -2.757569 -6.193602
1427 1 85.961685 -2.095055 -6.447917
1428 1 85.961685 -0.708676 -6.742601
1429 1 87.189705 -0.000000 -6.779741
1430 1 87.189705 1.409587 -6.631588
1431 1 85.961685 2.095055 -6.447917
1432 1 85.961685 3.389870 -5.871428
1433 1 87.189705 3.985032 -5.484926
1434 1 87.189705 5.038330 -4.536532
1435 1 85.961685 5.484926 -3.985032
1436 1 85.961685 6.193602 -2.757569
1437 1 87.189705 6.447917 -2.095055
1438 1 87.189705 6.742601 -0.708676
1439 1 88.417732 6.779741 0.000000
1440 1 88.417732 6.631588 1.409587
1441 1 89.645752 6.447917 2.095055
1442 1 89.645752 5.871428 3.389870
1443 1 88.417732 5.484926 3.985032
1444 1 88.417732 4.536532 5.038330
1445 1 89.645752 3.985032 5.484926
1446 1 89.645752 2.757569 6.193602
1447 1 88.417732 2.095055 6.447917
1448 1 88.417732 0.708676 6.742601
1449 1 89.645752 0.000000 6.779741
1450 1 89.645752 -1.409587 6.631588
1451 1 88.417732 -2.095055 6.447917
1452 1 88.417732 -3.389870 5.871428
1453 1 89.645752 -3.985032 5.484926
1454 1 89.645752 -5.038330 4.536532
1455 1 88.417732 -5.484926 3.985032
1456 1 88.417732 -6.193602 2.757569
1457 1 89.645752 -6.447917 2.095055
1458 1 89.645752 -6.742601 0.708676
1459 1 88.417732 -6.779741 0.000000
1460 1 88.417732 -6.631588 -1.409587
1461 1 89.645752 -6.447917 -2.095055
1462 1 89.645752 -5.871428 -3.389870
1463 1 88.417732 -5.484926 -3.985032
1464 1 88.417732 -4.536532 -5.038330
1465 1 89.645752 -3.985032 -5.484926
1466 1 89.645752 -2.757569 -6.193602
1467 1 88.417732 -2.095055 -6.447917
1468 1 88.417732 -0.708676 -6.742601
1469 1 89.645752 -0.000000 -6.779741
1470 1 89.645752 1.409587 -6.631588
1471 1 88.417732 2.095055 -6.447917
1472 1 88.417732 3.389870 -5.871428
1473 1 89.645752 3.985032 -5.484926
1474 1 89.645752 5.038330 -4.536532
1475 1 88.417732 5.484926 -3.985032
1476 1 88.417732 6.193602 -2.757569
1477 1 89.645752 6.447917 -2.095055
1478 1 89.645752 6.742601 -0.708676
1479 1 90.873779 6.779741 0.000000
1480 1 90.873779 6.631588 1.409587
1481 1 92.101799 6.447917 2.095055
1482 1 92.101799 5.871428 3.389870
1483 1 90.873779 5.484926 3.985032
1484 1 90.873779 4.536532 5.038330
1485 1 92.101799 3.985032 5.484926
1486 1 92.101799 2.757569 6.193602
1487 1 90.873779 2.095055 6.447917
1488 1 90.873779 0.708676 6.742601
1489 1 92.101799 0.000000 6.779741
1490 1 92.101799 -1.409587 6.631588
1491 1 90.873779 -2.095055 6.447917
1492 1 90.873779 -3.389870 5.871428
1493 1 92.101799 -3.985032 5.484926
1494 1 92.101799 -5.038330 4.536532
1495 1 90.873779 -5.484926 3.985032
1496 1 90.873779 -6.193602 2.757569
1497 1 92.101799 -6.447917 2.095055
1498 1 92.101799 -6.742601 0.708676
1499 1 90.873779 -6.779741 0.000000
1500 1 90.873779 -6.631588 -1.409587
1501 1 92.101799 -6.447917 -2.095055
1502 1 92.101799 -5.871428 -3.389870
1503 1 90.873779 -5.484926 -3.985032
1504 1 90.873779 -4.536532 -5.038330
1505 1 92.101799 -3.985032 -5.484926
1506 1 92.101799 -2.757569 -6.193602
1507 1 90.873779 -2.095055 -6.447917
1508 1 90.873779 -0.708676 -6.742601
1509 1 92.101799 -0.000000 -6.779741
1510 1 92.101799 1.409587 -6.631588
1511 1 90.873779 2.095055 -6.447917
1512 1 90.873779 3.389870 -5.871428
1513 1 92.101799 3.985032 -5.484926
1514 1 92.101799 5.038330 -4.536532
1515 1 90.873779 5.484926 -3.985032
1516 1 90.873779 6.193602 -2.757569
1517 1 92.101799 6.447917 -2.095055
1518 1 92.101799 6.742601 -0.708676
1519 1 93.329826 6.779741 0.000000
1520 1 93.329826 6.631588 1.409587
1521 1 94.557846 6.447917 2.095055
1522 1 94.557846 5.871428 3.389870
1523 1 93.329826 5.484926 3.985032
1524 1 93.329826 4.536532 5.038330
1525 1 94.557846 3.985032 5.484926
1526 1 94.557846 2.757569 6.193602
1527 1 93.329826 2.095055 6.447917
1528 1 93.329826 0.708676 6.742601
1529 1 94.557846 0.000000 6.779741
1530 1 94.557846 -1.409587 6.631588
1531 1 93.329826 -2.095055 6.447917
1532 1 93.329826 -3.389870 5.871428
1533 1 94.557846 -3.985032 5.484926
1534 1 94.557846 -5.038330 4.536532
1535 1 93.329826 -5.484926 3.985032
1536 1 93.329826 -6.193602 2.757569
1537 1 94.557846 -6.447917 2.095055
1538 1 94.557846 -6.742601 0.708676
1539 1 93.329826 -6.779741 0.000000
1540 1 93.329826 -6.631588 -1.409587
1541 1 94.557846 -6.447917 -2.095055
1542 1 94.557846 -5.871428 -3.389870
1543 1 93.329826 -5.484926 -3.985032
1544 1 93.329826 -4.536532 -5.038330
1545 1 94.557846 -3.985032 -5.484926
1546 1 94.557846 -2.757569 -6.193602
1547 1 93.329826 -2.095055 -6.447917
1548 1 93.329826 -0.708676 -6.742601
1549 1 94.557846 -0.000000 -6.779741
1550 1 94.557846 1.409587 -6.631588
1551 1 93.329826 2.095055 -6.447917
1552 1 93.329826 3.389870 -5.871428
1553 1 94.557846 3.985032 -5.484926
1554 1 94.557846 5.038330 -4.536532
1555 1 93.329826 5.484926 -3.985032
1556 1 93.329826 6.193602 -2.757569
1557 1 94.557846 6.447917 -2.095055
1558 1 94.557846 6.742601 -0.708676
1559 1 95.785873 6.779741 0.000000
1560 1 95.785873 6.631588 1.409587
1561 1 97.013901 6.447917 2.095055
1562 1 97.013901 5.871428 3.389870
1563 1 95.785873 5.484926 3.985032
1564 1 95.785873 4.536532 5.038330
1565 1 97.013901 3.985032 5.484926
1566 1 97.013901 2.757569 6.193602
1567 1 95.785873 2.095055 6.447917
1568 1 95.785873 0.708676 6.742601
1569 1 97.013901 0.000000 6.779741
1570 1 97.013901 -1.409587 6.631588
1571 1 95.785873 -2.095055 6.447917
1572 1 95.785873 -3.389870 5.871428
1573 1 97.013901 -3.985032 5.484926
1574 1 97.013901 -5.038330 4.536532
1575 1 95.785873 -5.484926 3.985032
1576 1 95.785873 -6.193602 2.757569
1577 1 97.013901 -6.447917 2.095055
1578 1 97.013901 -6.742601 0.708676
1579 1 95.785873 -6.779741 0.000000
1580 1 95.785873 -6.631588 -1.409587
1581 1 97.013901 -6.447917 -2.095055
1582 1 97.013901 -5.871428 -3.389870
1583 1 95.785873 -5.484926 -3.985032
1584 1 95.785873 -4.536532 -5.038330
1585 1 97.013901 -3.985032 -5.484926
1586 1 97.013901 -2.757569 -6.193602
1587 1 95.785873 -2.095055 -6.447917
1588 1 95.785873 -0.708676 -6.742601
1589 1 97.013901 -0.000000 -6.779741
1590 1 97.013901 1.409587 -6.631588
1591 1 95.785873 2.095055 -6.447917
1592 1 95.785873 3.389870 -5.871428
1593 1 97.013901 3.985032 -5.484926
1594 1 97.013901 5.038330 -4.536532
1595 1 95.785873 5.484926 -3.985032
1596 1 95.785873 6.193602 -2.757569
1597 1 97.013901 6.447917 -2.095055
1598 1 97.013901 6.742601 -0.708676
1599 1 98.241920 6.779741 0.000000
1600 1 98.241920 6.631588 1.409587
1601 1 99.469948 6.447917 2.095055
1602 1 99.469948 5.871428 3.389870
1603 1 98.241920 5.484926 3.985032
1604 1 98.241920 4.536532 5.038330
1605 1 99.469948 3.985032 5.484926
1606 1 99.469948 2.757569 6.193602
1607 1 98.241920 2.095055 6.447917
1608 1 98.241920 0.708676 6.742601
1609 1 99.469948 0.000000 6.779741
1610 1 99.469948 -1.409587 6.631588
1611 1 98.241920 -2.095055 6.447917
1612 1 98.241920 -3.389870 5.871428
1613 1 99.469948 -3.985032 5.484926
1614 1 99.469948 -5.038330 4.536532
1615 1 98.241920 -5.484926 3.985032
1616 1 98.241920 -6.193602 2.757569
1617 1 99.469948 -6.447917 2.095055
1618 1 99.469948 -6.742601 0.708676
1619 1 98.241920 -6.779741 0.000000
1620 1 98.241920 -6.631588 -1.409587
1621 1 99.469948 -6.447917 -2.095055
1622 1 99.469948 -5.871428 -3.389870
1623 1 98.241920 -5.484926 -3.985032
1624 1 98.241920 -4.536532 -5.038330
1625 1 99.469948 -3.985032 -5.484926
1626 1 99.469948 -2.757569 -6.193602
1627 1 98.241920 -2.095055 -6.447917
1628 1 98.241920 -0.708676 -6.742601
1629 1 99.469948 -0.000000 -6.779741
1630 1 99.469948 1.409587 -6.631588
1631 1 98.241920 2.095055 -6.447917
1632 1 98.241920 3.389870 -5.871428
1633 1 99.469948 3.985032 -5.484926
1634 1 99.469948 5.038330 -4.536532
1635 1 98.241920 5.484926 -3.985032
1636 1 98.241920 6.193602 -2.757569
1637 1 99.469948 6.447917 -2.095055
1638 1 99.469948 6.742601 -0.708676
1639 1 100.697968 6.779741 0.000000
1640 1 100.697968 6.631588 1.409587
1641 1 101.925995 6.447917 2.095055
1642 1 101.925995 5.871428 3.389870
1643 1 100.697968 5.484926 3.985032
1644 1 100.697968 4.536532 5.038330
1645 1 101.925995 3.985032 5.484926
1646 1 101.925995 2.757569 6.193602
1647 1 100.697968 2.095055 6.447917
1648 1 100.697968 0.708676 6.742601
1649 1 101.925995 0.000000 6.779741
1650 1 101.925995 -1.409587 6.631588
1651 1 100.697968 -2.095055 6.447917
1652 1 100.697968 -3.389870 5.871428
1653 1 101.925995 -3.985032 5.484926
1654 1 101.925995 -5.038330 4.536532
1655 1 100.697968 -5.484926 3.985032
1656 1 100.697968 -6.193602 2.757569
1657 1 101.925995 -6.447917 2.095055
1658 1 101.925995 -6.742601 0.708676
1659 1 100.697968 -6.779741 0.000000
1660 1 100.697968 -6.631588 -1.409587
1661 1 101.925995 -6.447917 -2.095055
1662 1 101.925995 -5.871428 -3.389870
1663 1 100.697968 -5.484926 -3.985032
1664 1 100.697968 -4.536532 -5.038330
1665 1 101.925995 -3.985032 -5.484926
1666 1 101.925995 -2.757569 -6.193602
1667 1 100.697968 -2.095055 -6.447917
1668 1 100.697968 -0.708676 -6.742601
1669 1 101.925995 -0.000000 -6.779741
1670 1 101.925995 1.409587 -6.631588
1671 1 100.697968 2.095055 -6.447917
1672 1 100.697968 3.389870 -5.871428
1673 1 101.925995 3.985032 -5.484926
1674 1 101.925995 5.038330 -4.536532
1675 1 100.697968 5.484926 -3.985032
1676 1 100.697968 6.193602 -2.757569
1677 1 101.925995 6.447917 -2.095055
1678 1 101.925995 6.742601 -0.708676
1679 1 103.154015 6.779741 0.000000
1680 1 103.154015 6.631588 1.409587
1681 1 104.382042 6.447917 2.095055
1682 1 104.382042 5.871428 3.389870
1683 1 103.154015 5.484926 3.985032
1684 1 103.154015 4.536532 5.038330
1685 1 104.382042 3.985032 5.484926
1686 1 104.382042 2.757569 6.193602
1687 1 103.154015 2.095055 6.447917
1688 1 103.154015 0.708676 6.742601
1689 1 104.382042 0.000000 6.779741
1690 1 104.382042 -1.409587 6.631588
1691 1 103.154015 -2.095055 6.447917
1692 1 103.154015 -3.389870 5.871428
1693 1 104.382042 -3.985032 5.484926
1694 1 104.382042 -5.038330 4.536532
1695 1 103.154015 -5.484926 3.985032
1696 1 103.154015 -6.193602 2.757569
1697 1 104.382042 -6.447917 2.095055
1698 1 104.382042 -6.742601 0.708676
1699 1 103.154015 -6.779741 0.000000
1700 1 103.154015 -6.631588 -1.409587
1701 1 104.382042 -6.447917 -2.095055
1702 1 104.382042 -5.871428 -3.389870
1703 1 103.154015 -5.484926 -3.985032
1704 1 103.154015 -4.536532 -5.038330
1705 1 104.382042 -3.985032 -5.484926
1706 1 104.382042 -2.757569 -6.193602
1707 1 103.154015 -2.095055 -6.447917
1708 1 103.154015 -0.708676 -6.742601
1709 1 104.382042 -0.000000 -6.779741
1710 1 104.382042 1.409587 -6.631588
1711 1 103.154015 2.095055 -6.447917
1712 1 103.154015 3.389870 -5.871428
1713 1 104.382042 3.985032 -5.484926
1714 1 104.382042 5.038330 -4.536532
1715 1 103.154015 5.484926 -3.985032
1716 1 103.154015 6.193602 -2.757569
1717 1 104.382042 6.447917 -2.095055
1718 1 104.382042 6.742601 -0.708676
1719 1 105.610069 6.779741 0.000000
1720 1 105.610069 6.631588 1.409587
1721 1 106.838089 6.447917 2.095055
1722 1 106.838089 5.871428 3.389870
1723 1 105.610069 5.484926 3.985032
1724 1 105.610069 4.536532 5.038330
1725 1 106.838089 3.985032 5.484926
1726 1 106.838089 2.757569 6.193602
1727 1 105.610069 2.095055 6.447917
1728 1 105.610069 0.708676 6.742601
1729 1 106.838089 0.000000 6.779741
1730 1 106.838089 -1.409587 6.631588
1731 1 105.610069 -2.095055 6.447917
1732 1 105.610069 -3.389870 5.871428
1733 1 106.838089 -3.985032 5.484926
1734 1 106.838089 -5.038330 4.536532
1735 1 105.610069 -5.484926 3.985032
1736 1 105.610069 -6.193602 2.757569
1737 1 106.838089 -6.447917 2.095055
1738 1 106.838089 -6.742601 0.708676
1739 1 105.610069 -6.779741 0.000000
1740 1 105.610069 -6.631588 -1.409587
1741 1 106.838089 -6.447917 -2.095055
1742 1 106.838089 -5.871428 -3.389870
1743 1 105.610069 -5.484926 -3.985032
1744 1 105.610069 -4.536532 -5.038330
1745 1 106.838089 -3.985032 -5.484926
1746 1 106.838089 -2.757569 -6.193602
1747 1 105.610069 -2.095055 -6.447917
1748 1 105.610069 -0.708676 -6.742601
1749 1 106.838089 -0.000000 -6.779741
1750 1 106.838089 1.409587 -6.631588
1751 1 105.610069 2.095055 -6.447917
1752 1 105.610069 3.389870 -5.871428
1753 1 106.838089 3.985032 -5.484926
1754 1 106.838089 5.038330 -4.536532
1755 1 105.610069 5.484926 -3.985032
1756 1 105.610069 6.193602 -2.757569
1757 1 106.838089 6.447917 -2.095055
1758 1 106.838089 6.742601 -0.708676
1759 1 108.066116 6.779741 0.000000
1760 1 108.066116 6.631588 1.409587
1761 1 109.294136 6.447917 2.095055
1762 1 109.294136 5.871428 3.389870
1763 1 108.066116 5.484926 3.985032
1764 1 108.066116 4.536532 5.038330
1765 1 109.294136 3.985032 5.484926
1766 1 109.294136 2.757569 6.193602
1767 1 108.066116 2.095055 6.447917
1768 1 108.066116 0.708676 6.742601
1769 1 109.294136 0.000000 6.779741
1770 1 109.294136 -1.409587 6.631588
1771 1 108.066116 -2.095055 6.447917
1772 1 108.066116 -3.389870 5.871428
1773 1 109.294136 -3.985032 5.484926
1774 1 109.294136 -5.038330 4.536532
1775 1 108.066116 -5.484926 3.985032
1776 1 108.066116 -6.193602 2.757569
1777 1 109.294136 -6.447917 2.095055
1778 1 109.294136 -6.742601 0.708676
1779 1 108.066116 -6.779741 0.000000
1780 1 108.066116 -6.631588 -1.409587
1781 1 109.294136 -6.447917 -2.095055
1782 1 109.294136 -5.871428 -3.389870
1783 1 108.066116 -5.484926 -3.985032
1784 1 108.066116 -4.536532 -5.038330
1785 1 109.294136 -3.985032 -5.484926
1786 1 109.294136 -2.757569 -6.193602
1787 1 108.066116 -2.095055 -6.447917
1788 1 108.066116 -0.708676 -6.742601
1789 1 109.294136 -0.000000 -6.779741
1790 1 109.294136 1.409587 -6.631588
1791 1 108.066116 2.095055 -6.447917
1792 1 108.066116 3.389870 -5.871428
1793 1 109.294136 3.985032 -5.484926
1794 1 109.294136 5.038330 -4.536532
1795 1 108.066116 5.484926 -3.985032
1796 1 108.066116 6.193602 -2.757569
1797 1 109.294136 6.447917 -2.095055
1798 1 109.294136 6.742601 -0.708676
1799 1 110.522163 6.779741 0.000000
1800 1 110.522163 6.631588 1.409587
1801 1 111.750183 6.447917 2.095055
1802 1 111.750183 5.871428 3.389870
1803 1 110.522163 5.484926 3.985032
1804 1 110.522163 4.536532 5.038330
1805 1 111.750183 3.985032 5.484926
1806 1 111.750183 2.757569 6.193602
1807 1 110.522163 2.095055 6.447917
1808 1 110.522163 0.708676 6.742601
1809 1 111.750183 0.000000 6.779741
1810 1 111.750183 -1.409587 6.631588
1811 1 110.522163 -2.095055 6.447917
1812 1 110.522163 -3.389870 5.871428
1813 1 111.750183 -3.985032 5.484926
1814 1 111.750183 -5.038330 4.536532
1815 1 110.522163 -5.484926 3.985032
1816 1 110.522163 -6.193602 2.757569
1817 1 111.750183 -6.447917 2.095055
1818 1 111.750183 -6.742601 0.708676
1819 1 110.522163 -6.779741 0.000000
1820 1 110.522163 -6.631588 -1.409587
1821 1 111.750183 -6.447917 -2.095055
1822 1 111.750183 -5.871428 -3.389870
1823 1 110.522163 -5.484926 -3.985032
1824 1 110.522163 -4.536532 -5.038330
1825 1 111.750183 -3.985032 -5.484926
1826 1 111.750183 -2.757569 -6.193602
1827 1 110.522163 -2.095055 -6.447917
1828 1 110.522163 -0.708676 -6.742601
1829 1 111.750183 -0.000000 -6.779741
1830 1 111.750183 1.409587 -6.631588
1831 1 110.522163 2.095055 -6.447917
1832 1 110.522163 3.389870 -5.871428
1833 1 111.750183 3.985032 -5.484926
1834 1 111.750183 5.038330 -4.536532
1835 1 110.522163 5.484926 -3.985032
1836 1 110.522163 6.193602 -2.757569
1837 1 111.750183 6.447917 -2.095055
1838 1 111.750183 6.742601 -0.708676
1839 1 112.978210 6.779741 0.000000
1840 1 112.978210 6.631588 1.409587
1841 1 114.206238 6.447917 2.095055
1842 1 114.206238 5.871428 3.389870
1843 1 112.978210 5.484926 3.985032
1844 1 112.978210 4.536532 5.038330
1845 1 114.206238 3.985032 5.484926
1846 1 114.206238 2.757569 6.193602
1847 1 112.978210 2.095055 6.447917
1848 1 112.978210 0.708676 6.742601
1849 1 114.206238 0.000000 6.779741
1850 1 114.206238 -1.409587 6.631588
1851 1 112.978210 -2.095055 6.447917
1852 1 112.978210 -3.389870 5.871428
1853 1 114.206238 -3.985032 5.484926
1854 1 114.206238 -5.038330 4.536532
1855 1 112.978210 -5.484926 3.985032
1856 1 112.978210 -6.193602 2.757569
1857 1 114.206238 -6.447917 2.095055
1858 1 114.206238 -6.742601 0.708676
1859 1 112.978210 -6.779741 0.000000
1860 1 112.978210 -6.631588 -1.409587
1861 1 114.206238 -6.447917 -2.095055
1862 1 114.206238 -5.871428 -3.389870
1863 1 112.978210 -5.484926 -3.985032
1864 1 112.978210 -4.536532 -5.038330
1865 1 114.206238 -3.985032 -5.484926
1866 1 114.206238 -2.757569 -6.193602
1867 1 112.978210 -2.095055 -6.447917
1868 1 112.978210 -0.708676 -6.742601
1869 1 114.206238 -0.000000 -6.779741
1870 1 114.206238 1.409587 -6.631588
1871 1 112.978210 2.095055 -6.447917
1872 1 112.978210 3.389870 -5.871428
1873 1 114.206238 3.985032 -5.484926
1874 1 114.206238 5.038330 -4.536532
1875 1 112.978210 5.484926 -3.985032
1876 1 112.978210 6.193602 -2.757569
1877 1 114.206238 6.447917 -2.095055
1878 1 114.206238 6.742601 -0.708676
1879 1 115.434258 6.779741 0.000000
1880 1 115.434258 6.631588 1.409587
1881 1 116.662285 6.447917 2.095055
1882 1 116.662285 5.871428 3.389870
1883 1 115.434258 5.484926 3.985032
1884 1 115.434258 4.536532 5.038330
1885 1 116.662285 3.985032 5.484926
1886 1 116.662285 2.757569 6.193602
1887 1 115.434258 2.095055 6.447917
1888 1 115.434258 0.708676 6.742601
1889 1 116.662285 0.000000 6.779741
1890 1 116.662285 -1.409587 6.631588
1891 1 115.434258 -2.095055 6.447917
1892 1 115.434258 -3.389870 5.871428
1893 1 116.662285 -3.985032 5.484926
1894 1 116.662285 -5.038330 4.536532
1895 1 115.434258 -5.484926 3.985032
1896 1 115.434258 -6.193602 2.757569
1897 1 116.662285 -6.447917 2.095055
1898 1 116.662285 -6.742601 0.708676
1899 1 115.434258 -6.779741 0.000000
1900 1 115.434258 -6.631588 -1.409587
1901 1 116.662285 -6.447917 -2.095055
1902 1 116.662285 -5.871428 -3.389870
1903 1 115.434258 -5.484926 -3.985032
1904 1 115.434258 -4.536532 -5.038330
1905 1 116.662285 -3.985032 -5.484926
1906 1 116.662285 -2.757569 -6.193602
1907 1 115.434258 -2.095055 -6.447917
1908 1 115.434258 -0.708676 -6.742601
1909 1 116.662285 -0.000000 -6.779741
1910 1 116.662285 1.409587 -6.631588
1911 1 115.434258 2.095055 -6.447917
1912 1 115.434258 3.389870 -5.871428
1913 1 116.662285 3.985032 -5.484926
1914 1 116.662285 5.038330 -4.536532
1915 1 115.434258 5.484926 -3.985032
1916 1 115.434258 6.193602 -2.757569
1917 1 116.662285 6.447917 -2.095055
1918 1 116.662285 6.742601 -0.708676
1919 1 117.890305 6.779741 0.000000
1920 1 117.890305 6.631588 1.409587
1921 1 119.118332 6.447917 2.095055
1922 1 119.118332 5.871428 3.389870
1923 1 117.890305 5.484926 3.985032
1924 1 117.890305 4.536532 5.038330
1925 1 119.118332 3.985032 5.484926
1926 1 119.118332 2.757569 6.193602
1927 1 117.890305 2.095055 6.447917
1928 1 117.890305 0.708676 6.742601
1929 1 119.118332 0.000000 6.779741
1930 1 119.118332 -1.409587 6.631588
1931 1 117.890305 -2.095055 6.447917
1932 1 117.890305 -3.389870 5.871428
1933 1 119.118332 -3.985032 5.484926
1934 1 119.118332 -5.038330 4.536532
1935 1 117.890305 -5.484926 3.985032
1936 1 117.890305 -6.193602 2.757569
1937 1 119.118332 -6.447917 2.095055
1938 1 119.118332 -6.742601 0.708676
1939 1 117.890305 -6.779741 0.000000
1940 1 117.890305 -6.631588 -1.409587
1941 1 119.118332 -6.447917 -2.095055
1942 1 119.118332 -5.871428 -3.389870
1943 1 117.890305 -5.484926 -3.985032
1944 1 117.890305 -4.536532 -5.038330
1945 1 119.118332 -3.985032 -5.484926
1946 1 119.118332 -2.757569 -6.193602
1947 1 117.890305 -2.095055 -6.447917
1948 1 117.890305 -0.708676 -6.742601
1949 1 119.118332 -0.000000 -6.779741
1950 1 119.118332 1.409587 -6.631588
1951 1 117.890305 2.095055 -6.447917
1952 1 117.890305 3.389870 -5.871428
1953 1 119.118332 3.985032 -5.484926
1954 1 119.118332 5.038330 -4.536532
1955 1 117.890305 5.484926 -3.985032
1956 1 117.890305 6.193602 -2.757569
1957 1 119.118332 6.447917 -2.095055
1958 1 119.118332 6.742601 -0.708676
1959 1 120.346352 6.779741 0.000000
1960 1 120.346352 6.631588 1.409587
1961 1 121.574379 6.447917 2.095055
1962 1 121.574379 5.871428 3.389870
1963 1 120.346352 5.484926 3.985032
1964 1 120.346352 4.536532 5.038330
1965 1 121.574379 3.985032 5.484926
1966 1 121.574379 2.757569 6.193602
1967 1 120.346352 2.095055 6.447917
1968 1 120.346352 0.708676 6.742601
1969 1 121.574379 0.000000 6.779741
1970 1 121.574379 -1.409587 6.631588
1971 1 120.346352 -2.095055 6.447917
1972 1 120.346352 -3.389870 5.871428
1973 1 121.574379 -3.985032 5.484926
1974 1 121.574379 -5.038330 4.536532
1975 1 120.346352 -5.484926 3.985032
1976 1 120.346352 -6.193602 2.757569
1977 1 121.574379 -6.447917 2.095055
1978 1 121.574379 -6.742601 0.708676
1979 1 120.346352 -6.779741 0.000000
1980 1 120.346352 -6.631588 -1.409587
1981 1 121.574379 -6.447917 -2.095055
1982 1 121.574379 -5.871428 -3.389870
1983 1 120.346352 -5.484926 -3.985032
1984 1 120.346352 -4.536532 -5.038330
1985 1 121.574379 -3.985032 -5.484926
1986 1 121.574379 -2.757569 -6.193602
1987 1 120.346352 -2.095055 -6.447917
1988 1 120.346352 -0.708676 -6.742601
1989 1 121.574379 -0.000000 -6.779741
1990 1 121.574379 1.409587 -6.631588
1991 1 120.346352 2.095055 -6.447917
1992 1 120.346352 3.389870 -5.871428
1993 1 121.574379 3.985032 -5.484926
1994 1 121.574379 5.038330 -4.536532
1995 1 120.346352 5.484926 -3.985032
1996 1 120.346352 6.193602 -2.757569
1997 1 121.574379 6.447917 -2.095055
1998 1 121.574379 6.742601 -0.708676
1999 1 122.802399 6.779741 0.000000
2000 1 122.802399 6.631588 1.409587
2001 1 124.030426 6.447917 2.095055
2002 1 124.030426 5.871428 3.389870
2003 1 122.802399 5.484926 3.985032
2004 1 122.802399 4.536532 5.038330
2005 1 124.030426 3.985032 5.484926
2006 1 124.030426 2.757569 6.193602
2007 1 122.802399 2.095055 6.447917
2008 1 122.802399 0.708676 6.742601
2009 1 124.030426 0.000000 6.779741
2010 1 124.030426 -1.409587 6.631588
2011 1 122.802399 -2.095055 6.447917
2012 1 122.802399 -3.389870 5.871428
2013 1 124.030426 -3.985032 5.484926
