nanotube along the armchair direction

2238 atoms 

1 atom types 

#simulation box 
-0.710000 137.020669 xlo xhi
-9.619741 9.619741 ylo yhi
-9.619741 9.619741 zlo zhi

Masses

1 12.010000 

Atoms

675 1 40.524792 3.985032 -5.484926
676 1 40.524792 5.038330 -4.536532
677 1 39.296768 5.484926 -3.985032
678 1 39.296768 6.193602 -2.757569
679 1 40.524792 6.447917 -2.095055
680 1 40.524792 6.742601 -0.708676
681 1 41.752815 6.779741 0.000000
682 1 41.752815 6.631588 1.409587
683 1 42.980843 6.447917 2.095055
684 1 42.980843 5.871428 3.389870
685 1 41.752815 5.484926 3.985032
686 1 41.752815 4.536532 5.038330
687 1 42.980843 3.985032 5.484926
688 1 42.980843 2.757569 6.193602
689 1 41.752815 2.095055 6.447917
690 1 41.752815 0.708676 6.742601
691 1 42.980843 0.000000 6.779741
692 1 42.980843 -1.409587 6.631588
693 1 41.752815 -2.095055 6.447917
694 1 41.752815 -3.389870 5.871428
695 1 42.980843 -3.985032 5.484926
696 1 42.980843 -5.038330 4.536532
697 1 41.752815 -5.484926 3.985032
698 1 41.752815 -6.193602 2.757569
699 1 42.980843 -6.447917 2.095055
700 1 42.980843 -6.742601 0.708676
701 1 41.752815 -6.779741 0.000000
702 1 41.752815 -6.631588 -1.409587
703 1 42.980843 -6.447917 -2.095055
704 1 42.980843 -5.871428 -3.389870
705 1 41.752815 -5.484926 -3.985032
706 1 41.752815 -4.536532 -5.038330
707 1 42.980843 -3.985032 -5.484926
708 1 42.980843 -2.757569 -6.193602
709 1 41.752815 -2.095055 -6.447917
710 1 41.752815 -0.708676 -6.742601
711 1 42.980843 -0.000000 -6.779741
712 1 42.980843 1.409587 -6.631588
713 1 41.752815 2.095055 -6.447917
714 1 41.752815 3.389870 -5.871428
715 1 42.980843 3.985032 -5.484926
716 1 42.980843 5.038330 -4.536532
717 1 41.752815 5.484926 -3.985032
718 1 41.752815 6.193602 -2.757569
719 1 42.980843 6.447917 -2.095055
720 1 42.980843 6.742601 -0.708676
721 1 44.208866 6.779741 0.000000
722 1 44.208866 6.631588 1.409587
723 1 45.436890 6.447917 2.095055
724 1 45.436890 5.871428 3.389870
725 1 44.208866 5.484926 3.985032
726 1 44.208866 4.536532 5.038330
727 1 45.436890 3.985032 5.484926
728 1 45.436890 2.757569 6.193602
729 1 44.208866 2.095055 6.447917
730 1 44.208866 0.708676 6.742601
731 1 45.436890 0.000000 6.779741
732 1 45.436890 -1.409587 6.631588
733 1 44.208866 -2.095055 6.447917
734 1 44.208866 -3.389870 5.871428
735 1 45.436890 -3.985032 5.484926
736 1 45.436890 -5.038330 4.536532
737 1 44.208866 -5.484926 3.985032
738 1 44.208866 -6.193602 2.757569
739 1 45.436890 -6.447917 2.095055
740 1 45.436890 -6.742601 0.708676
741 1 44.208866 -6.779741 0.000000
742 1 44.208866 -6.631588 -1.409587
743 1 45.436890 -6.447917 -2.095055
744 1 45.436890 -5.871428 -3.389870
745 1 44.208866 -5.484926 -3.985032
746 1 44.208866 -4.536532 -5.038330
747 1 45.436890 -3.985032 -5.484926
748 1 45.436890 -2.757569 -6.193602
749 1 44.208866 -2.095055 -6.447917
750 1 44.208866 -0.708676 -6.742601
751 1 45.436890 -0.000000 -6.779741
752 1 45.436890 1.409587 -6.631588
753 1 44.208866 2.095055 -6.447917
754 1 44.208866 3.389870 -5.871428
755 1 45.436890 3.985032 -5.484926
756 1 45.436890 5.038330 -4.536532
757 1 44.208866 5.484926 -3.985032
758 1 44.208866 6.193602 -2.757569
759 1 45.436890 6.447917 -2.095055
760 1 45.436890 6.742601 -0.708676
761 1 46.664913 6.779741 0.000000
762 1 46.664913 6.631588 1.409587
763 1 47.892937 6.447917 2.095055
764 1 47.892937 5.871428 3.389870
765 1 46.664913 5.484926 3.985032
766 1 46.664913 4.536532 5.038330
767 1 47.892937 3.985032 5.484926
768 1 47.892937 2.757569 6.193602
769 1 46.664913 2.095055 6.447917
770 1 46.664913 0.708676 6.742601
771 1 47.892937 0.000000 6.779741
772 1 47.892937 -1.409587 6.631588
773 1 46.664913 -2.095055 6.447917
774 1 46.664913 -3.389870 5.871428
775 1 47.892937 -3.985032 5.484926
776 1 47.892937 -5.038330 4.536532
777 1 46.664913 -5.484926 3.985032
778 1 46.664913 -6.193602 2.757569
779 1 47.892937 -6.447917 2.095055
780 1 47.892937 -6.742601 0.708676
781 1 46.664913 -6.779741 0.000000
782 1 46.664913 -6.631588 -1.409587
783 1 47.892937 -6.447917 -2.095055
784 1 47.892937 -5.871428 -3.389870
785 1 46.664913 -5.484926 -3.985032
786 1 46.664913 -4.536532 -5.038330
787 1 47.892937 -3.985032 -5.484926
788 1 47.892937 -2.757569 -6.193602
789 1 46.664913 -2.095055 -6.447917
790 1 46.664913 -0.708676 -6.742601
791 1 47.892937 -0.000000 -6.779741
792 1 47.892937 1.409587 -6.631588
793 1 46.664913 2.095055 -6.447917
794 1 46.664913 3.389870 -5.871428
795 1 47.892937 3.985032 -5.484926
796 1 47.892937 5.038330 -4.536532
797 1 46.664913 5.484926 -3.985032
798 1 46.664913 6.193602 -2.757569
799 1 47.892937 6.447917 -2.095055
800 1 47.892937 6.742601 -0.708676
801 1 49.120960 6.779741 0.000000
802 1 49.120960 6.631588 1.409587
803 1 50.348984 6.447917 2.095055
804 1 50.348984 5.871428 3.389870
805 1 49.120960 5.484926 3.985032
806 1 49.120960 4.536532 5.038330
807 1 50.348984 3.985032 5.484926
808 1 50.348984 2.757569 6.193602
809 1 49.120960 2.095055 6.447917
810 1 49.120960 0.708676 6.742601
811 1 50.348984 0.000000 6.779741
812 1 50.348984 -1.409587 6.631588
813 1 49.120960 -2.095055 6.447917
814 1 49.120960 -3.389870 5.871428
815 1 50.348984 -3.985032 5.484926
816 1 50.348984 -5.038330 4.536532
817 1 49.120960 -5.484926 3.985032
818 1 49.120960 -6.193602 2.757569
819 1 50.348984 -6.447917 2.095055
820 1 50.348984 -6.742601 0.708676
821 1 49.120960 -6.779741 0.000000
822 1 49.120960 -6.631588 -1.409587
823 1 50.348984 -6.447917 -2.095055
824 1 50.348984 -5.871428 -3.389870
825 1 49.120960 -5.484926 -3.985032
826 1 49.120960 -4.536532 -5.038330
827 1 50.348984 -3.985032 -5.484926
828 1 50.348984 -2.757569 -6.193602
829 1 49.120960 -2.095055 -6.447917
830 1 49.120960 -0.708676 -6.742601
831 1 50.348984 -0.000000 -6.779741
832 1 50.348984 1.409587 -6.631588
833 1 49.120960 2.095055 -6.447917
834 1 49.120960 3.389870 -5.871428
835 1 50.348984 3.985032 -5.484926
836 1 50.348984 5.038330 -4.536532
837 1 49.120960 5.484926 -3.985032
838 1 49.120960 6.193602 -2.757569
839 1 50.348984 6.447917 -2.095055
840 1 50.348984 6.742601 -0.708676
841 1 51.577007 6.779741 0.000000
842 1 51.577007 6.631588 1.409587
843 1 52.805035 6.447917 2.095055
844 1 52.805035 5.871428 3.389870
845 1 51.577007 5.484926 3.985032
846 1 51.577007 4.536532 5.038330
847 1 52.805035 3.985032 5.484926
848 1 52.805035 2.757569 6.193602
849 1 51.577007 2.095055 6.447917
850 1 51.577007 0.708676 6.742601
851 1 52.805035 0.000000 6.779741
852 1 52.805035 -1.409587 6.631588
853 1 51.577007 -2.095055 6.447917
854 1 51.577007 -3.389870 5.871428
855 1 52.805035 -3.985032 5.484926
856 1 52.805035 -5.038330 4.536532
857 1 51.577007 -5.484926 3.985032
858 1 51.577007 -6.193602 2.757569
859 1 52.805035 -6.447917 2.095055
860 1 52.805035 -6.742601 0.708676
861 1 51.577007 -6.779741 0.000000
862 1 51.577007 -6.631588 -1.409587
863 1 52.805035 -6.447917 -2.095055
864 1 52.805035 -5.871428 -3.389870
865 1 51.577007 -5.484926 -3.985032
866 1 51.577007 -4.536532 -5.038330
867 1 52.805035 -3.985032 -5.484926
868 1 52.805035 -2.757569 -6.193602
869 1 51.577007 -2.095055 -6.447917
870 1 51.577007 -0.708676 -6.742601
871 1 52.805035 -0.000000 -6.779741
872 1 52.805035 1.409587 -6.631588
873 1 51.577007 2.095055 -6.447917
874 1 51.577007 3.389870 -5.871428
875 1 52.805035 3.985032 -5.484926
876 1 52.805035 5.038330 -4.536532
877 1 51.577007 5.484926 -3.985032
878 1 51.577007 6.193602 -2.757569
879 1 52.805035 6.447917 -2.095055
880 1 52.805035 6.742601 -0.708676
881 1 54.033058 6.779741 0.000000
882 1 54.033058 6.631588 1.409587
883 1 55.261082 6.447917 2.095055
884 1 55.261082 5.871428 3.389870
885 1 54.033058 5.484926 3.985032
886 1 54.033058 4.536532 5.038330
887 1 55.261082 3.985032 5.484926
888 1 55.261082 2.757569 6.193602
889 1 54.033058 2.095055 6.447917
890 1 54.033058 0.708676 6.742601
891 1 55.261082 0.000000 6.779741
892 1 55.261082 -1.409587 6.631588
893 1 54.033058 -2.095055 6.447917
894 1 54.033058 -3.389870 5.871428
895 1 55.261082 -3.985032 5.484926
896 1 55.261082 -5.038330 4.536532
897 1 54.033058 -5.484926 3.985032
898 1 54.033058 -6.193602 2.757569
899 1 55.261082 -6.447917 2.095055
900 1 55.261082 -6.742601 0.708676
901 1 54.033058 -6.779741 0.000000
902 1 54.033058 -6.631588 -1.409587
903 1 55.261082 -6.447917 -2.095055
904 1 55.261082 -5.871428 -3.389870
905 1 54.033058 -5.484926 -3.985032
906 1 54.033058 -4.536532 -5.038330
907 1 55.261082 -3.985032 -5.484926
908 1 55.261082 -2.757569 -6.193602
909 1 54.033058 -2.095055 -6.447917
910 1 54.033058 -0.708676 -6.742601
911 1 55.261082 -0.000000 -6.779741
912 1 55.261082 1.409587 -6.631588
913 1 54.033058 2.095055 -6.447917
914 1 54.033058 3.389870 -5.871428
915 1 55.261082 3.985032 -5.484926
916 1 55.261082 5.038330 -4.536532
917 1 54.033058 5.484926 -3.985032
918 1 54.033058 6.193602 -2.757569
919 1 55.261082 6.447917 -2.095055
920 1 55.261082 6.742601 -0.708676
921 1 56.489105 6.779741 0.000000
922 1 56.489105 6.631588 1.409587
923 1 57.717129 6.447917 2.095055
924 1 57.717129 5.871428 3.389870
925 1 56.489105 5.484926 3.985032
926 1 56.489105 4.536532 5.038330
927 1 57.717129 3.985032 5.484926
928 1 57.717129 2.757569 6.193602
929 1 56.489105 2.095055 6.447917
930 1 56.489105 0.708676 6.742601
931 1 57.717129 0.000000 6.779741
932 1 57.717129 -1.409587 6.631588
933 1 56.489105 -2.095055 6.447917
934 1 56.489105 -3.389870 5.871428
935 1 57.717129 -3.985032 5.484926
936 1 57.717129 -5.038330 4.536532
937 1 56.489105 -5.484926 3.985032
938 1 56.489105 -6.193602 2.757569
939 1 57.717129 -6.447917 2.095055
940 1 57.717129 -6.742601 0.708676
941 1 56.489105 -6.779741 0.000000
942 1 56.489105 -6.631588 -1.409587
943 1 57.717129 -6.447917 -2.095055
944 1 57.717129 -5.871428 -3.389870
945 1 56.489105 -5.484926 -3.985032
946 1 56.489105 -4.536532 -5.038330
947 1 57.717129 -3.985032 -5.484926
948 1 57.717129 -2.757569 -6.193602
949 1 56.489105 -2.095055 -6.447917
950 1 56.489105 -0.708676 -6.742601
951 1 57.717129 -0.000000 -6.779741
952 1 57.717129 1.409587 -6.631588
953 1 56.489105 2.095055 -6.447917
954 1 56.489105 3.389870 -5.871428
955 1 57.717129 3.985032 -5.484926
956 1 57.717129 5.038330 -4.536532
957 1 56.489105 5.484926 -3.985032
958 1 56.489105 6.193602 -2.757569
959 1 57.717129 6.447917 -2.095055
960 1 57.717129 6.742601 -0.708676
961 1 58.945152 6.779741 0.000000
962 1 58.945152 6.631588 1.409587
963 1 60.173176 6.447917 2.095055
964 1 60.173176 5.871428 3.389870
965 1 58.945152 5.484926 3.985032
966 1 58.945152 4.536532 5.038330
967 1 60.173176 3.985032 5.484926
968 1 60.173176 2.757569 6.193602
969 1 58.945152 2.095055 6.447917
970 1 58.945152 0.708676 6.742601
971 1 60.173176 0.000000 6.779741
972 1 60.173176 -1.409587 6.631588
973 1 58.945152 -2.095055 6.447917
974 1 58.945152 -3.389870 5.871428
975 1 60.173176 -3.985032 5.484926
976 1 60.173176 -5.038330 4.536532
977 1 58.945152 -5.484926 3.985032
978 1 58.945152 -6.193602 2.757569
979 1 60.173176 -6.447917 2.095055
980 1 60.173176 -6.742601 0.708676
981 1 58.945152 -6.779741 0.000000
982 1 58.945152 -6.631588 -1.409587
983 1 60.173176 -6.447917 -2.095055
984 1 60.173176 -5.871428 -3.389870
985 1 58.945152 -5.484926 -3.985032
986 1 58.945152 -4.536532 -5.038330
987 1 60.173176 -3.985032 -5.484926
988 1 60.173176 -2.757569 -6.193602
989 1 58.945152 -2.095055 -6.447917
990 1 58.945152 -0.708676 -6.742601
991 1 60.173176 -0.000000 -6.779741
992 1 60.173176 1.409587 -6.631588
993 1 58.945152 2.095055 -6.447917
994 1 58.945152 3.389870 -5.871428
995 1 60.173176 3.985032 -5.484926
996 1 60.173176 5.038330 -4.536532
997 1 58.945152 5.484926 -3.985032
998 1 58.945152 6.193602 -2.757569
999 1 60.173176 6.447917 -2.095055
1000 1 60.173176 6.742601 -0.708676
1001 1 61.401199 6.779741 0.000000
1002 1 61.401199 6.631588 1.409587
1003 1 62.629227 6.447917 2.095055
1004 1 62.629227 5.871428 3.389870
1005 1 61.401199 5.484926 3.985032
1006 1 61.401199 4.536532 5.038330
1007 1 62.629227 3.985032 5.484926
1008 1 62.629227 2.757569 6.193602
1009 1 61.401199 2.095055 6.447917
1010 1 61.401199 0.708676 6.742601
1011 1 62.629227 0.000000 6.779741
1012 1 62.629227 -1.409587 6.631588
1013 1 61.401199 -2.095055 6.447917
1014 1 61.401199 -3.389870 5.871428
1015 1 62.629227 -3.985032 5.484926
1016 1 62.629227 -5.038330 4.536532
1017 1 61.401199 -5.484926 3.985032
1018 1 61.401199 -6.193602 2.757569
1019 1 62.629227 -6.447917 2.095055
1020 1 62.629227 -6.742601 0.708676
1021 1 61.401199 -6.779741 0.000000
1022 1 61.401199 -6.631588 -1.409587
1023 1 62.629227 -6.447917 -2.095055
1024 1 62.629227 -5.871428 -3.389870
1025 1 61.401199 -5.484926 -3.985032
1026 1 61.401199 -4.536532 -5.038330
1027 1 62.629227 -3.985032 -5.484926
1028 1 62.629227 -2.757569 -6.193602
1029 1 61.401199 -2.095055 -6.447917
1030 1 61.401199 -0.708676 -6.742601
1031 1 62.629227 -0.000000 -6.779741
1032 1 62.629227 1.409587 -6.631588
1033 1 61.401199 2.095055 -6.447917
1034 1 61.401199 3.389870 -5.871428
1035 1 62.629227 3.985032 -5.484926
1036 1 62.629227 5.038330 -4.536532
1037 1 61.401199 5.484926 -3.985032
1038 1 61.401199 6.193602 -2.757569
1039 1 62.629227 6.447917 -2.095055
1040 1 62.629227 6.742601 -0.708676
1041 1 63.857250 6.779741 0.000000
1042 1 63.857250 6.631588 1.409587
1043 1 65.085274 6.447917 2.095055
1044 1 65.085274 5.871428 3.389870
1045 1 63.857250 5.484926 3.985032
1046 1 63.857250 4.536532 5.038330
1047 1 65.085274 3.985032 5.484926
1048 1 65.085274 2.757569 6.193602
1049 1 63.857250 2.095055 6.447917
1050 1 63.857250 0.708676 6.742601
1051 1 65.085274 0.000000 6.779741
1052 1 65.085274 -1.409587 6.631588
1053 1 63.857250 -2.095055 6.447917
1054 1 63.857250 -3.389870 5.871428
1055 1 65.085274 -3.985032 5.484926
1056 1 65.085274 -5.038330 4.536532
1057 1 63.857250 -5.484926 3.985032
1058 1 63.857250 -6.193602 2.757569
1059 1 65.262774 -6.447917 2.568388
1060 1 65.085274 -6.742601 0.945343
1061 1 63.857250 -6.779741 0.000000
1062 1 63.857250 -6.631588 -1.409587
1063 1 65.085274 -6.447917 -2.095055
1064 1 65.085274 -5.871428 -3.389870
1065 1 63.857250 -5.484926 -3.985032
1066 1 63.857250 -4.536532 -5.038330
1067 1 65.085274 -3.985032 -5.484926
1068 1 65.085274 -2.757569 -6.193602
1069 1 63.857250 -2.095055 -6.447917
1070 1 63.857250 -0.708676 -6.742601
1071 1 65.085274 -0.000000 -6.779741
1072 1 65.085274 1.409587 -6.631588
1073 1 63.857250 2.095055 -6.447917
1074 1 63.857250 3.389870 -5.871428
1075 1 65.085274 3.985032 -5.484926
1076 1 65.085274 5.038330 -4.536532
1077 1 63.857250 5.484926 -3.985032
1078 1 63.857250 6.193602 -2.757569
1079 1 65.085274 6.447917 -2.095055
1080 1 65.085274 6.742601 -0.708676
1081 1 66.313293 6.779741 0.000000
1082 1 66.313293 6.631588 1.409587
1083 1 67.541321 6.447917 2.095055
1084 1 67.541321 5.871428 3.389870
1085 1 66.313293 5.484926 3.985032
1086 1 66.313293 4.536532 5.038330
1087 1 67.541321 3.985032 5.484926
1088 1 67.541321 2.757569 6.193602
1089 1 66.313293 2.095055 6.447917
1090 1 66.313293 0.708676 6.742601
1091 1 67.541321 0.000000 6.779741
1092 1 67.541321 -1.409587 6.631588
1093 1 66.313293 -2.095055 6.447917
1094 1 66.313293 -3.389870 5.871428
1095 1 67.541321 -3.985032 5.484926
1096 1 68.296015 -5.138330 4.773199
1097 1 66.313293 -5.484926 3.511699
1098 1 67.777988 -6.742601 1.182009
1099 1 66.313293 -6.779741 0.236667
1100 1 66.313293 -6.631588 -1.409587
1101 1 67.541321 -6.447917 -2.095055
1102 1 67.541321 -5.871428 -3.389870
1103 1 66.313293 -5.484926 -3.985032
1104 1 66.313293 -4.536532 -5.038330
1105 1 67.541321 -3.985032 -5.484926
1106 1 67.541321 -2.757569 -6.193602
1107 1 66.313293 -2.095055 -6.447917
1108 1 66.313293 -0.708676 -6.742601
1109 1 67.541321 -0.000000 -6.779741
1110 1 67.541321 1.409587 -6.631588
1111 1 66.313293 2.095055 -6.447917
1112 1 66.313293 3.389870 -5.871428
1113 1 67.541321 3.985032 -5.484926
1114 1 67.541321 5.038330 -4.536532
1115 1 66.313293 5.484926 -3.985032
1116 1 66.313293 6.193602 -2.757569
1117 1 67.541321 6.447917 -2.095055
1118 1 67.541321 6.742601 -0.708676
1119 1 68.769348 6.779741 0.000000
1120 1 68.769348 6.631588 1.409587
1121 1 69.997368 6.447917 2.095055
1122 1 69.997368 5.871428 3.389870
1123 1 68.769348 5.484926 3.985032
1124 1 68.769348 4.536532 5.038330
1125 1 69.997368 3.985032 5.484926
1126 1 69.997368 2.757569 6.193602
1127 1 68.769348 2.095055 6.447917
1128 1 68.769348 0.708676 6.742601
1129 1 69.997368 0.000000 6.779741
1130 1 69.997368 -1.409587 6.631588
1131 1 68.769348 -2.095055 6.447917
1132 1 68.769348 -3.389870 5.871428
1133 1 69.997368 -3.985032 5.484926
1134 1 69.997368 -5.038330 4.536532
1135 1 67.744178 -5.584926 3.275032
1136 1 68.769348 -6.193602 2.284236
1137 1 69.997368 -6.447917 2.095055
1138 1 69.997368 -6.742601 0.708676
1139 1 68.769348 -6.779741 0.000000
1140 1 68.769348 -6.631588 -1.409587
1141 1 69.997368 -6.447917 -2.095055
1142 1 69.997368 -5.871428 -3.389870
1143 1 68.769348 -5.484926 -3.985032
1144 1 68.769348 -4.536532 -5.038330
1145 1 69.997368 -3.985032 -5.484926
1146 1 69.997368 -2.757569 -6.193602
1147 1 68.769348 -2.095055 -6.447917
1148 1 68.769348 -0.708676 -6.742601
1149 1 69.997368 -0.000000 -6.779741
1150 1 69.997368 1.409587 -6.631588
1151 1 68.769348 2.095055 -6.447917
1152 1 68.769348 3.389870 -5.871428
1153 1 69.997368 3.985032 -5.484926
1154 1 69.997368 5.038330 -4.536532
1155 1 68.769348 5.484926 -3.985032
1156 1 68.769348 6.193602 -2.757569
1157 1 69.997368 6.447917 -2.095055
1158 1 69.997368 6.742601 -0.708676
1159 1 71.225395 6.779741 0.000000
1160 1 71.225395 6.631588 1.409587
1161 1 72.453415 6.447917 2.095055
1162 1 72.453415 5.871428 3.389870
1163 1 71.225395 5.484926 3.985032
1164 1 71.225395 4.536532 5.038330
1165 1 72.453415 3.985032 5.484926
1166 1 72.453415 2.757569 6.193602
1167 1 71.225395 2.095055 6.447917
1168 1 71.225395 0.708676 6.742601
1169 1 72.453415 0.000000 6.779741
1170 1 72.453415 -1.409587 6.631588
1171 1 71.225395 -2.095055 6.447917
1172 1 71.225395 -3.389870 5.871428
1173 1 72.453415 -3.985032 5.484926
1174 1 72.453415 -5.038330 4.536532
1175 1 70.515395 -5.734926 3.275032
1176 1 71.935395 -5.943602 3.467569
1177 1 72.453415 -6.447917 2.095055
1178 1 72.453415 -6.742601 0.708676
1179 1 71.225395 -6.779741 0.000000
1180 1 71.225395 -6.631588 -1.409587
1181 1 72.453415 -6.447917 -2.095055
1182 1 72.453415 -5.871428 -3.389870
1183 1 71.225395 -5.484926 -3.985032
1184 1 71.225395 -4.536532 -5.038330
1185 1 72.453415 -3.985032 -5.484926
1186 1 72.453415 -2.757569 -6.193602
1187 1 71.225395 -2.095055 -6.447917
1188 1 71.225395 -0.708676 -6.742601
1189 1 72.453415 -0.000000 -6.779741
1190 1 72.453415 1.409587 -6.631588
1191 1 71.225395 2.095055 -6.447917
1192 1 71.225395 3.389870 -5.871428
1193 1 72.453415 3.985032 -5.484926
1194 1 72.453415 5.038330 -4.536532
1195 1 71.225395 5.484926 -3.985032
1196 1 71.225395 6.193602 -2.757569
1197 1 72.453415 6.447917 -2.095055
1198 1 72.453415 6.742601 -0.708676
1199 1 73.681442 6.779741 0.000000
1200 1 73.681442 6.631588 1.409587
1201 1 74.909462 6.447917 2.095055
1202 1 74.909462 5.871428 3.389870
1203 1 73.681442 5.484926 3.985032
1204 1 73.681442 4.536532 5.038330
1205 1 74.909462 3.985032 5.484926
1206 1 74.909462 2.757569 6.193602
1207 1 73.681442 2.095055 6.447917
1208 1 73.681442 0.708676 6.742601
1209 1 74.909462 0.000000 6.779741
1210 1 74.909462 -1.409587 6.631588
1211 1 73.681442 -2.095055 6.447917
1212 1 73.681442 -3.389870 5.871428
1213 1 74.909462 -3.985032 5.484926
1214 1 74.909462 -5.038330 4.536532
1215 1 73.681442 -5.484926 3.985032
1216 1 73.681442 -6.193602 2.757569
1217 1 74.909462 -6.447917 2.095055
1218 1 74.909462 -6.742601 0.708676
1219 1 73.681442 -6.779741 0.000000
1220 1 73.681442 -6.631588 -1.409587
1221 1 74.909462 -6.447917 -2.095055
1222 1 74.909462 -5.871428 -3.389870
1223 1 73.681442 -5.484926 -3.985032
1224 1 73.681442 -4.536532 -5.038330
1225 1 74.909462 -3.985032 -5.484926
1226 1 74.909462 -2.757569 -6.193602
1227 1 73.681442 -2.095055 -6.447917
1228 1 73.681442 -0.708676 -6.742601
1229 1 74.909462 -0.000000 -6.779741
1230 1 74.909462 1.409587 -6.631588
1231 1 73.681442 2.095055 -6.447917
1232 1 73.681442 3.389870 -5.871428
1233 1 74.909462 3.985032 -5.484926
1234 1 74.909462 5.038330 -4.536532
1235 1 73.681442 5.484926 -3.985032
1236 1 73.681442 6.193602 -2.757569
1237 1 74.909462 6.447917 -2.095055
1238 1 74.909462 6.742601 -0.708676
1239 1 76.137489 6.779741 0.000000
1240 1 76.137489 6.631588 1.409587
1241 1 77.365517 6.447917 2.095055
1242 1 77.365517 5.871428 3.389870
1243 1 76.137489 5.484926 3.985032
1244 1 76.137489 4.536532 5.038330
1245 1 77.365517 3.985032 5.484926
1246 1 77.365517 2.757569 6.193602
1247 1 76.137489 2.095055 6.447917
1248 1 76.137489 0.708676 6.742601
1249 1 77.365517 0.000000 6.779741
1250 1 77.365517 -1.409587 6.631588
1251 1 76.137489 -2.095055 6.447917
1252 1 76.137489 -3.389870 5.871428
1253 1 77.365517 -3.985032 5.484926
1254 1 77.365517 -5.038330 4.536532
1255 1 76.137489 -5.484926 3.985032
1256 1 76.137489 -6.193602 2.757569
1257 1 77.365517 -6.447917 2.095055
1258 1 77.365517 -6.742601 0.708676
1259 1 76.137489 -6.779741 0.000000
1260 1 76.137489 -6.631588 -1.409587
1261 1 77.365517 -6.447917 -2.095055
1262 1 77.365517 -5.871428 -3.389870
1263 1 76.137489 -5.484926 -3.985032
1264 1 76.137489 -4.536532 -5.038330
1265 1 77.365517 -3.985032 -5.484926
1266 1 77.365517 -2.757569 -6.193602
1267 1 76.137489 -2.095055 -6.447917
1268 1 76.137489 -0.708676 -6.742601
1269 1 77.365517 -0.000000 -6.779741
1270 1 77.365517 1.409587 -6.631588
1271 1 76.137489 2.095055 -6.447917
1272 1 76.137489 3.389870 -5.871428
1273 1 77.365517 3.985032 -5.484926
1274 1 77.365517 5.038330 -4.536532
1275 1 76.137489 5.484926 -3.985032
1276 1 76.137489 6.193602 -2.757569
1277 1 77.365517 6.447917 -2.095055
1278 1 77.365517 6.742601 -0.708676
1279 1 78.593536 6.779741 0.000000
1280 1 78.593536 6.631588 1.409587
1281 1 79.821564 6.447917 2.095055
1282 1 79.821564 5.871428 3.389870
1283 1 78.593536 5.484926 3.985032
1284 1 78.593536 4.536532 5.038330
1285 1 79.821564 3.985032 5.484926
1286 1 79.821564 2.757569 6.193602
1287 1 78.593536 2.095055 6.447917
1288 1 78.593536 0.708676 6.742601
1289 1 79.821564 0.000000 6.779741
1290 1 79.821564 -1.409587 6.631588
1291 1 78.593536 -2.095055 6.447917
1292 1 78.593536 -3.389870 5.871428
1293 1 79.821564 -3.985032 5.484926
1294 1 79.821564 -5.038330 4.536532
1295 1 78.593536 -5.484926 3.985032
1296 1 78.593536 -6.193602 2.757569
1297 1 79.821564 -6.447917 2.095055
1298 1 79.821564 -6.742601 0.708676
1299 1 78.593536 -6.779741 0.000000
1300 1 78.593536 -6.631588 -1.409587
1301 1 79.821564 -6.447917 -2.095055
1302 1 79.821564 -5.871428 -3.389870
1303 1 78.593536 -5.484926 -3.985032
1304 1 78.593536 -4.536532 -5.038330
1305 1 79.821564 -3.985032 -5.484926
1306 1 79.821564 -2.757569 -6.193602
1307 1 78.593536 -2.095055 -6.447917
1308 1 78.593536 -0.708676 -6.742601
1309 1 79.821564 -0.000000 -6.779741
1310 1 79.821564 1.409587 -6.631588
1311 1 78.593536 2.095055 -6.447917
1312 1 78.593536 3.389870 -5.871428
1313 1 79.821564 3.985032 -5.484926
1314 1 79.821564 5.038330 -4.536532
1315 1 78.593536 5.484926 -3.985032
1316 1 78.593536 6.193602 -2.757569
1317 1 79.821564 6.447917 -2.095055
1318 1 79.821564 6.742601 -0.708676
1319 1 81.049583 6.779741 0.000000
1320 1 81.049583 6.631588 1.409587
1321 1 82.277611 6.447917 2.095055
1322 1 82.277611 5.871428 3.389870
1323 1 81.049583 5.484926 3.985032
1324 1 81.049583 4.536532 5.038330
1325 1 82.277611 3.985032 5.484926
1326 1 82.277611 2.757569 6.193602
1327 1 81.049583 2.095055 6.447917
1328 1 81.049583 0.708676 6.742601
1329 1 82.277611 0.000000 6.779741
1330 1 82.277611 -1.409587 6.631588
1331 1 81.049583 -2.095055 6.447917
1332 1 81.049583 -3.389870 5.871428
1333 1 82.277611 -3.985032 5.484926
1334 1 82.277611 -5.038330 4.536532
1335 1 81.049583 -5.484926 3.985032
1336 1 81.049583 -6.193602 2.757569
1337 1 82.277611 -6.447917 2.095055
1338 1 82.277611 -6.742601 0.708676
1339 1 81.049583 -6.779741 0.000000
1340 1 81.049583 -6.631588 -1.409587
1341 1 82.277611 -6.447917 -2.095055
1342 1 82.277611 -5.871428 -3.389870
1343 1 81.049583 -5.484926 -3.985032
1344 1 81.049583 -4.536532 -5.038330
1345 1 82.277611 -3.985032 -5.484926
1346 1 82.277611 -2.757569 -6.193602
1347 1 81.049583 -2.095055 -6.447917
1348 1 81.049583 -0.708676 -6.742601
1349 1 82.277611 -0.000000 -6.779741
1350 1 82.277611 1.409587 -6.631588
1351 1 81.049583 2.095055 -6.447917
