"Battid","Reduced Cell Formula","Type","Spacegroup","Average Voltage","Capacity Grav","Capacity Vol","Specific E Wh/kg","E Density Wh/l","Stability Charge","Stability Discharge",""
"mp-776871_Li","Li0 –4V5O12","intercalation","-P 2ybc","2.87","226","670","648","1923","0.01","0.07",""
"mp-776137_Li","Li0 –0.5VO2","intercalation","-I 2b 2","2.86","155","599","443","1710","0.1","0.07",""
"mp-761687_Li","Li0 –1SbPO5","intercalation","-C 2yc","2.84","112","432","318","1228","0","0.07",""
"mp-1177481_Li","Li4 –4.75CoO4","intercalation","P 2y","2.56","129","351","330","899","0.05","0.07",""
"mp-763311_Li","Li4 –5CoO4","intercalation","P 2yc","2.78","170","447","473","1241","0.07","0.07",""
"mp-773439_Li","Li3 –4FeOF4","intercalation","C 2y","2.76","153","480","421","1324","0.07","0.07",""
"mp-1176712_Li","Li0 –1Fe7O7F","intercalation","C 2y","2.7","51","225","137","607","0.09","0.07",""
"mp-763964_Li","Li4 –6Co3Ni5O16","intercalation","C 2y","2.83","70","345","197","974","0.03","0.07",""
"mp-1177267_Li","LiV3Cu(PO4)4","intercalation","P 2y","2.82","172","590","485","1665","0.03","0.07",""
"mp-1177549_Li","Li2 –3VFe3O8","intercalation","P 1","2.76","73","307","202","847","0.08","0.07",""
"mp-762685_Li","LiV3(FeO5)2","intercalation","-P 1","2.41","117","469","281","1129","0.09","0.07",""
"mp-767267_Li","Li1 –2MnVO4","intercalation","-I 2b 2","2.47","146","582","361","1439","0.08","0.07",""
"mp-766139_Li","Li1 –2V2F7","intercalation","-P 1","2.58","108","293","278","758","0.08","0.07",""
"mp-754500_Li","Li1 –4Sn2P4H3O16","intercalation","P 1","2.56","124","379","317","968","0.04","0.07",""
"mp-761537_Li","LiCoCu3(PO4)4","intercalation","P 2y","2.8","80","268","224","750","0.05","0.07",""
"mp-765102_Li","LiTi(PO3)4","intercalation","-C 2yc","2.68","72","193","194","518","0.04","0.07",""
"mp-1101186_Li","LiV3Ni(PO4)4","intercalation","P 2y","2.78","173","591","481","1642","0.04","0.07",""
"mp-1176540_Li","Li0 –1VCrO4","intercalation","-I 2b 2","2.89","154","614","446","1777","0.07","0.07",""
"mp-762249_Li","LiV(CO3)2","intercalation","-P 2ybc","2.85","290","691","826","1967","0.06","0.07",""
"mp-762253_Li","LiV(CO3)2","intercalation","I 4 2bw","2.87","290","635","831","1820","0.06","0.07",""
"mp-765840_Li","LiV3Co(PO4)4","intercalation","P 2y","2.53","173","593","438","1499","0.04","0.07",""
"mp-762545_Li","Li1 –2FeSiO4","intercalation","P 2c 2ac","2.34","166","476","388","1116","0.02","0.07",""
"mp-1176609_Li","LiNb(PO3)4","intercalation","-C 2yc","2.74","64","188","176","514","0.04","0.07",""
"mp-26767_Li","LiNb(PO3)4","intercalation","-C 2yc","2.54","64","194","164","492","0.03","0.07",""
"mp-1176951_Li","LiNbV3(PO4)6","intercalation","R 3","2.73","188","550","513","1504","0","0.07",""
"mp-769578_Li","Li4 –6V2C4SO16","intercalation","F 2 2 1d","2.55","112","296","285","757","0.07","0.07",""
"mp-1222773_Li","LiFe(PS3)2","intercalation","C 2y","2.39","165","424","395","1013","0.12","0.07",""
"mvc-13141_Al","Al1.33 –2FeO4","intercalation","C 2y","2.62","308","1282","807","3356","0.17","0.07",""
"mp-1043109_Zn","Zn0 –1FeNiP2O9","intercalation","-P 2yb","2.51","139","544","349","1368","0.17","0.07",""
"mp-1046704_Mg","Mg0 –1VPO5","intercalation","C 2yc","2.44","288","975","703","2381","0.01","0.07",""
"mvc-4408_Mg","MgGe3(MoO6)2","intercalation","-I 4bd 2c 3","2.37","238","1131","564","2677","0.13","0.07",""
"mp-1043136_Mg","MgCr4(CuO4)3","intercalation","-R 3","2.66","87","451","232","1202","0.03","0.07",""
"mp-765441_Li","Li0 –1Mn5O3F5","intercalation","R 3 2""","2.8","63","236","177","660","0.1","0.08",""
"mp-765333_Li","Li3 –5Mn3O5F3","intercalation","P 1","2.68","159","570","427","1530","0.07","0.08",""
"mp-763431_Li","Li0 –1Mn5O3F5","intercalation","C 2y","2.72","63","239","172","651","0.1","0.08",""
"mp-764690_Li","LiV(OF)2","intercalation","-I 2b 2","2.54","189","606","480","1538","0.1","0.08",""
"mp-19457_Li","Li0 –3.25V6O13","intercalation","P 2yb","2.57","162","587","417","1507","0.02","0.08",""
"mp-764220_Li","Li0 –2V2OF5","intercalation","P 1","2.57","236","788","607","2023","0","0.08",""
"mp-764917_Li","Li2 –3VO3F","intercalation","P 1","2.87","193","614","554","1763","0.1","0.08",""
"mp-763192_Li","Li0 –1V2OF5","intercalation","P 1","2.79","122","408","340","1137","0","0.08",""
"mp-770538_Li","Li0 –1Mn2PO5","intercalation","-P 2ac 2n","2.41","118","407","283","981","0.01","0.08",""
"mp-775701_Li","Li4 –10Fe2Co3Ni3O16","intercalation","C 2y","2.84","204","927","578","2629","0.04","0.08",""
"mp-776864_Li","Li0 –2V3CoO8","intercalation","C 2y","2.74","152","586","415","1603","0.04","0.08",""
"mp-765348_Li","Li0 –1V5F11","intercalation","-P 2ybc","2.36","57","178","134","419","0.08","0.08",""
"mp-1177848_Li","LiV2Cu(PO4)3","intercalation","-R 3 2""c","2.82","115","374","325","1055","0.01","0.08",""
"mp-776184_Li","Li0 –2V3NiO8","intercalation","C 2y","2.83","152","590","430","1670","0.05","0.08",""
"mp-1177122_Li","Li0 –5TiMn3O8","intercalation","P 4acd 2ab 3","2.79","357","1362","997","3803","0.09","0.08",""
"mp-761981_Li","Li1 –2FeCO4","intercalation","-P 2ybc","2.72","184","465","500","1262","0.1","0.08",""
"mp-771461_Li","Li0 –2MnV4CuO12","intercalation","C 2y","2.78","101","341","282","948","0.02","0.08",""
"mp-763567_Li","LiV(CO3)2","intercalation","P 2yb","2.52","145","338","365","852","0.08","0.08",""
"mp-761331_Li","LiTi3V(PO4)6","intercalation","R 3","2.33","166","470","387","1095","0.01","0.08",""
"mp-766913_Li","LiVSn(PO4)2","intercalation","-P 2yb","2.61","144","513","375","1340","0.08","0.08",""
"mp-755185_Li","Li0 –1SbPHO5","intercalation","-P 1","2.81","111","406","313","1140","0.03","0.08",""
"mp-1177868_Li","Li0 –2TiCrO4","intercalation","I 4 2","2.51","302","1197","757","3004","0.07","0.08",""
"mp-1101197_Li","Li0 –2VPHO5","intercalation","-P 1","2.41","303","866","732","2090","0","0.08",""
"mp-767296_Li","LiTiMn3(PO4)4","intercalation","P 2y","2.61","173","571","452","1493","0.02","0.08",""
"mp-759472_Li","LiCu(HO)4","intercalation","P 2c 2n","2.89","184","518","532","1497","0.08","0.08",""
"mp-849471_Li","Li4 –6Mn3Cr2Fe3O16","intercalation","P 1","2.58","73","311","188","800","0.06","0.08",""
"mp-761447_Li","Li0 –4Mn2Fe3P6WO24","intercalation","R 3","2.4","101","362","243","870","0","0.08",""
"mp-1177457_Li","LiMn2Fe3Sn(PO4)6","intercalation","R 3","2.81","108","363","303","1019","0.02","0.08",""
"mp-1177805_Li","Li0 –2V4CuNiO12","intercalation","C 2y","2.71","101","352","273","954","0.01","0.08",""
"mp-759715_Li","LiKSb(PO4)2","intercalation","P 1","2.89","73","234","212","676","0.07","0.08",""
"mp-774310_Li","Li4 –10Cr2Fe3Co3O16","intercalation","P 1","2.85","208","882","592","2511","0.13","0.08",""
"mp-775850_Li","LiMn2Fe3Sb(PO4)6","intercalation","R 3","2.54","108","368","274","937","0","0.08",""
"mp-1043670_Zn","Zn0 –0.5Ni2O3","intercalation","-C 2c 2","2.45","135","841","332","2062","0.22","0.08",""
"mp-1045893_Zn","Zn0 –2Ni9O13","intercalation","-C 2y","2.39","124","773","296","1850","0.19","0.08",""
"mp-1048784_Zn","Zn0 –1BiF5","intercalation","P 1","2.81","145","735","408","2069","0.01","0.08",""
"mvc-3416_Zn","Zn0 –1BiF5","intercalation","-P 2ybc","2.82","145","729","410","2059","0","0.08",""
"mp-1045982_Mg","Mg0 –2Fe9O13","intercalation","-C 2y","2.35","141","696","332","1635","0.19","0.08",""
"mp-1016144_Mg","Mg0 –0.33MnO2","intercalation","-C 2y","2.54","188","834","478","2122","0.02","0.08",""
"mp-1043991_Mg","Mg0 –1LaTaFeO6","intercalation","P 2yc","2.68","108","722","289","1935","0.15","0.08",""
"mp-1043121_Mg","MgMn4(CuO4)3","intercalation","-I 2 2 3","2.73","86","447","234","1221","0.05","0.08",""
"mp-1143651_Mg","MgSi3(MoO6)2","intercalation","-I 4bd 2c 3","2.35","297","1216","699","2861","0.18","0.08",""
"mp-764179_Li","Li3 –4VO3F2","intercalation","P 1","2.84","163","490","463","1393","0.1","0.09",""
"mp-764724_Li","Li3 –4VO3F2","intercalation","C 2yc","2.57","163","420","419","1082","0.08","0.09",""
"mp-1177117_Li","Li0 –1.25FePO4","intercalation","P 2c 2n","2.53","210","620","531","1565","0","0.09",""
"mp-765508_Li","LiV3(O2F)2","intercalation","P 1","2.74","102","403","280","1104","0.07","0.09",""
"mp-770986_Li","Li0 –1VBO4","intercalation","I 4","2.78","202","572","561","1588","0","0.09",""
"mp-1177692_Li","Li2 –3FeOF3","intercalation","P 1","2.6","179","588","465","1526","0.08","0.09",""
"mp-765462_Li","Li0 –1Fe3OF5","intercalation","-C 2y","2.4","94","376","226","905","0.05","0.09",""
"mp-761587_Li","Li0 –2V5CoO12","intercalation","C 2y","2.66","103","357","274","950","0.06","0.09",""
"mp-764279_Li","Li2 –3MnV3O8","intercalation","-R 3 2""","2.31","75","297","174","687","0.07","0.09",""
"mp-765185_Li","Li1 –2V2F7","intercalation","-P 2ac 2n","2.36","108","350","254","825","0.08","0.09",""
"mp-770599_Li","Li4 –6Fe2C4SO16","intercalation","F 2 2 1d","2.43","110","299","266","727","0.07","0.09",""
"mp-762763_Li","Li4 –10Ti2Fe3Co3O16","intercalation","P 1","2.54","210","868","533","2203","0.08","0.09",""
"mp-776487_Li","Li0 –2V5CuO12","intercalation","C 2y","2.6","102","347","266","901","0.03","0.09",""
"mp-764953_Li","LiNi(O2F)2","intercalation","P 1","2.42","124","326","300","788","0.08","0.09",""
"mp-771910_Li","Li0 –10Ti2Mn3Co3O16","intercalation","C 2y","2.89","351","1425","1014","4114","0.06","0.09",""
"mp-764909_Li","LiMn3Cr(PO4)4","intercalation","P 2y","2.78","212","675","590","1875","0.01","0.09",""
"mp-763681_Li","LiV(CO3)2","intercalation","P 1","2.75","217","511","597","1404","0.09","0.09",""
"mp-1176809_Li","LiTi(SO4)2","intercalation","-P 2ac 2ab","2.77","109","301","301","834","0","0.09",""
"mp-762150_Li","Li1 –3Ti2V3O12","intercalation","-P 2ybc","2.33","116","346","271","808","0.01","0.09",""
"mp-761042_Li","LiNaCu(PO3)3","intercalation","P 2ac 2ab","2.37","81","242","192","574","0.01","0.09",""
"mp-775677_Li","Li0 –4Fe5P6WO24","intercalation","R 3","2.43","101","367","246","892","0.01","0.09",""
"mp-775125_Li","LiFe3Sn(PO4)6","intercalation","P 1","2.48","59","175","146","434","0.05","0.09",""
"mp-766846_Li","LiCoSn(PO4)2","intercalation","-P 2yb","2.56","141","526","359","1343","0.04","0.09",""
"mvc-13960_Zn","Zn0 –1FeF4","intercalation","P 1","2.58","272","1271","702","3282","0.15","0.09",""
"mp-1043253_Mg","Mg0 –0.5Fe2O3","intercalation","-C 2c 2","2.57","156","772","400","1981","0.25","0.09",""
"mp-1042648_Mg","Mg0 –0.5Mn2O3","intercalation","-C 2c 2","2.77","158","740","437","2050","0.22","0.09",""
"mp-1045833_Mg","Mg0 –2Mn9O13","intercalation","-P 1","2.76","143","671","394","1853","0.22","0.09",""
"mp-1045734_Mg","Mg0.5 –1VO3","intercalation","P 2yb","2.45","217","894","532","2188","0.1","0.09",""
"mp-1043375_Mg","Mg0 –1Si4SnO10","intercalation","P 4ab 2n 1ab","2.4","129","405","310","972","0.19","0.09",""
"mp-1047070_Mg","Mg0 –1VAsO5","intercalation","P 2ac 2ab","2.81","233","823","654","2311","0.11","0.09",""
"mp-765757_Li","Li3 –4MnOF4","intercalation","C 2y","2.85","153","430","437","1226","0.08","0.1",""
"mp-764012_Li","Li0 –1V2OF5","intercalation","P 1","2.58","122","411","315","1061","0","0.1",""
"mp-765901_Li","LiV4(OF3)3","intercalation","P 1","2.73","238","809","649","2204","0","0.1",""
"mp-762625_Li","Li1.33 –2MnNiO4","intercalation","-P 1","2.63","93","416","245","1095","0.04","0.1",""
"mp-777907_Li","Li4 –5FeOF5","intercalation","C 2yc","2.67","133","398","355","1063","0.1","0.1",""
"mp-1177101_Li","Li4 –5FeOF5","intercalation","P 31","2.74","133","401","364","1097","0.1","0.1",""
"mp-764977_Li","Li2 –3FeOF3","intercalation","P 2yc","2.63","179","587","471","1543","0.09","0.1",""
"mp-1177641_Li","Li2 –3FeOF3","intercalation","-C 2y","2.52","179","584","452","1472","0.08","0.1",""
"mp-1101292_Li","Li0 –10Ti3Mn5O16","intercalation","C 2y","2.64","360","1339","951","3532","0.08","0.1",""
"mp-776878_Li","LiNbFe3Cu2(PO4)6","intercalation","R 3","2.79","109","364","303","1016","0.04","0.1",""
"mp-776140_Li","Li0 –2MnV5O12","intercalation","C 2y","2.44","104","345","254","842","0.06","0.1",""
"mp-763661_Li","Li0 –1Fe2C2O7","intercalation","C 2y","2.67","105","273","281","729","0.07","0.1",""
"mp-771667_Li","Li0 –1V2NiO6","intercalation","-C 2yc","2.33","102","358","237","836","0","0.1",""
"mp-765229_Li","Li0 –2V2F7","intercalation","-I 2b 2","2.84","215","632","613","1798","0","0.1",""
"mp-771931_Li","Li0 –2V4CrCuO12","intercalation","C 2y","2.6","102","350","265","910","0.03","0.1",""
"mp-770067_Li","Li1 –2CrCSO7","intercalation","P 2yb","2.42","121","303","293","734","0.04","0.1",""
"mp-765033_Li","Li0 –10Mn5Fe3O16","intercalation","C 2y","2.9","349","1410","1011","4083","0.1","0.1",""
"mp-765682_Li","Li0 –3V3CrO8","intercalation","C 2y","2.38","227","846","542","2016","0.04","0.1",""
"mp-772068_Li","Li0 –3Co4TeO8","intercalation","-C 2y","2.67","157","826","419","2208","0.08","0.1",""
"mp-767786_Li","Li4 –10Ti2Fe3Ni3O16","intercalation","P 1","2.87","210","879","604","2524","0.06","0.1",""
"mp-761445_Li","LiMn3Cr3(NiO8)2","intercalation","C 2y","2.52","211","880","530","2214","0.06","0.1",""
"mp-1176876_Li","LiMnCo3(PO4)6","intercalation","P 1","2.63","32","93","83","245","0.06","0.1",""
"mp-775967_Li","LiMn3NbCr2(PO4)6","intercalation","R 3","2.67","112","360","299","962","0.09","0.1",""
"mp-773383_Li","Li0 –4V2Cr3Sb3O16","intercalation","C 2y","2.77","118","557","328","1544","0.13","0.1",""
"mvc-11011_Al","Al0 –0.5CoO2","intercalation","-I 2b 2","2.63","385","1888","1012","4966","0.06","0.1",""
"mp-1048382_Al","Al0 –1BaCo4O7","intercalation","P 6c 2c","2.57","157","843","404","2167","0.22","0.1",""
"mp-1048912_Zn","Zn0 –0.5NiO2","intercalation","R 3 2""","2.32","217","1230","504","2854","0.26","0.1",""
"mvc-4499_Zn","ZnCr2(GeO4)3","intercalation","-I 4bd 2c 3","2.4","226","1205","544","2897","0.32","0.1",""
"mp-1042994_Mg","MgCr3(FeO6)2","intercalation","-P 1","2.65","162","561","429","1488","0.03","0.1",""
"mp-764327_Li","Li0 –1V2O3F","intercalation","P 2c 2n","2.45","152","593","374","1453","0.04","0.11",""
"mp-1177137_Li","Li2 –3.5CoO3","intercalation","-P 2 2n","2.34","306","933","715","2178","0.1","0.11",""
"mp-771529_Li","Li0 –4MnV3O8","intercalation","P 1","2.35","295","927","692","2174","0.06","0.11",""
"mp-1177893_Li","Li0 –3MnV3O8","intercalation","C 2y","2.5","225","829","563","2072","0.05","0.11",""
"mp-779223_Li","Li4 –10Mn3Co2Ni3O16","intercalation","C 2y","2.77","205","889","569","2466","0.08","0.11",""
"mp-768467_Li","LiBi2(SO4)3","intercalation","-C 2yc","2.58","74","310","192","800","0.05","0.11",""
"mp-1044403_Zn","ZnBa(FeO2)4","intercalation","-P 3 2","2.52","97","473","244","1194","0.23","0.11",""
"mp-1048029_Zn","Zn0 –1Ni3P3O13","intercalation","-P 2yb","2.54","99","377","251","956","0.19","0.11",""
"mp-1043209_Zn","Zn0 –1Ni2P2O9","intercalation","P 2y","2.56","138","569","353","1456","0.21","0.11",""
"mvc-3748_Mg","Mg0 –1WF5","intercalation","-P 2ybc","2.51","177","869","444","2183","0.02","0.11",""
"mvc-14167_Mg","Mg0 –1WF5","intercalation","P 1","2.53","177","871","447","2204","0.02","0.11",""
"mvc-12282_Mg","MgV2(SiO4)3","intercalation","I 4bw 2aw 1bw","2.57","238","859","610","2206","0.19","0.11",""
"mvc-11375_Mg","MgMn2(SiO4)3","intercalation","I 4bw 2aw 1bw","2.73","117","432","319","1180","0.11","0.11",""
"mp-1101199_Li","LiV4(OF3)3","intercalation","C 2y","2.78","181","610","504","1697","0.02","0.12",""
"mp-763591_Li","LiNiSn(PO4)2","intercalation","-P 2yb","2.53","141","533","356","1350","0.03","0.12",""
"mp-756554_Li","Li3 –4Cu3TeO8","intercalation","-R 3 2""","2.68","57","285","152","764","0.08","0.12",""
"mp-1042045_Zn","Zn0 –0.5NiO2","intercalation","C 2y","2.44","217","1226","531","2996","0.32","0.12",""
"mp-1048779_Mg","Mg0.5 –1BiO3","intercalation","P 2ac 2","2.77","95","666","264","1845","0.12","0.12",""
"mvc-12110_Mg","Mg0 –0.5MnO2","intercalation","-P 2ybc","2.42","270","1250","654","3024","0.02","0.12",""
"mvc-11561_Mg","Mg0 –0.5MnO2","intercalation","-P 6c 2c","2.38","270","1112","643","2641","0.01","0.12",""
"mp-1047121_Mg","Mg0 –0.5CrO2","intercalation","-P 2ac 2n","2.81","279","1288","783","3617","0.07","0.12",""
"mp-1003549_Li","Li0 –0.75MnO2","intercalation","P 1","2.77","218","813","604","2253","0","0.13",""
"mp-767719_Li","Li4 –10Ti2Mn3Ni3O16","intercalation","C 2y","2.46","211","874","520","2155","0.04","0.13",""
"mp-763517_Li","LiTi3Co3(NiO8)2","intercalation","P 1","2.59","211","866","546","2243","0.06","0.13",""
"mvc-4135_Al","Al0 –0.5CuO2","intercalation","F 4d 2 3 1d","2.84","369","1904","1048","5415","0.17","0.13",""
"mp-1041685_Al","AlCo(WO4)2","intercalation","-P 2yc","2.48","138","1020","342","2525","0.19","0.13",""
"mp-1046779_Al","Al0 –1Sr2GaCo2O7","intercalation","P 1","2.52","160","786","404","1982","0.21","0.13",""
"mp-1041980_Zn","Zn0 –0.5NiO2","intercalation","C 2y","2.77","217","1238","601","3423","0.44","0.13",""
"mp-1047707_Zn","Zn0 –0.5NiO2","intercalation","-C 2c 2","2.41","217","1348","524","3251","0.32","0.13",""
"mvc-13706_Zn","Zn0 –2Cr3O8","intercalation","-C 2y","2.31","258","1268","598","2931","0.33","0.13",""
"mp-1042350_Zn","Zn0 –1BiSbO5","intercalation","-P 2ac 2ab","2.71","113","781","305","2116","0.4","0.13",""
"mp-1172462_Zn","ZnCr2(SiO4)3","intercalation","-I 4bd 2c 3","2.42","279","1293","674","3125","0.38","0.13",""
"mvc-14313_Mg","Mg0 –2Mo3O8","intercalation","-C 2y","2.53","231","1107","585","2803","0.26","0.13",""
"mvc-5268_Mg","Mg0 –1SbAsO5","intercalation","P 2ac 2ab","2.66","178","761","474","2025","0.18","0.13",""
"mp-1042608_Mg","MgTi4(CuO4)3","intercalation","-I 2 2 3","2.33","90","436","208","1014","0.06","0.13",""
"mp-773763_Li","Li0 –4Cr3Fe2Sb3O16","intercalation","C 2y","2.89","117","557","338","1608","0.12","0.14",""
"mvc-12063_Zn","Zn0 –0.5FeO2","intercalation","P 1","2.37","222","1140","526","2697","0.31","0.14",""
"mp-1044422_Mg","MgPr(BiO3)2","intercalation","P 2ac 2","2.51","79","587","198","1474","0.13","0.15",""
"mp-1046527_Mg","MgCr5(TeO6)3","intercalation","C 2y","2.62","209","1000","546","2617","0.13","0.15",""
"mvc-5626_Mg","Mg0 –1MoAsO5","intercalation","P 2ac 2ab","2.51","195","763","488","1913","0.16","0.16",""
"mp-1040838_Mg","MgHo(BiO3)2","intercalation","P 2ac 2","2.52","76","611","192","1540","0.08","0.16",""
"mvc-13134_Al","Al0 –1CrO3","intercalation","P 1","2.69","633","2796","1705","7530","0.19","0.17",""
"mp-1042304_Al","AlNi(WO4)2","intercalation","-P 2yc","2.59","138","1028","359","2666","0.2","0.17",""
"mp-1041962_Zn","Zn0 –0.5NiO2","intercalation","-I 2b 2","2.63","217","1219","572","3209","0.45","0.17",""
"mp-1046491_Mg","Mg0 –2Ba2Tl2Co3O10","intercalation","P 1","2.82","100","660","283","1863","0.31","0.17",""
"mp-1044582_Mg","Mg0 –0.5BiO2","intercalation","P 1","2.67","106","791","283","2115","0.17","0.18",""
"mp-1048458_Al","Al0 –1BaMn4O7","intercalation","P 6c 2c","2.54","162","772","412","1963","0.38","0.19",""
"mp-1046883_Mg","Mg0 –0.5BiO2","intercalation","-C 2yc","2.67","106","789","282","2104","0.19","0.19",""
"mvc-12581_Mg","Mg0.25 –0.5CrO2","intercalation","C 2y","2.45","139","572","342","1402","0.12","0.19",""
"mvc-11581_Mg","Mg0 –0.5CrO2","intercalation","-I 2b 2","2.8","279","1172","780","3278","0.16","0.2",""
"mp-1046893_Mg","MgBa(BiO2)4","intercalation","-P 3 2","2.87","48","352","136","1009","0.29","0.2",""
"mp-773318_Li","LiMg(Fe5O8)2","intercalation","R 3 2""","2.32","32","150","73","348","0.22","0.21",""
"mp-1047285_Mg","Mg0 –0.5FeO2","intercalation","P 2y","2.88","268","1288","773","3716","0.17","0.22",""
"mvc-12565_Mg","Mg0.25 –0.5CoO2","intercalation","C 2y","2.34","130","663","304","1553","0.11","0.22",""
"mp-1044577_Zn","ZnBa(NiO2)4","intercalation","-P 3 2","2.83","95","501","268","1420","0.42","0.25",""
"mp-1046344_Mg","MgBaTl(CoO3)2","intercalation","P 1","2.42","136","884","329","2142","0.36","0.31",""
"mp-1048224_Al","Al0 –1Ba2Ni3O8","intercalation","P 2 2","2.78","133","780","369","2171","0.35","0.34",""
"mp-1048483_Al","Al0 –1Ba2Ni3O7","intercalation","P 1","2.68","136","803","365","2151","0.41","0.36",""
"mvc-15502_Mg","Mg0 –2Cr2O5","intercalation","P 2c 2","2.59","461","1772","1195","4594","0.28","0.39",""
