"Battid","Reduced Cell Formula","Type","Spacegroup","Average Voltage","Capacity Grav","Capacity Vol","Specific E Wh/kg","E Density Wh/l","Stability Charge","Stability Discharge",""
"mp-31924_Li","Li0 –1MnP2O7","intercalation","-C 2yc","4.72","114","357","536","1687","0.03","0.01",""
"mp-767080_Li","Li0.5 –1MnPO4","intercalation","P 2yc","4.77","85","239","407","1141","0.09","0.01",""
"mp-767623_Li","Li0.5 –1MnPO4","intercalation","P 2c 2ac","4.6","85","242","393","1112","0.07","0.01",""
"mp-1101268_Li","LiVFe7(PO4)12","intercalation","P 1","5.06","131","386","662","1949","0.08","0.01",""
"mp-771598_Li","LiV(SO4)2","intercalation","R 3","4.66","107","286","500","1335","0.01","0.01",""
"mp-504371_Li","Li0 –1Ni6P7O24","intercalation","-P 2yb","4.8","28","105","134","505","0.01","0.01",""
"mp-540171_Li","LiNi(PO3)4","intercalation","-P 2ac 2n","5.63","138","400","777","2253","0.1","0.01",""
"mp-762754_Li","Li2 –3Fe2NiO6","intercalation","-C 2y","5.06","93","403","472","2039","0.16","0.01",""
"mp-1013922_Li","Li0 –1Cr2P2O9","intercalation","-P 2ac 2n","5.02","85","266","425","1337","0.06","0.01",""
"mp-1222351_Li","Li1 –3FeF6","intercalation","P 4n 2n","6.21","281","830","1745","5149","0","0.01",""
"mp-770109_Li","LiNi2(SO4)3","intercalation","-C 2yc","5.21","128","410","666","2137","0.04","0.01",""
"mp-26209_Li","Li0 –1BiP2O7","intercalation","P 2yb","4.83","69","273","332","1321","0.04","0.01",""
"mp-26129_Li","Li0 –1BiP2O7","intercalation","-P 2ybc","5.34","69","326","367","1738","0.09","0.01",""
"mp-26173_Li","LiBi3(PO5)2","intercalation","P 1","4.73","31","196","148","927","0.08","0.01",""
"mp-771678_Li","LiNaFe2(SiO3)4","intercalation","C 2y","4.88","60","202","294","986","0.06","0.01",""
"mp-762768_Li","Li2.25 –3FeSiO5","intercalation","P 1","4.81","109","312","523","1500","0.1","0.01",""
"mp-1176834_Li","LiFe7Te(PO4)12","intercalation","P 1","5.03","125","384","629","1931","0.08","0.01",""
"mp-1043501_Li","LiFe(GeO3)2","intercalation","-C 2yc","5.02","88","378","443","1899","0.11","0.01",""
"mp-777109_Li","Li4 –6Ni2C4SO16","intercalation","-C 2yc","4.81","108","311","521","1498","0.06","0.01",""
"mp-773972_Li","LiMn(SO4)2","intercalation","R 3","5.3","106","286","559","1516","0.04","0.01",""
"mp-770100_Li","LiMn2(SO4)3","intercalation","-C 2yc","4.61","130","373","600","1719","0.04","0.01",""
"mp-1176804_Li","LiCo(SO4)2","intercalation","R 3","5.42","104","293","563","1586","0.06","0.01",""
"mp-772442_Li","LiCo(SO4)2","intercalation","R 3","5.4","104","295","560","1590","0.05","0.01",""
"mp-770593_Li","LiCo2(SO4)3","intercalation","-P 2n 2ab","4.62","128","380","590","1758","0.01","0.01",""
"mp-1047859_Mg","Mg0 –1BaCrF7","intercalation","-P 2ybc","4.89","155","655","756","3201","0","0.01",""
"mp-767084_Li","LiMn3(OF3)2","intercalation","-P 2ybc","5","84","324","422","1618","0.07","0.02",""
"mp-773979_Li","LiCr(SO4)2","intercalation","R 3","5.33","107","296","568","1578","0.05","0.02",""
"mp-26267_Li","LiCu(PO3)4","intercalation","P 2ac 2ab","5.36","68","197","365","1059","0.05","0.02",""
"mp-31575_Li","Li0 –3Co2P5O16","intercalation","-P 2yc","4.63","146","419","677","1938","0.05","0.02",""
"mp-31519_Li","Li0 –1CoP2O7","intercalation","P 1","5.25","112","378","587","1986","0.09","0.02",""
"mp-26150_Li","LiSb(PO3)4","intercalation","-P 2ybc","5.05","60","188","305","951","0.06","0.02",""
"mp-31581_Li","LiCo(PO3)4","intercalation","-C 2yc","5.82","70","205","409","1197","0.07","0.02",""
"mp-776668_Li","LiMn7Fe(PO4)12","intercalation","P 1","4.88","131","395","640","1927","0.07","0.02",""
"mp-26261_Li","LiCu(PO3)4","intercalation","C 2yc","4.67","68","188","319","879","0","0.02",""
"mp-672959_Li","LiCu(PO3)4","intercalation","P 1","5.28","68","198","360","1044","0.04","0.02",""
"mp-1101545_Li","LiCo(PO3)4","intercalation","P 2yb","5.01","69","199","346","998","0.06","0.02",""
"mp-540168_Li","LiCo3(PO4)4","intercalation","P 1","5.26","139","428","733","2254","0.14","0.02",""
"mp-672958_Li","LiSb(PO3)4","intercalation","-P 2n 2ab","4.72","60","160","284","753","0.04","0.02",""
"mp-1177655_Li","Li3 –6Mn3P8O29","intercalation","P 1","5.63","88","234","493","1315","0.1","0.02",""
"mp-761599_Li","Li3 –4MnP2O9","intercalation","P 1","4.72","93","263","439","1243","0.05","0.02",""
"mp-32007_Li","LiMn(PO3)4","intercalation","-P 2n 2ab","4.6","139","346","642","1593","0.03","0.02",""
"mp-765570_Li","LiMn(PO4)2","intercalation","C 2yc","5.1","104","299","528","1527","0.09","0.02",""
"mp-1101551_Li","LiMn3(PO4)4","intercalation","-C 2yc","4.82","142","400","686","1929","0.09","0.02",""
"mp-1013917_Li","Li0 –1Mn3P3O13","intercalation","-P 2yb","4.75","57","183","269","867","0.04","0.02",""
"mp-778552_Li","LiFe3(OF3)2","intercalation","-P 2ybc","5.38","84","327","450","1757","0.11","0.02",""
"mp-540212_Li","LiMo(PO3)8","intercalation","P 1","5.77","36","101","207","581","0.05","0.02",""
"mp-32320_Li","LiNi(PO4)2","intercalation","P 2yb","4.93","194","526","956","2592","0.12","0.02",""
"mp-32314_Li","Li0 –2NiP2O7","intercalation","P 1","5.08","217","663","1104","3364","0.14","0.02",""
"mp-690014_Li","Li0 –2NiP2O7","intercalation","-P 1","4.92","217","678","1070","3335","0.11","0.02",""
"mp-769718_Li","LiNa5Fe2P2(CO7)2","intercalation","P 2y","4.71","49","143","232","672","0.09","0.02",""
"mp-763438_Li","Li1.5 –2VF6","intercalation","P 2yc","4.71","75","207","353","976","0.03","0.02",""
"mp-753171_Li","Li1 –2CuF4","intercalation","-P 2ybc","4.71","175","581","823","2737","0","0.02",""
"mp-1176577_Li","LiV(PO3)4","intercalation","P 1","4.71","72","205","338","965","0.02","0.02",""
"mp-1012789_Li","Li0 –1Cr3P3O13","intercalation","-P 2yb","4.85","58","183","280","890","0.05","0.02",""
"mp-1177921_Li","Li0 –2MnF4","intercalation","-P 2ybc","4.89","370","1109","1809","5420","0.06","0.02",""
"mp-1176433_Li","Li0 –0.5MnF3","intercalation","-P 2ybc","4.61","116","407","535","1877","0.04","0.02",""
"mp-771582_Li","LiFe(SO4)2","intercalation","R 3","5.37","105","290","565","1560","0.06","0.02",""
"mp-773676_Li","LiNi(SO4)2","intercalation","R 3","5.32","104","285","553","1518","0.05","0.02",""
"mp-776829_Li","LiMn7Cr(PO4)12","intercalation","P 1","4.8","131","395","631","1896","0.07","0.02",""
"mp-1177892_Li","Li0.67 –1NiBO3","intercalation","P 1","4.71","72","258","338","1215","0.09","0.02",""
"mp-26245_Li","Li1 –5Bi2P5O18","intercalation","-P 1","5","120","494","599","2470","0.12","0.02",""
"mp-672979_Li","Li0 –1BiP2O7","intercalation","-P 2ybc","4.8","69","288","330","1382","0.05","0.02",""
"mp-1176895_Li","LiMn7Sn(PO4)12","intercalation","P 1","4.83","126","388","609","1873","0.07","0.02",""
"mp-776113_Li","LiTiMn7(PO4)12","intercalation","P 1","4.8","132","393","632","1886","0.06","0.02",""
"mp-763387_Li","LiNi(CO3)2","intercalation","P 1","4.63","70","183","322","848","0.04","0.02",""
"mp-762424_Li","LiNi(CO3)2","intercalation","-P 2ybc","4.71","139","323","655","1519","0.08","0.02",""
"mp-1178040_Li","LiCr3(CuO6)2","intercalation","-P 2n 2ab","4.6","110","334","505","1538","0.07","0.02",""
"mp-771564_Li","LiMn(SO4)2","intercalation","R 3","5.11","106","288","539","1470","0.03","0.02",""
"mp-561428_Li","Li0 –1NiF3","intercalation","-R 3","5.98","219","832","1306","4973","0","0.02",""
"mp-1176842_Li","LiMn7Sb(PO4)12","intercalation","P 1","4.73","126","387","596","1828","0.06","0.02",""
"mp-771908_Li","Li0 –1FePO4F","intercalation","P 2c 2n","4.87","152","408","738","1986","0.09","0.02",""
"mp-776750_Li","LiMn7Nb(PO4)12","intercalation","P 1","4.72","128","386","604","1819","0.05","0.02",""
"mp-1111150_Li","Li0 –1K2CoF6","intercalation","-F 4 2 3","4.81","104","341","500","1642","0","0.02",""
"mp-540145_Li","LiFe(PO3)5","intercalation","-P 2yb","5.33","115","296","615","1575","0.06","0.03",""
"mp-762856_Li","LiFe(PO4)2","intercalation","C 2yc","4.77","101","311","479","1483","0.08","0.03",""
"mp-31779_Li","LiFe2(PO4)3","intercalation","-C 2y","4.76","128","428","611","2037","0.09","0.03",""
"mp-1048396_Li","Li0 –1FeP2O7","intercalation","-P 2ybc","5.3","113","350","600","1854","0.11","0.03",""
"mp-31874_Li","LiFe(PO3)4","intercalation","-C 2y","5.32","71","167","377","887","0.05","0.03",""
"mp-1101553_Li","LiFe3(PO4)4","intercalation","-P 1","4.89","141","410","693","2006","0.11","0.03",""
"mp-31837_Li","Li0 –1FeP2O7","intercalation","C 2yc","5.37","113","370","608","1988","0.12","0.03",""
"mp-31603_Li","LiCo(PO3)4","intercalation","-C 2yc","5.71","70","180","401","1027","0.07","0.03",""
"mp-540355_Li","Li0 –1CoP2O7","intercalation","-P 2ybc","5.45","112","358","609","1950","0.12","0.03",""
"mp-31608_Li","Li0 –1CoP2O7","intercalation","-P 2ybc","5.01","112","352","560","1761","0.08","0.03",""
"mp-31564_Li","LiCo(PO3)3","intercalation","-P 1","4.75","89","273","421","1299","0.06","0.03",""
"mp-31582_Li","Li0 –1CoP2O7","intercalation","-P 2ybc","5.23","112","363","584","1900","0.1","0.03",""
"mp-1101571_Li","LiCu4(PO4)3","intercalation","-P 2ac 2n","4.6","49","200","226","922","0.05","0.03",""
"mp-705362_Li","LiCo(PO3)5","intercalation","-P 2ybc","5.35","57","150","307","801","0.05","0.03",""
"mp-26675_Li","LiSb(PO3)4","intercalation","-P 2ybc","4.69","60","171","283","802","0.05","0.03",""
"mp-705355_Li","LiMn(PO3)5","intercalation","-P 2yb","5.43","116","297","628","1615","0.07","0.03",""
"mp-32018_Li","LiMn(PO3)4","intercalation","-C 2y","5.4","71","171","383","920","0.06","0.03",""
"mp-761616_Li","Li0.5 –1MnPO5","intercalation","P 2yb","5.06","78","262","392","1327","0.08","0.03",""
"mp-1040954_Li","Li0 –1Mn2P2O9","intercalation","-P 2yb","4.75","83","270","395","1283","0.05","0.03",""
"mp-763025_Li","LiCr(PO3)4","intercalation","-C 2yc","5.77","72","209","413","1207","0.07","0.03",""
"mp-540153_Li","LiNi(PO3)4","intercalation","-C 2yc","6.03","70","201","424","1210","0.1","0.03",""
"mp-1101597_Li","Li0 –1CrP2O7","intercalation","-P 2yb","5.24","115","361","603","1892","0.11","0.03",""
"mp-1101500_Li","LiNi2(PO3)5","intercalation","P 2yc","5.38","52","150","278","807","0.05","0.03",""
"mp-1101542_Li","LiNi5(P2O7)4","intercalation","-P 1","4.89","156","509","762","2487","0.09","0.03",""
"mp-32384_Li","LiNi7(PO4)6","intercalation","C 2y","4.83","106","396","514","1913","0.09","0.03",""
"mp-705448_Li","Li0 –1NiPO4","intercalation","C 2yc","4.83","167","511","806","2466","0.12","0.03",""
"mp-540248_Li","Li0 –1NiPO4","intercalation","P 2c 2n","4.82","167","524","805","2528","0.12","0.03",""
"mp-770053_Li","Li0 –1CoPHO5","intercalation","-P 1","4.67","151","539","704","2519","0.08","0.03",""
"mp-1101501_Li","Li0 –4Ni3P4O15","intercalation","P 2c 2n","4.91","189","612","927","3005","0.13","0.03",""
"mp-540255_Li","Li0 –1NiPO4","intercalation","-P 2ybc","4.9","167","522","818","2562","0.14","0.03",""
"mp-763245_Li","LiCoH8(CO5)2","intercalation","C 2yc","4.68","101","219","473","1024","0.06","0.03",""
"mp-776784_Li","Li2 –3FeF6","intercalation","-C 2y","6.14","141","409","863","2513","0.02","0.03",""
"mp-762792_Li","Li0 –1VF5","intercalation","-P 2ybc","4.66","175","464","818","2162","0.01","0.03",""
"mp-765949_Li","Li0 –1VF5","intercalation","-P 2ybc","4.69","175","478","822","2242","0.01","0.03",""
"mp-705002_Li","Li0 –3V4P9O32","intercalation","P 4 2n","4.92","79","222","389","1090","0.05","0.03",""
"mp-1101550_Li","LiCr(PO3)5","intercalation","-P 2yb","5.54","116","294","645","1628","0.09","0.03",""
"mp-31723_Li","LiCr(PO4)2","intercalation","P 2yb","4.63","102","319","472","1476","0.07","0.03",""
"mp-1178313_Li","Li0 –2Fe3TeO8","intercalation","P 6c 2c","4.97","123","572","610","2845","0.23","0.03",""
"mp-773394_Li","LiFe(SO4)2","intercalation","R 3","5.32","105","289","560","1539","0.06","0.03",""
"mp-772423_Li","LiNi(SO4)2","intercalation","R 3","5.26","104","289","547","1521","0.05","0.03",""
"mp-1176532_Li","LiMn7Cu(PO4)12","intercalation","P 1","4.88","130","396","636","1930","0.08","0.03",""
"mp-673020_Li","LiBi(PO3)4","intercalation","-P 2ybc","5.24","50","181","264","948","0.04","0.03",""
"mp-26574_Li","LiBi(PO3)4","intercalation","-P 2ybc","5.25","50","188","265","990","0.04","0.03",""
"mp-684495_Li","LiBi(PO3)4","intercalation","-P 2n 2ab","5.59","50","158","282","885","0.06","0.03",""
"mp-776812_Li","LiMn7Ni(PO4)12","intercalation","P 1","4.92","131","396","644","1949","0.09","0.03",""
"mp-762148_Li","LiMn7Co(PO4)12","intercalation","P 1","4.82","131","399","631","1921","0.08","0.03",""
"mp-851105_Li","LiCu2(SO4)3","intercalation","-P 2ac 2ab","4.82","125","393","603","1897","0.04","0.03",""
"mp-1045836_Mg","Mg0 –1Ba2Fe2CuF14","intercalation","P 1","4.83","72","322","350","1555","0","0.03",""
"mp-1013899_Li","Li0 –1Fe3P3O13","intercalation","-P 2yb","5.07","56","179","286","906","0.09","0.04",""
"mp-31606_Li","LiCo(PO3)4","intercalation","-C 2yc","5.86","70","199","411","1168","0.09","0.04",""
"mp-31572_Li","LiCo(PO3)4","intercalation","P 2yb","5.39","70","177","378","956","0.06","0.04",""
"mp-31571_Li","Li0 –1CoP2O7","intercalation","-P 2ybc","5.21","112","329","582","1714","0.1","0.04",""
"mp-31550_Li","LiCo(PO3)4","intercalation","-C 2y","5.42","70","170","380","919","0.06","0.04",""
"mp-1172914_Li","Li0 –2CoP2O7","intercalation","P 1","4.6","217","651","999","2995","0.09","0.04",""
"mp-1101485_Li","LiSb(PO3)5","intercalation","-P 2yb","4.82","101","261","487","1256","0.07","0.04",""
"mp-673059_Li","Li0 –1SbP2O7","intercalation","-P 2ybc","4.83","89","328","427","1581","0.14","0.04",""
"mp-31979_Li","LiMn(PO3)4","intercalation","-P 2ybc","4.74","139","335","660","1589","0.07","0.04",""
"mp-1176720_Li","LiFe5(OF2)4","intercalation","-C 2 2","7.02","53","219","375","1537","0.2","0.04",""
"mp-704959_Li","Li0 –1CrP2O7","intercalation","-P 2ybc","4.85","115","334","558","1618","0.08","0.04",""
"mp-762042_Li","Li0.5 –1NiPO4","intercalation","P 2c 2ac","4.85","83","261","405","1267","0.08","0.04",""
"mp-540011_Li","LiNi(PO3)5","intercalation","P 2yc","5.89","57","150","337","883","0.09","0.04",""
"mp-767055_Li","Li1 –2NiP2O7","intercalation","-P 1","4.64","109","343","504","1592","0.07","0.04",""
"mp-762170_Li","Li1 –2NiP2O7","intercalation","P 2yc","4.7","109","338","511","1591","0.08","0.04",""
"mp-762189_Li","Li1.5 –2MnCO5","intercalation","P 2c 2","4.76","83","274","397","1305","0.08","0.04",""
"mp-765263_Li","Li0 –1VF5","intercalation","-P 2ybc","4.61","175","459","808","2114","0.01","0.04",""
"mp-765024_Li","Li0 –1VF5","intercalation","P 2ac 2ab","4.6","175","439","807","2017","0.01","0.04",""
"mp-704942_Li","LiCr(PO3)5","intercalation","P 2yc","5.39","116","284","627","1528","0.09","0.04",""
"mp-31768_Li","Li0 –1Fe5O8","intercalation","P 4acd 2ab 3","8.72","65","291","564","2536","0.44","0.04",""
"mp-763492_Li","Li2.5 –3CoSiO5","intercalation","P 2yc","4.64","71","208","331","966","0.11","0.04",""
"mp-764468_Li","Li0 –2Mn2F7","intercalation","-P 1","5.02","209","610","1048","3063","0.06","0.04",""
"mp-764280_Li","Li0 –2MnF4","intercalation","-P 2ybc","4.88","370","1109","1807","5415","0.08","0.04",""
"mp-704123_Li","Li0 –1CrF4","intercalation","-C 2yc","5.32","199","613","1056","3259","0","0.04",""
"mp-1101536_Li","LiBi(PO4)2","intercalation","P 1","4.72","128","551","603","2604","0.13","0.04",""
"mp-26835_Li","LiBi5(PO4)6","intercalation","P 1","5.33","49","251","262","1339","0.13","0.04",""
"mp-504324_Li","LiBi(PO3)4","intercalation","P 2yb","5.02","50","181","253","907","0.04","0.04",""
"mp-25881_Li","LiBi(PO3)4","intercalation","-P 2ybc","5.23","50","167","264","875","0.05","0.04",""
"mp-763810_Li","Li2.83 –3FeSi2O7","intercalation","P 1","4.77","18","53","87","253","0.05","0.04",""
"mp-761546_Li","Li0.5 –1FeSiO4","intercalation","P 64 2c (0 0 1)","4.72","87","216","408","1017","0.11","0.04",""
"mp-771658_Li","LiNiH12(SO7)2","intercalation","P 2yb","4.86","72","152","349","740","0.05","0.04",""
"mvc-14034_Mg","Mg0 –1CrF5","intercalation","P 1","4.86","313","1004","1522","4880","0.05","0.04",""
"mp-1041248_Mg","Mg0 –1BaBiF7","intercalation","-P 2ybc","4.68","106","583","498","2727","0","0.04",""
"mp-31551_Li","LiCo3(PO4)4","intercalation","P 2yb","5.25","139","449","731","2355","0.17","0.05",""
"mp-684082_Li","LiSb(PO3)4","intercalation","-C 2y","4.74","60","155","285","732","0.07","0.05",""
"mp-31609_Li","LiCo3(PO4)4","intercalation","P 2yb","5.22","139","448","726","2336","0.17","0.05",""
"mp-31554_Li","LiCo3(PO4)4","intercalation","-P 2ybc","4.72","139","472","657","2225","0.1","0.05",""
"mp-540530_Li","LiCo(PO3)4","intercalation","P 1","5.29","69","193","365","1023","0.11","0.05",""
"mp-1101568_Li","LiCo3(P2O7)2","intercalation","-P 1","4.78","100","354","476","1695","0.11","0.05",""
"mp-759251_Li","LiSb(PO3)4","intercalation","-P 2ybc","5.09","60","180","307","916","0.09","0.05",""
"mp-540477_Li","LiMn(PO3)4","intercalation","P 1","4.8","70","191","334","916","0.09","0.05",""
"mp-504406_Li","Li0 –3Cr4P9O32","intercalation","P 4 2n","5.22","79","225","412","1175","0.1","0.05",""
"mp-1101517_Li","LiNi(PO3)5","intercalation","-P 2ybc","5.22","57","150","299","780","0.07","0.05",""
"mp-765882_Li","LiNi(PO3)3","intercalation","-P 1","5.18","89","263","459","1362","0.06","0.05",""
"mp-1101514_Li","LiNi2(PO4)3","intercalation","-P 2ybc","4.61","245","769","1131","3544","0.13","0.05",""
"mp-32088_Li","Li0 –2MoP4O13","intercalation","-P 1","4.88","121","317","593","1548","0.07","0.05",""
"mp-1101523_Li","Li1 –2CrP4O13","intercalation","P 1","5.11","67","171","344","873","0.09","0.05",""
"mp-1177714_Li","LiCr2(PO4)3","intercalation","P 1","4.65","131","394","609","1836","0.1","0.05",""
"mp-32356_Li","Li0 –1Ni2P5O16","intercalation","-P 2yc","5.52","50","140","276","775","0.07","0.05",""
"mp-764645_Li","Li3 –4MnF7","intercalation","P 1","4.64","124","302","576","1401","0.06","0.05",""
"mp-763794_Li","Li0 –2Mn2F7","intercalation","P 2yb","4.74","209","672","989","3182","0.01","0.05",""
"mp-1177927_Li","Li0 –2Mn2F7","intercalation","-P 2ybc","4.95","209","631","1033","3125","0.06","0.05",""
"mp-26327_Li","Li3 –9Bi3P8O29","intercalation","-C 2yc","4.63","115","408","531","1889","0.09","0.05",""
"mp-25959_Li","LiBi(PO3)4","intercalation","-C 2y","5.53","50","162","279","896","0.07","0.05",""
