"Battid","Reduced Cell Formula","Type","Spacegroup","Average Voltage","Capacity Grav","Capacity Vol","Specific E Wh/kg","E Density Wh/l","Stability Charge","Stability Discharge",""
"mp-25906_Li","LiBi(PO3)4","intercalation","C 2c 2","4.94","50","163","249","804","0.04","0.05",""
"mp-540013_Li","LiBi2(PO4)3","intercalation","-C 2yc","4.73","74","320","351","1516","0.1","0.05",""
"mp-25380_Li","Li0 –1CuPO4F","intercalation","-P 1","5.11","145","504","742","2571","0.12","0.05",""
"mp-540453_Li","Li3 –4FeP2O9","intercalation","P 1","4.63","93","256","428","1183","0.09","0.06",""
"mp-1013910_Li","Li0 –1Fe2P2O9","intercalation","P 1","5.17","83","260","427","1345","0.14","0.06",""
"mp-504214_Li","Li0 –1CoP2O7","intercalation","-C 2yc","4.99","112","389","557","1938","0.11","0.06",""
"mp-27743_Li","Li0 –2BiF5","intercalation","-I 4","5.33","169","715","899","3811","0","0.06",""
"mp-697692_Li","LiCr(PO4)2","intercalation","-P 2ybc","5.26","108","300","567","1578","0.14","0.06",""
"mp-1048383_Li","Li0 –1CrP2O7","intercalation","-P 2ybc","5.27","115","354","606","1864","0.15","0.06",""
"mp-540367_Li","LiNi(PO4)2","intercalation","P 2y","4.98","99","318","495","1582","0.11","0.06",""
"mp-1101598_Li","Li0 –1NiP2O7","intercalation","-P 1","5.11","112","358","572","1828","0.11","0.06",""
"mp-765782_Li","Li0 –1VF5","intercalation","-P 2ybc","4.89","175","532","858","2601","0.08","0.06",""
"mp-32331_Li","Li0 –1NiP2O7","intercalation","C 2y","5.28","112","364","591","1923","0.12","0.06",""
"mp-32363_Li","Li0 –1NiP2O7","intercalation","-P 2ybc","6.01","112","349","672","2096","0.2","0.06",""
"mp-32334_Li","Li0 –1NiP2O7","intercalation","-P 2ybc","5.38","112","362","602","1946","0.13","0.06",""
"mvc-11366_Li","LiCo(SiO3)2","intercalation","C 2y","4.81","123","418","591","2012","0.18","0.06",""
"mp-765923_Li","Li0 –1Mn2F7","intercalation","-C 2yc","5.5","107","347","590","1906","0.05","0.06",""
"mvc-2979_Li","Li0 –1MnF4","intercalation","P 1","6.93","194","641","1347","4438","0.32","0.06",""
"mvc-12198_Li","LiFe(SiO3)2","intercalation","P 2c 2ac","4.78","125","386","596","1847","0.17","0.06",""
"mp-778774_Li","LiMnH6(S2O9)2","intercalation","-P 2ab 2ac","4.67","212","468","992","2189","0.07","0.06",""
"mvc-12287_Mg","MgFe2(SiO4)3","intercalation","I 4bw 2aw 1bw","4.71","116","434","548","2047","0.22","0.06",""
"mp-1101552_Li","Li0 –2FeP4O13","intercalation","-P 1","5.48","133","326","732","1790","0.16","0.07",""
"mp-1101549_Li","Li0 –3Fe4P9O32","intercalation","P 4 2n","5.14","78","216","400","1110","0.12","0.07",""
"mp-540420_Li","LiFe2(PO4)3","intercalation","-C 2yc","5.48","33","100","180","547","0.11","0.07",""
"mp-31555_Li","Li0 –1CoP2O7","intercalation","-P 1","4.77","112","377","533","1800","0.1","0.07",""
"mp-1176729_Li","Li0 –1Fe2O2F3","intercalation","P 1","4.67","129","488","602","2278","0.12","0.07",""
"mp-762900_Li","LiFe5(OF2)4","intercalation","C 2y","4.93","53","197","263","972","0.11","0.07",""
"mp-540306_Li","LiNi3(PO4)4","intercalation","-C 2yc","5.14","139","428","717","2199","0.17","0.07",""
"mp-32366_Li","LiNi2(PO4)3","intercalation","-C 2y","4.86","127","432","616","2102","0.13","0.07",""
"mp-762760_Li","LiV(FeO3)2","intercalation","-C 2y","5.2","96","391","499","2033","0.34","0.07",""
"mp-764922_Li","Li0 –1VF5","intercalation","-C 2yc","4.86","175","532","851","2584","0.08","0.07",""
"mp-540528_Li","Li0 –1Cr2P3O13","intercalation","-P 2ybc","4.69","65","193","305","908","0.08","0.07",""
"mvc-12125_Li","Li0 –0.5FeO2","intercalation","R 3 2""","4.81","147","599","706","2881","0.28","0.07",""
"mp-764306_Li","Li1 –3Mn2F9","intercalation","P 1","4.97","178","474","883","2356","0.01","0.07",""
"mp-1043728_Li","LiMn(Si2O5)2","intercalation","P 4ab 2n 1ab","5.09","80","223","408","1135","0.18","0.07",""
"mp-1101502_Li","LiNi2(PO4)3","intercalation","P 1","4.92","127","389","624","1917","0.15","0.08",""
"mp-765801_Li","Li0 –2Mn3F10","intercalation","-P 1","4.92","145","421","716","2071","0.08","0.08",""
"mp-767655_Li","LiMnNi3(PO4)6","intercalation","P 1","4.66","32","94","147","437","0.09","0.08",""
"mvc-3430_Mg","Mg0 –1BiF5","intercalation","-P 2ybc","4.67","163","771","763","3600","0","0.08",""
"mp-1013987_Li","Li0 –1Ni2P2O9","intercalation","P 2y","5.29","81","276","430","1462","0.21","0.13",""
"mp-1048029_Li","Li0 –1Ni3P3O13","intercalation","-P 2yb","5.27","55","189","292","995","0.19","0.13",""
"mp-1012879_Li","LiCr2(GeO4)3","intercalation","-I 4bd 2c 3","4.92","150","610","740","3002","0.32","0.14",""
"mp-1118049_Mg","Mg0 –1NiF4","intercalation","P 1","5.47","337","1384","1845","7573","0.14","0.16",""
"mp-1219467_Li","Li0 –1SbWO7","intercalation","-I 2b 2","5.43","63","314","342","1705","0.35","0.22",""
"mp-1204119_Li","LiC2S2N(O2F3)2","intercalation","-P 2ab 2ac","5.87","93","197","548","1159","0.38","0.23",""
