"Battid","Reduced Cell Formula","Type","Spacegroup","Average Voltage","Capacity Grav","Capacity Vol","Specific E Wh/kg","E Density Wh/l","Stability Charge","Stability Discharge",""
"mp-1110989_Li","Li0 –1Cs2MoCl6","intercalation","-F 4 2 3","2.21","46","160","102","355","0","0.03",""
"mp-767157_Li","Li0 –8Ti16CuS32","intercalation","R 3 2""","1.92","112","359","215","687","0.02","0.03",""
"mvc-15145_Zn","ZnCu5(TeO6)3","intercalation","P 1","1.93","107","634","207","1224","0.06","0.03",""
"mvc-11366_Zn","ZnCo(SiO3)2","intercalation","C 2y","2.12","194","784","411","1662","0.18","0.03",""
"mp-25523_Zn","ZnFe(SiO3)2","intercalation","-C 2yc","1.71","196","767","335","1311","0.13","0.03",""
"mp-1045769_Zn","Zn0 –1Ba2Mn2CuF14","intercalation","P 1","2.11","69","323","145","682","0","0.03",""
"mp-1046402_Zn","ZnSrMn(PO4)2","intercalation","-P 1","2.01","135","537","271","1079","0.07","0.03",""
"mp-1046422_Zn","ZnSrCr(PO4)2","intercalation","-P 1","1.53","136","544","208","834","0.09","0.03",""
"mp-1132757_Mg","MgV(SiO3)2","intercalation","P 1","1.79","236","773","423","1387","0.07","0.03",""
"mp-1041465_Mg","Mg0 –1Mo3P3O13","intercalation","-P 2yb","1.89","87","329","165","621","0.04","0.03",""
"mp-1043188_Mg","MgV(GeO3)2","intercalation","-P 2ybc","2.01","169","734","341","1477","0.05","0.03",""
"mp-762252_Li","Li3 –5V7O12","intercalation","C 2y","2.06","92","392","189","808","0.09","0.04",""
"mp-1045384_Li","Li0 –1TiS2","intercalation","F 4d 2 3 1d","1.81","225","700","407","1263","0.02","0.04",""
"mp-756587_Li","Li0 –0.5TiO2","intercalation","P 6c 2c","2.1","161","605","337","1269","0.11","0.04",""
"mp-762410_Li","Li12 –14Mn2O9","intercalation","P 1","1.85","153","361","282","667","0.07","0.04",""
"mp-31658_Li","LiCr4(PO4)3","intercalation","-C 2yc","2.26","54","179","121","404","0.03","0.04",""
"mp-1101205_Li","LiV4(PO4)3","intercalation","C 2yc","1.91","54","199","103","380","0.03","0.04",""
"mp-770037_Li","Li1 –2MnSnO4","intercalation","-I 2b 2","2.08","107","513","221","1065","0","0.04",""
"mp-762032_Li","Li4 –6Ba4Ti19O44","intercalation","P 1","1.93","24","106","47","205","0.05","0.04",""
"mp-35899_Li","Li0 –1MoO2","intercalation","-P 2 2n","1.66","199","1046","329","1730","0","0.04",""
"mp-762835_Li","LiMn(FeO3)2","intercalation","-P 1","1.86","352","1269","656","2364","0.06","0.04",""
"mp-756376_Li","Li2 –3Nb4ZnO12","intercalation","P 1","1.78","41","198","74","353","0.04","0.04",""
"mp-11206_Li","LiTi(SiO3)2","intercalation","-C 2yc","1.58","129","410","205","650","0.04","0.04",""
"mp-757419_Li","LiTi(SiO3)2","intercalation","-P 2ac 2ab","1.6","129","419","207","671","0.05","0.04",""
"mp-1222771_Li","Li0 –0.5WO3","intercalation","-I 2 2 3","2.23","57","408","127","910","0.01","0.04",""
"mp-762701_Li","Li1 –2TiFeO4","intercalation","-I 2b 2","2.09","148","577","308","1205","0.02","0.04",""
"mp-769874_Li","Li0 –2TiVO4","intercalation","I 4 2","2.24","303","1201","680","2693","0.1","0.04",""
"mp-1177610_Li","Li1 –4Ti3VO8","intercalation","-R 3 2""","1.82","230","886","418","1612","0.1","0.04",""
"mp-781824_Li","Li5 –8La4TiNb7O28","intercalation","P 1","1.92","46","226","88","434","0.05","0.04",""
"mp-1198026_Li","Li0 –5Mo15S19","intercalation","-P 6c","1.8","64","302","116","545","0.08","0.04",""
"mp-1101725_Li","LiNa3Fe3(PO4)4","intercalation","-C 2yc","2.26","64","190","145","428","0","0.04",""
"mp-1047019_Al","Al0 –1Sr2YFe2O7","intercalation","I 2 2a","2.23","156","736","349","1644","0.15","0.04",""
"mp-1041534_Al","AlMo(WO4)2","intercalation","-P 2yc","1.79","130","974","233","1747","0.1","0.04",""
"mvc-5643_Zn","Zn0 –1CrAsO5","intercalation","P 2ac 2ab","2.29","197","869","450","1987","0.17","0.04",""
"mvc-14312_Zn","Zn0 –1VF5","intercalation","P 1","1.95","254","955","494","1860","0.06","0.04",""
"mp-1041066_Zn","Zn0 –0.5MnO2","intercalation","P 1","1.82","224","1115","408","2030","0.15","0.04",""
"mp-1046112_Zn","Zn0 –2Ta2CrO8","intercalation","P 1","1.99","159","1143","317","2273","0.29","0.04",""
"mp-1040893_Zn","Zn0 –1Cr2P2O9","intercalation","-P 2ac 2n","2.02","143","543","289","1098","0.06","0.04",""
"mvc-5644_Zn","Zn0 –1VAsO5","intercalation","P 2ac 2ab","1.52","198","834","300","1265","0.11","0.04",""
"mvc-12312_Zn","Zn0 –1VNiP2O9","intercalation","-P 2ac 2n","1.93","141","545","272","1053","0.07","0.04",""
"mp-1042928_Mg","MgFe2(MoO4)3","intercalation","-P 1","2.17","128","483","278","1046","0.05","0.04",""
"mvc-4983_Mg","Mg0 –2MoWO6","intercalation","-P 2ybc","1.99","253","1576","503","3136","0.04","0.04",""
"mp-764214_Li","Li7 –8VO5F","intercalation","P 1","1.34","130","335","175","450","0.07","0.05",""
"mp-554917_Li","LiSn2(PO4)3","intercalation","-P 1","2.29","99","308","226","706","0","0.05",""
"mp-765447_Li","Li4 –5V5O9F","intercalation","P 1","1.67","59","229","99","382","0.06","0.05",""
"mp-755000_Li","Li0.5 –1TiO2","intercalation","P 1","1.4","154","596","216","833","0.1","0.05",""
"mp-1101591_Li","LiCr(PO3)3","intercalation","C 2yc","2.25","91","244","204","548","0.02","0.05",""
"mp-761503_Li","Li0 –2Cr4Si4O13","intercalation","-P 1","2.07","99","336","205","697","0.07","0.05",""
"mp-767392_Li","Li7 –9Ti7Nb5O30","intercalation","P 3","1.67","40","159","67","265","0.05","0.05",""
"mp-763355_Li","LiV5(P3O11)2","intercalation","-P 2ybc","2.21","131","394","288","870","0.02","0.05",""
"mp-765678_Li","Li2 –3TiV3O8","intercalation","C 2yc","1.87","77","304","144","569","0.02","0.05",""
"mp-26389_Li","LiNb2(PO4)3","intercalation","-P 2ybc","1.64","56","180","92","296","0","0.05",""
"mp-761156_Li","Li3 –4La5Ti6Nb2O26","intercalation","P 2y","1.95","17","85","32","167","0.06","0.05",""
"mp-1013526_Li","Li0 –1VS2","intercalation","-R 3 2""","1.72","220","699","377","1200","0.02","0.05",""
"mp-1223482_Li","Li0 –3Mo15Se19","intercalation","-P 6c","1.57","27","166","43","260","0.07","0.05",""
"mp-765364_Li","Li4 –10Mn2V3Cr3O16","intercalation","P 1","2","216","846","433","1696","0.07","0.05",""
"mp-1110711_Li","Li0 –1Rb2MoBr6","intercalation","-F 4 2 3","2.08","36","142","74","295","0","0.05",""
"mp-1111847_Li","Li0 –1Cs2MoBr6","intercalation","-F 4 2 3","2.04","32","136","64","278","0","0.05",""
"mp-656884_Zn","Zn0 –1Ni9O10","intercalation","-P 1","1.69","71","467","120","787","0.05","0.05",""
"mp-1040979_Zn","Zn0 –0.5NiO2","intercalation","P 1","2.19","217","1234","477","2709","0.16","0.05",""
"mp-1048859_Zn","Zn0 –0.5CrO2","intercalation","P 1","2.16","230","1163","496","2513","0.19","0.05",""
"mp-1048875_Zn","Zn0 –0.5MnO2","intercalation","R 3 2""","1.93","224","1118","431","2154","0.2","0.05",""
"mp-1047150_Zn","ZnCu3(P2O7)2","intercalation","-P 2ybc","1.58","89","351","140","554","0.01","0.05",""
"mp-1047809_Zn","Zn0 –1Fe3P3O13","intercalation","-P 2yb","2.24","100","368","224","823","0.09","0.05",""
"mvc-14217_Zn","Zn0 –1MoF5","intercalation","P 1","1.48","209","846","311","1257","0.05","0.05",""
"mvc-5074_Mg","Mg0 –0.5VO2","intercalation","P 1","2.29","282","1136","647","2606","0.14","0.05",""
"mp-1178076_Li","Li2 –5MnV3O8","intercalation","P 2ac 2ab","1.74","217","824","378","1434","0.03","0.06",""
"mp-765445_Li","Li1 –2VF4","intercalation","P 1","2.11","190","568","402","1200","0.03","0.06",""
"mp-765804_Li","Li5 –6VF8","intercalation","-I 2 2","2.14","110","300","234","643","0.06","0.06",""
"mp-755615_Li","Li0 –0.75TiO2","intercalation","-P 2ac 2n","1.44","236","891","341","1285","0.06","0.06",""
"mp-26629_Li","Li0 –1TiP2O7","intercalation","P 2yb","1.93","117","325","226","629","0.01","0.06",""
"mp-1012865_Li","Li0 –1Ti3P3O13","intercalation","-P 2yb","2.03","59","175","121","357","0.03","0.06",""
"mp-1177524_Li","LiTi2(PO4)3","intercalation","-P 2ybc","1.61","134","375","215","604","0","0.06",""
"mp-1177523_Li","LiTi2(PO4)3","intercalation","-R 3 2""c","1.54","134","371","205","570","0","0.06",""
"mp-774012_Li","Li2 –5V5Cr2O12","intercalation","P 2yb","2.08","137","579","285","1203","0.09","0.06",""
"mp-757100_Li","Li0.75 –1CoS2","intercalation","C 2y","1.91","52","177","99","339","0.06","0.06",""
"mp-1097024_Li","Li0 –1CoS2","intercalation","-I 2b 2","2.03","206","779","419","1584","0.1","0.06",""
"mp-767930_Li","Li2 –5Nb2Fe3O10","intercalation","P 1","2.13","147","664","312","1413","0.07","0.06",""
"mp-762684_Li","LiTi(FeO3)2","intercalation","-C 2y","2.28","97","389","221","889","0.07","0.06",""
"mp-1177916_Li","Li2 –5MnCr3O8","intercalation","P 1","2.2","215","844","473","1854","0.01","0.06",""
"mp-565627_Li","Li0 –1BaCaVP2O9","intercalation","-P 2ybc","1.99","61","227","121","452","0","0.06",""
"mp-769844_Li","Li0 –1La3Ti3CrO12","intercalation","P 1","1.45","33","186","48","268","0.04","0.06",""
"mp-1042107_Al","Al0 –1W3O8","intercalation","-P 2yc","1.66","114","974","189","1618","0.09","0.06",""
"mp-1041468_Zn","Zn0 –1Cr3P3O13","intercalation","-P 2yb","1.74","103","375","179","654","0.05","0.06",""
"mp-1043740_Zn","ZnCo3(P2O7)2","intercalation","-P 2ybc","1.47","91","365","134","537","0.02","0.06",""
"mp-1043713_Zn","ZnNi3(P2O7)2","intercalation","-P 2ybc","2.11","91","374","192","790","0.04","0.06",""
"mp-1040954_Zn","Zn0 –1Mn2P2O9","intercalation","-P 2yb","1.87","141","530","263","989","0.05","0.06",""
"mp-1047803_Zn","Zn0 –1Mn3P3O13","intercalation","-P 2yb","1.77","101","366","179","647","0.04","0.06",""
"mvc-3757_Zn","Zn0 –1MoF5","intercalation","-P 2ybc","1.47","209","844","307","1239","0.05","0.06",""
"mp-1046856_Zn","Zn0 –2Nb2CrO8","intercalation","-P 1","1.88","216","1148","407","2163","0.28","0.06",""
"mvc-14991_Zn","Zn0 –0.5SrCuSO","intercalation","-I 4 2","1.8","116","614","208","1106","0.42","0.06",""
"mp-1043482_Zn","Zn0 –1CrNiP2O9","intercalation","P 2y","2.23","140","544","313","1215","0.09","0.06",""
"mp-1044530_Mg","MgPr(MoO3)2","intercalation","P 1","1.87","118","706","221","1319","0.13","0.06",""
"mp-1045691_Mg","Mg0 –1MoO3","intercalation","P 2yc","2.09","319","1590","665","3318","0","0.06",""
"mp-1041103_Mg","MgHo(MoO3)2","intercalation","P 1","1.98","112","736","223","1458","0.13","0.06",""
"mp-763440_Li","LiMn(O2F)2","intercalation","P 1","1.6","126","311","201","496","0.07","0.07",""
"mp-767185_Li","LiMn(O2F)2","intercalation","P 1","1.43","126","310","180","443","0.06","0.07",""
"mp-767808_Li","Li0 –3K2CrO4","intercalation","-P 2ybc","1.59","374","1024","596","1632","0","0.07",""
"mp-762647_Li","Li1.5 –3.5K2MnO4","intercalation","P 2yc","1.73","242","643","419","1112","0.07","0.07",""
"mp-1206637_Li","Li0 –1VSe2","intercalation","-P 3 2""","1.34","124","637","167","854","0","0.07",""
"mp-775115_Li","Li1 –2TiMnO4","intercalation","-I 2b 2","2.29","148","559","340","1280","0.03","0.07",""
"mp-762467_Li","Li7.5 –8.5CrO6","intercalation","P 1","2.24","129","341","291","766","0.07","0.07",""
"mp-769928_Li","Li3 –4NbV3O8","intercalation","-C 2y","1.71","67","281","114","479","0.08","0.07",""
"mp-1177468_Li","Li3 –4Fe3TeO8","intercalation","-C 2y","2.14","59","273","127","584","0.06","0.07",""
"mp-1095481_Li","Li0 –1TiSiO4","intercalation","-C 2c 2","2.03","182","623","370","1263","0.16","0.07",""
"mp-762639_Li","Li1 –1.5FeSiO4","intercalation","P 2yc","1.84","85","232","156","427","0.01","0.07",""
"mvc-1_Li","Li0 –0.5NiS2","intercalation","P 1","1.83","106","393","194","719","0.04","0.07",""
"mp-761449_Li","LiMn3Cr3(FeO8)2","intercalation","P 1","2.16","212","851","459","1840","0.04","0.07",""
"mp-1176770_Li","Li0 –1CrP2S7","intercalation","C 2y","1.92","78","175","149","337","0","0.07",""
"mp-772829_Li","LiBa6Ti7(Sb3O14)3","intercalation","C 2y","1.5","18","100","27","149","0.04","0.07",""
"mp-1045011_Al","Al0 –1Sr2YCr2O7","intercalation","I 2 2a","2.11","159","735","334","1547","0.26","0.07",""
"mp-1041809_Al","AlTa(WO4)2","intercalation","-P 2yc","1.86","114","978","213","1822","0.14","0.07",""
"mp-1041645_Al","AlSb(WO4)2","intercalation","-P 2yc","1.86","125","978","233","1824","0.14","0.07",""
"mp-1043537_Zn","ZnFe(Si2O5)2","intercalation","P 4ab 2n 1ab","1.95","136","443","265","864","0.17","0.07",""
"mp-1041661_Zn","Zn0 –2CrWO6","intercalation","P 1","1.62","232","1610","375","2604","0.18","0.07",""
"mp-1043538_Zn","ZnCr(Si2O5)2","intercalation","P 4ab 2n 1ab","1.82","138","442","250","802","0.2","0.07",""
"mp-1043523_Zn","ZnMn(Si2O5)2","intercalation","P 4ab 2n 1ab","1.97","137","438","269","863","0.18","0.07",""
"mp-1044002_Zn","Zn0 –1LaTaFeO6","intercalation","P 2yc","1.44","100","691","144","997","0.15","0.07",""
"mp-1044472_Zn","ZnPr(BiO3)2","intercalation","P 2ac 2","1.62","74","555","120","897","0.13","0.07",""
"mp-1045742_Mg","Mg0 –1WO3","intercalation","P 2yb","1.58","209","1566","331","2474","0","0.07",""
"mp-1044092_Mg","Mg0 –1PrTi2O6","intercalation","P 2ac 2","2.16","150","779","324","1681","0.13","0.07",""
"mp-1043428_Mg","MgV3(P2O7)2","intercalation","-P 2ybc","1.31","102","348","134","456","0.03","0.07",""
"mp-1043704_Mg","MgCr3(P2O7)2","intercalation","-P 2ybc","1.58","101","337","161","533","0.03","0.07",""
"mp-764671_Li","Li0 –1Mn7O7F","intercalation","P 3 2""","2.24","51","197","115","442","0.06","0.08",""
"mp-776484_Li","Li6 –9Sn3P8O29","intercalation","P 1","1.89","71","213","134","402","0.03","0.08",""
"mp-777083_Li","Li0 –1V6O7F5","intercalation","P 1","2","52","209","103","418","0.03","0.08",""
"mp-763201_Li","Li0 –1V6O7F5","intercalation","C 2y","2.17","52","207","112","448","0.04","0.08",""
"mp-777433_Li","Li0 –1V6O7F5","intercalation","P 2y","2.04","52","208","105","423","0.03","0.08",""
"mp-505436_Li","Li0 –1CuP4O11","intercalation","-P 1","2.05","72","200","148","410","0","0.08",""
"mp-777692_Li","Li0 –1V6O7F5","intercalation","C 2y","2.03","52","208","105","421","0.03","0.08",""
"mp-763696_Li","Li2.5 –3.5CoO3","intercalation","P 1","2.23","204","596","456","1331","0.09","0.08",""
"mp-759382_Li","Li2 –8Ti7Nb6O30","intercalation","P 3","1.64","113","469","184","768","0.07","0.08",""
"mp-775796_Li","Li0 –2Ti3NbO8","intercalation","P 6c 2c","1.86","142","586","264","1091","0.1","0.08",""
"mp-764265_Li","Li4 –10Mn3V5O16","intercalation","P 1","1.77","216","841","383","1493","0.06","0.08",""
"mp-1177627_Li","Li4 –4.5Cr2C4SO16","intercalation","F 2 2 1d","2.21","28","75","63","165","0.07","0.08",""
"mp-765717_Li","Li2 –5VCr3O8","intercalation","P 6c 2c","1.8","218","863","392","1556","0.06","0.08",""
"mp-1177207_Li","Li4 –10V5Cr3O16","intercalation","P 1","1.55","218","858","339","1330","0.02","0.08",""
"mp-764013_Li","Li2 –5V3CrO8","intercalation","C 2yc","1.5","219","862","327","1290","0.02","0.08",""
"mp-763842_Li","Li0 –1Na3MnBPO7","intercalation","-P 2yb","1.79","94","257","168","460","0.01","0.08",""
"mp-764914_Li","Li0 –3Ti4VO8","intercalation","-C 2y","1.64","206","899","337","1474","0.13","0.08",""
"mp-765000_Li","Li2 –5MnCr3O8","intercalation","-R 3 2""","2.1","215","843","452","1773","0.02","0.08",""
"mp-772125_Li","Li0 –1NbPO5","intercalation","-P 2ac 2n","1.73","127","466","220","805","0.02","0.08",""
"mp-1045389_Li","Li0 –0.5VS2","intercalation","F 4d 2 3 1d","1.86","113","377","210","700","0.09","0.08",""
"mp-772218_Li","LiTi2Ni(PO5)2","intercalation","-P 2ybc","1.78","70","249","125","443","0","0.08",""
"mp-565217_Li","Li0 –1Na2SrVP2O9","intercalation","-P 2ac 2n","1.44","67","221","97","318","0","0.08",""
"mp-560642_Li","Li0 –1Na3SbP2O9","intercalation","P 2ac 2ab","1.64","66","201","109","330","0","0.08",""
"mp-1041572_Al","AlBi(WO4)2","intercalation","-P 2yc","2.04","110","850","225","1738","0.09","0.08",""
"mp-1045326_Zn","Zn0.5 –1BiO3","intercalation","P 2yb","1.82","83","669","151","1215","0.09","0.08",""
"mp-1042979_Zn","Zn0 –1Bi2O5","intercalation","-C 2c 2","1.97","95","683","187","1344","0.14","0.08",""
"mvc-13687_Zn","Zn0 –1La2CrO6","intercalation","-R 3","1.86","109","723","203","1344","0.23","0.08",""
"mvc-5274_Zn","Zn0 –0.5CoO2","intercalation","C 2y","2.06","217","1262","447","2602","0.17","0.08",""
"mvc-5000_Zn","Zn0 –2CrWO6","intercalation","-P 2ybc","1.69","232","1666","391","2809","0.23","0.08",""
"mp-1045422_Mg","Mg0 –0.5CoS2","intercalation","-I 2b 2","1.41","198","755","280","1065","0.1","0.08",""
"mp-1046652_Mg","Mg0 –0.5Sr2FeSO3","intercalation","P 4ab 2ab 1ab","2.29","83","352","190","807","0.17","0.08",""
"mp-1046151_Mg","MgSrSn(PO4)2","intercalation","-P 1","2.16","127","489","275","1057","0.12","0.08",""
"mp-1042815_Mg","MgFe2(WO4)3","intercalation","-P 1","2.11","90","474","190","997","0.12","0.08",""
"mp-1043919_Mg","Mg0 –1LaFeWO6","intercalation","P 2yc","1.69","107","720","181","1215","0.07","0.08",""
"mp-764332_Li","Li0 –1Mn5O5F","intercalation","P 3 2""","2.23","70","264","157","590","0.06","0.09",""
"mp-776528_Li","Li0 –1V6O7F5","intercalation","P 1","1.86","52","206","96","383","0.03","0.09",""
"mp-764231_Li","Li3 –5VO3F2","intercalation","P 1","2","312","813","626","1629","0.11","0.09",""
"mp-763927_Li","Li0 –1V6O7F5","intercalation","P 1","2.02","52","208","104","420","0.03","0.09",""
