"Battid","Reduced Cell Formula","Type","Spacegroup","Average Voltage","Capacity Grav","Capacity Vol","Specific E Wh/kg","E Density Wh/l","Stability Charge","Stability Discharge",""
"mp-764959_Li","Li0 –3VF5","intercalation","-P 2ac 2n","3.57","482","1259","1722","4496","0.01","0.05",""
"mp-764195_Li","Li0 –4V2OF7","intercalation","P 1","3.57","385","1131","1375","4042","0.08","0.06",""
"mp-771584_Li","Li0 –2Mn3VO8","intercalation","C 2yc","3.57","150","615","535","2193","0.06","0.06",""
"mp-764325_Li","LiV3(OF)4","intercalation","P 2y","3.57","175","598","624","2135","0.11","0.07",""
"mp-774025_Li","LiTiCr3(PO4)6","intercalation","R 3","3.57","228","637","814","2272","0.05","0.08",""
"mp-1177486_Li","Li4 –6Co2C4SO16","intercalation","F 2 2 1d","3.57","108","306","386","1092","0.08","0.09",""
"mp-759435_Li","LiCu(PO3)3","intercalation","P 2ac 2ab","3.57","171","508","609","1813","0.02","0.1",""
"mp-767120_Li","Li0 –2Mn2FeO6","intercalation","-C 2bc 2","3.57","194","751","694","2679","0.1","0.1",""
"mp-1043481_Mg","Mg0 –1NiBiP2O9","intercalation","-P 1","3.57","108","489","385","1747","0.16","0.13",""
"mp-1013898_Li","Li0 –1Mo3P3O13","intercalation","-P 2yb","3.56","45","161","160","573","0.04","0.01",""
"mp-770187_Li","Li0 –2Cr3TeO8","intercalation","P 6c 2c","3.56","126","586","448","2083","0.09","0.02",""
"mp-776807_Li","Li0 –4Ti5Mn3O16","intercalation","C 2y","3.56","156","591","555","2103","0.1","0.04",""
"mp-767602_Li","Li0 –1La2Ti2CrO9","intercalation","P 2yb","3.56","46","250","166","890","0.05","0.04",""
"mp-763248_Li","Li0 –3V4FeO12","intercalation","C 2y","3.56","170","516","607","1838","0.09","0.08",""
"mp-1101210_Li","Li0 –3VF5","intercalation","-P 2ac 2n","3.56","482","1247","1716","4437","0.04","0.08",""
"mp-762417_Li","Li5 –7Mn5O12","intercalation","P 1","3.55","104","412","370","1463","0.08","0.01",""
"mp-771784_Li","LiMg(NiO2)4","intercalation","-R 3 2""","3.55","197","934","700","3316","0.01","0.01",""
"mp-769671_Li","Li1 –2VPO4CO3","intercalation","-P 2yb","3.55","122","325","433","1152","0.05","0.01",""
"mp-764633_Li","Li0 –1V2OF5","intercalation","P 2yc","3.55","122","427","432","1513","0.04","0.03",""
"mp-769598_Li","Li0 –1La4MnO8","intercalation","I 4bw 2bw 1bw","3.55","36","235","128","833","0.09","0.04",""
"mp-765758_Li","Li2 –3MnFe3O8","intercalation","P 6c 2c","3.55","72","310","256","1101","0.05","0.05",""
"mp-1177150_Li","LiMn3Cu(PO4)4","intercalation","P 2y","3.55","208","690","740","2448","0.02","0.06",""
"mp-1177495_Li","Li0 –4Co3SbO8","intercalation","-R 3 2""","3.54","236","1147","836","4061","0.09","0.02",""
"mp-761586_Li","LiMn3Fe3(TeO8)2","intercalation","P 1","3.54","123","567","436","2006","0.03","0.02",""
"mp-767268_Li","Li0 –2.5V9O22","intercalation","P 2y","3.54","81","277","287","982","0.04","0.04",""
"mp-761662_Li","LiCo(NiO3)2","intercalation","P 1","3.54","91","424","323","1500","0.07","0.04",""
"mp-773181_Li","Li0 –2Cr3WO8","intercalation","P 6c 2c","3.53","111","600","393","2119","0.1","0",""
"mp-769902_Li","Li3 –4Cr3NiO8","intercalation","-R 3 2""","3.53","72","306","256","1082","0.05","0.01",""
"mp-1004762_Li","Li0 –0.25MnO2","intercalation","-P 2ac 2n","3.53","76","325","267","1148","0.02","0.03",""
"mp-777480_Li","Li0 –2Ti3MnO8","intercalation","P 6c 2c","3.53","157","580","555","2044","0.09","0.03",""
"mp-777038_Li","Li0 –1MnPO4","intercalation","-P 2ac 2n","3.53","171","580","603","2046","0","0.04",""
"mp-758086_Li","LiSn(PO3)3","intercalation","P 2ac 2ab","3.53","74","235","261","828","0.07","0.05",""
"mp-1176762_Li","LiMn(PO3)3","intercalation","C 2yc","3.53","90","244","316","861","0.01","0.05",""
"mp-1177098_Li","Li2 –5Nb6NiO18","intercalation","P 1","3.53","86","397","303","1404","0.08","0.06",""
"mp-1177500_Li","Li0 –1.5VF4","intercalation","-P 2ybc","3.53","293","846","1032","2982","0.04","0.07",""
"mp-1041292_Mg","MgBa(CoO2)4","intercalation","-P 3 2","3.53","102","497","360","1751","0.25","0.16",""
"mp-763463_Li","Li0 –1P4WO12","intercalation","-C 2yc","3.52","53","196","186","691","0.02","0.01",""
"mp-690572_Li","Li0.67 –0.83NiO2","intercalation","-P 1","3.52","46","217","163","765","0.02","0.01",""
"mp-777018_Li","Li1 –2FeF4","intercalation","P 2yc","3.52","184","568","648","2003","0.05","0.02",""
"mvc-14138_Al","Al0.67 –1FeO3","intercalation","P 2c 2n","3.52","205","868","721","3054","0.17","0.03",""
"mvc-12312_Mg","Mg0 –1VNiP2O9","intercalation","-P 2ac 2n","3.52","158","547","555","1925","0.07","0.03",""
"mp-540455_Li","LiV2(PO4)3","intercalation","-P 1","3.52","99","309","347","1088","0.06","0.04",""
"mp-762975_Li","LiV(CO3)4","intercalation","P 1","3.52","82","198","289","696","0.06","0.05",""
"mp-762048_Li","LiV(CO3)3","intercalation","A 2 2a","3.52","106","250","375","880","0.06","0.05",""
"mp-769993_Li","Li0 –2MnPHO5","intercalation","-P 1","3.52","296","852","1044","2999","0.01","0.06",""
"mp-1177464_Li","LiMnFe(PO4)2","intercalation","R 3","3.52","115","375","405","1319","0.07","0.08",""
"mp-763181_Li","Li0 –4CrCo3O8","intercalation","-R 3 2""","3.52","279","1233","980","4335","0.08","0.09",""
"mp-771436_Li","Li2 –3MnBAsO7","intercalation","-P 2yb","3.52","98","305","345","1072","0.08","0.09",""
"mp-761530_Li","LiFe(CoO3)2","intercalation","-C 2y","3.52","277","1336","974","4703","0.1","0.12",""
"mp-1176968_Li","LiMnFe3(PO4)4","intercalation","P 2y","3.51","170","585","597","2052","0.02","0",""
"mp-767453_Li","LiMnFe3(PO4)4","intercalation","P 2yc","3.51","170","583","597","2043","0.01","0",""
"mp-767478_Li","LiMnFe3(PO4)4","intercalation","P 2ac 2","3.51","170","584","597","2048","0.02","0",""
"mp-567344_Li","LiCa9Mn(PO4)7","intercalation","R 3 2""c","3.51","25","75","86","264","0","0",""
"mp-771459_Li","Li3 –4CrNi3O8","intercalation","-P 1","3.51","70","317","245","1110","0.08","0.03",""
"mp-771467_Li","LiNa3Mn2P2(CO7)2","intercalation","P 1","3.51","158","444","554","1558","0.01","0.03",""
"mp-851014_Li","Li0.67 –0.83MnBO3","intercalation","-P 1","3.51","37","118","131","413","0.05","0.03",""
"mp-772458_Li","LiMn3Cr3(TeO8)2","intercalation","C 2y","3.51","125","575","438","2018","0.08","0.03",""
"mp-769845_Li","Li0 –1La4MnO8","intercalation","-C 2 2","3.51","36","235","126","824","0.08","0.04",""
"mp-764736_Li","Li0 –1V4O5F7","intercalation","P 1","3.51","63","213","222","748","0.01","0.05",""
"mp-763690_Li","Li3 –4Fe3O8","intercalation","-C 2y","3.51","83","294","291","1034","0.07","0.06",""
"mp-765912_Li","LiTi(CoO3)2","intercalation","P 1","3.51","285","1206","999","4235","0.11","0.07",""
"mp-771085_Li","Li0 –3Co4NiO8","intercalation","-P 1","3.51","181","980","637","3442","0.08","0.07",""
"mp-1178103_Li","Li0 –1.25FeO2","intercalation","-R 3 2""","3.51","347","1408","1217","4934","0.24","0.08",""
"mp-1176854_Li","LiV3Ni(PO4)6","intercalation","R 3","3.51","226","634","794","2229","0.03","0.08",""
"mp-762806_Li","Li2 –3V2FeO6","intercalation","-P 1","3.51","98","396","343","1393","0.22","0.09",""
"mp-1177869_Li","Li0 –2V3CoO8","intercalation","P 2yb","3.5","152","598","531","2095","0.08","0",""
"mp-766923_Li","Li0.5 –1VSiO4","intercalation","P 2yb","3.5","89","307","313","1074","0.08","0.01",""
"mp-1143147_Al","Al0 –0.67FeSiO4","intercalation","-I 4bd 2c 3","3.5","323","1345","1132","4713","0.42","0.02",""
"mp-756432_Li","LiTi(TeO4)3","intercalation","P 2y","3.5","82","383","288","1339","0.01","0.03",""
"mp-767658_Li","Li0 –4Mn2Co3Te3O16","intercalation","P 1","3.5","112","535","393","1873","0.12","0.08",""
"mp-1177494_Li","LiCrFe3Cu2(PO4)6","intercalation","R 3","3.5","114","380","397","1329","0.05","0.08",""
"mvc-5565_Mg","Mg0 –1CrAsO5","intercalation","P 2ac 2ab","3.5","232","897","811","3136","0.17","0.11",""
"mp-762554_Li","Li1.5 –2FeSiO4","intercalation","P 2yc","3.49","83","254","289","887","0.08","0.02",""
"mp-774918_Li","LiLa7(CuO7)2","intercalation","-C 2y","3.49","10","68","35","239","0.04","0.03",""
"mvc-11366_Mg","MgCo(SiO3)2","intercalation","C 2y","3.49","228","796","796","2782","0.18","0.03",""
"mp-1178324_Li","Li0 –3Fe3OF7","intercalation","C 2yc","3.49","238","806","831","2811","0.11","0.04",""
"mp-762876_Li","LiCr(Si2O5)3","intercalation","-C 2bc 2","3.49","56","145","194","506","0.05","0.04",""
"mp-774420_Li","LiFe2Ni(PO4)3","intercalation","-R 3 2""c","3.49","114","390","398","1358","0.03","0.06",""
"mp-765710_Li","LiFe5Ni(PO4)6","intercalation","R 3","3.49","115","388","400","1355","0.06","0.06",""
"mp-1176500_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.49","169","590","591","2060","0.03","0.06",""
"mp-772374_Li","LiMn5Fe(PO4)6","intercalation","R 3","3.49","116","372","403","1296","0.04","0.07",""
"mp-764669_Li","Li1 –4V3CoO10","intercalation","C 2y","3.49","201","648","703","2264","0.07","0.09",""
"mp-770546_Li","Li0 –2Mn2P2O7F2","intercalation","-P 2n 2ab","3.49","160","445","558","1553","0.02","0.1",""
"mp-1044531_Mg","Mg0 –1PrMn2O6","intercalation","P 2ac 2","3.49","144","802","504","2800","0.21","0.1",""
"mp-760255_Li","Li3 –5CuF6","intercalation","-C 2yc","3.49","253","803","881","2801","0","0.12",""
"mp-761418_Li","LiMn3V(PO4)4","intercalation","P 2y","3.48","172","570","598","1983","0.03","0",""
"mp-779406_Li","LiMn7(P2O7)4","intercalation","C 2c 2","3.48","49","165","170","573","0","0.01",""
"mp-1176640_Li","Li0.5 –2MnCrO4","intercalation","-P 1","3.48","218","885","756","3077","0.1","0.01",""
"mp-745148_Li","Li0 –1MnP2HO7","intercalation","-P 2ybc","3.48","113","325","394","1130","0","0.03",""
"mp-19408_Li","Li0 –1V2O5","intercalation","-P 2ac 2n","3.48","142","444","494","1547","0.01","0.03",""
"mp-762507_Li","Li1 –2CrNiO4","intercalation","-I 2b 2","3.48","142","630","495","2194","0.09","0.03",""
"mp-673029_Li","Li1 –3Sn2P5O16","intercalation","P 2yc","3.48","80","242","279","840","0.09","0.04",""
"mp-1176939_Li","LiV3Fe(PO4)6","intercalation","R 3","3.48","196","567","683","1975","0.02","0.04",""
"mp-762831_Li","Li1 –5Ti2Co3O10","intercalation","P 1","3.48","229","980","797","3407","0.1","0.04",""
"mp-767534_Li","Li0 –1Na2CuPO4CO3","intercalation","-P 2yb","3.48","99","291","343","1011","0","0.04",""
"mp-762820_Li","Li0.5 –1VSiO4","intercalation","P 1","3.47","89","313","310","1087","0.08","0.01",""
"mp-767874_Li","Li0 –2Mn4Si4O13","intercalation","-P 1","3.47","97","335","335","1162","0.07","0.01",""
"mp-776725_Li","LiV3Cr3(SbO8)2","intercalation","P 1","3.47","128","590","445","2045","0.12","0.01",""
"mp-1177772_Li","Li3 –5Cr2Fe3O10","intercalation","-P 1","3.47","115","476","399","1652","0.08","0.03",""
"mp-1178412_Li","LiCrCo(PO4)2","intercalation","-P 2yb","3.47","170","589","591","2043","0.04","0.03",""
"mp-26762_Li","LiSn(PO3)3","intercalation","P 2ac 2ab","3.47","74","234","257","811","0.06","0.04",""
"mp-1173931_Li","LiMn(CoO3)2","intercalation","-C 2y","3.47","278","1289","964","4476","0.03","0.04",""
"mp-770171_Li","LiMnV(PO4)3","intercalation","R 3","3.47","64","182","222","632","0.05","0.04",""
"mp-761800_Li","LiV3Cr(PO4)6","intercalation","R 3","3.47","197","569","684","1977","0.02","0.04",""
"mp-765990_Li","Li0 –1FePO4","intercalation","P 2yc","3.47","170","499","589","1733","0.09","0.05",""
"mp-764942_Li","Li0 –5Mn2Co5O12","intercalation","C 2y","3.47","212","1014","736","3518","0.11","0.05",""
"mp-763334_Li","LiMn5Cr(PO4)6","intercalation","R 3","3.47","116","371","403","1289","0.03","0.07",""
"mp-1101275_Li","LiTiCu3(PO4)4","intercalation","P 2y","3.47","166","589","576","2044","0.04","0.08",""
"mp-1178104_Li","Li0 –10FeCo9O20","intercalation","-P 1","3.47","275","1276","953","4429","0.05","0.1",""
"mp-756573_Li","LiCu(TeO3)4","intercalation","P 1","3.47","102","564","355","1960","0.09","0.1",""
"mp-1177293_Li","LiTiCr2Ni3(PO4)6","intercalation","R 3","3.47","116","384","402","1330","0.09","0.11",""
"mp-767817_Li","LiMnFe7(PO4)8","intercalation","P 2y","3.46","170","588","587","2030","0.02","0",""
"mp-761598_Li","Li2 –4Mn2Si3O10","intercalation","C 2yc","3.46","140","412","485","1426","0.08","0.02",""
"mp-1041000_Mg","Mg0 –0.5NiO2","intercalation","P 1","3.46","261","1231","901","4255","0.16","0.03",""
"mp-763452_Li","Li0 –1P3W2O13","intercalation","-P 2ybc","3.46","40","173","137","596","0.01","0.04",""
"mp-775553_Li","Li0 –2V3CuO8","intercalation","P 2ac 2ab 3","3.46","150","597","518","2066","0.08","0.04",""
"mp-764006_Li","Li2 –3TiFe3O8","intercalation","C 2yc","3.46","74","305","254","1055","0.04","0.04",""
"mp-1176607_Li","LiMnVP2(HO5)2","intercalation","-P 1","3.46","229","676","794","2340","0.03","0.05",""
"mp-1040954_Mg","Mg0 –1Mn2P2O9","intercalation","-P 2yb","3.46","158","535","545","1851","0.05","0.05",""
"mvc-5203_Mg","Mg0 –0.5CoO2","intercalation","C 2y","3.46","260","1286","899","4445","0.17","0.06",""
"mp-764697_Li","Li2 –3VOF5","intercalation","I 2 2","3.46","147","346","507","1197","0.03","0.1",""
"mp-1176556_Li","LiMn2NbNi3(PO4)6","intercalation","R 3","3.46","110","375","380","1298","0.08","0.11",""
"mvc-11777_Al","Al0.33 –0.67BiO3","intercalation","P 4 2","3.46","97","797","337","2756","0.46","0.3",""
"mp-765743_Li","Li1 –2CrFeO4","intercalation","-I 2b 2","3.45","144","598","498","2063","0.05","0",""
"mp-566658_Li","LiV(GeO3)2","intercalation","-P 2ybc","3.45","90","386","309","1332","0.05","0",""
"mp-1175314_Li","Li5 –7Mn5O12","intercalation","P 1","3.45","104","403","359","1393","0.07","0.01",""
"mp-1012668_Li","Li0 –1Mo2P2O9","intercalation","-P 2ac 2n","3.45","66","233","229","805","0.03","0.01",""
"mp-767460_Li","Li2 –4V2SiGeO10","intercalation","-P 2 2c","3.45","137","461","473","1589","0.06","0.01",""
"mp-1046354_Mg","MgSrMn(PO4)2","intercalation","-P 1","3.45","150","537","518","1853","0.07","0.02",""
"mp-1172917_Li","LiCr3(P2O7)2","intercalation","-P 1","3.45","104","319","357","1101","0.1","0.03",""
"mp-763760_Li","Li3 –4TiNi3O8","intercalation","-C 2y","3.45","71","316","244","1091","0.04","0.03",""
"mp-25646_Li","Li0 –0.67V2O5","intercalation","-C 2y","3.45","96","322","331","1111","0.03","0.04",""
"mp-779978_Li","Li0 –1V4O5F7","intercalation","P 1","3.45","63","214","218","739","0.01","0.05",""
"mp-773286_Li","Li0 –4Mn5NiO12","intercalation","-C 2y","3.45","194","762","669","2631","0.04","0.09",""
"mp-771479_Li","Li0 –4Co5Te3O16","intercalation","P 1","3.45","112","545","385","1881","0.09","0.09",""
"mp-1178107_Li","Li0.5 –1MnBO3","intercalation","C 2yc","3.44","111","353","382","1215","0.07","0",""
"mp-1046445_Mg","MgSrFe(PO4)2","intercalation","-P 1","3.44","150","552","515","1897","0.1","0.01",""
"mp-1177469_Li","Li0.67 –2MnFeO4","intercalation","-P 1","3.44","189","780","651","2682","0.1","0.02",""
"mp-765117_Li","LiVCr(P2O7)2","intercalation","P 1","3.44","170","480","587","1654","0.03","0.02",""
"mp-1177445_Li","Li2 –4Cr3CoO8","intercalation","-C 2y","3.44","145","603","498","2077","0.08","0.03",""
"mp-1101227_Li","Li0 –1V2OF5","intercalation","P 1","3.44","122","441","419","1514","0.04","0.04",""
"mp-764448_Li","Li0 –1V2OF5","intercalation","P 1","3.44","122","442","419","1519","0.04","0.04",""
"mp-1177648_Li","Li0 –3Fe5OF11","intercalation","P 1","3.44","153","570","526","1957","0.08","0.04",""
"mp-1048837_Mg","Mg0 –0.5CrO2","intercalation","P 1","3.44","279","1171","958","4025","0.19","0.04",""
"mp-1178250_Li","Li0 –3Fe5OF11","intercalation","P 1","3.44","153","567","527","1952","0.09","0.05",""
"mp-774072_Li","Li0 –5Fe7O3F13","intercalation","P 1","3.44","186","659","640","2267","0.13","0.05",""
"mp-770572_Li","LiFeH12(SO7)2","intercalation","-P 2ybc","3.44","145","289","499","996","0.02","0.06",""
"mp-18860_Li","Li1 –2VSiO5","intercalation","-P 2yb","3.43","155","477","532","1636","0.05","0",""
"mvc-13345_Al","Al1.67 –2NiO4","intercalation","P 1","3.43","152","663","520","2274","0.09","0.01",""
"mp-764357_Li","Li0 –1V2OF5","intercalation","P 3","3.43","122","441","418","1514","0.04","0.04",""
"mp-555112_Li","Li2 –4CrF6","intercalation","-P 4n 2n","3.43","277","773","948","2651","0","0.04",""
"mp-850077_Li","Li0.33 –0.67MnBO3","intercalation","P 1","3.43","75","237","259","812","0.09","0.05",""
"mp-762458_Li","Li0 –6Cr3P6WO24","intercalation","R 3","3.43","169","565","580","1939","0.02","0.06",""
"mp-1043548_Mg","MgFe(Si2O5)2","intercalation","P 4ab 2n 1ab","3.43","152","444","522","1525","0.17","0.06",""
"mp-764134_Li","Li4 –6Co5Ni3O16","intercalation","P 1","3.43","70","348","239","1191","0.08","0.07",""
"mp-763649_Li","LiNbCr3(PO4)6","intercalation","R 3","3.43","187","557","641","1909","0.04","0.08",""
"mp-1043183_Mg","MgCu3(NiO3)4","intercalation","-I 2 2 3","3.43","84","473","286","1621","0.11","0.08",""
"mp-652866_Li","Li0 –1K11Mn4O16","intercalation","C 2y","3.42","29","79","100","269","0","0",""
"mp-770027_Li","LiNa5Mn2P2(CO7)2","intercalation","P 1","3.42","49","142","169","485","0.01","0.01",""
"mp-780199_Li","Li0.33 –0.83MnBO3","intercalation","-P 1","3.42","112","352","384","1205","0.09","0.03",""
"mp-782711_Li","Li0 –1V4O5F7","intercalation","P 1","3.42","63","213","216","729","0","0.04",""
"mp-774064_Li","LiSb(PO4)2","intercalation","-P 2yb","3.42","161","545","551","1863","0.07","0.06",""
"mp-1222423_Li","Li0 –1Ta2CuO6","intercalation","P 1","3.42","51","400","173","1365","0.1","0.06",""
"mp-771758_Li","Li0 –4Mn3Fe2Sb3O16","intercalation","C 2y","3.42","116","546","397","1868","0.1","0.06",""
"mp-1043525_Mg","MgMn(Si2O5)2","intercalation","P 4ab 2n 1ab","3.42","152","438","521","1497","0.18","0.06",""
"mp-763869_Li","Li0 –10Fe5Co3O16","intercalation","P 1","3.42","343","1458","1172","4983","0.17","0.08",""
"mp-771603_Li","Li0 –4Mn5Te3O16","intercalation","P 1","3.42","114","521","389","1781","0.13","0.08",""
"mp-1041076_Mg","Mg0 –1HoCr2O6","intercalation","P 1","3.42","138","848","472","2904","0.2","0.08",""
"mp-763973_Li","Li0 –3V4O7F5","intercalation","P 1","3.42","186","651","637","2227","0.01","0.09",""
"mp-764106_Li","Li0 –3V4O7F5","intercalation","P 1","3.42","186","645","638","2208","0.01","0.09",""
"mp-766797_Li","Li0 –1.5MnCoO4","intercalation","P 2yb","3.42","214","913","731","3125","0.03","0.09",""
"mp-764112_Li","LiV2(OF)3","intercalation","C 2y","3.42","125","425","429","1455","0.03","0.1",""
"mp-767158_Li","Li0 –2Mn2CrO6","intercalation","-C 2bc 2","3.42","197","759","674","2595","0.07","0.1",""
"mp-1176667_Li","Li0.25 –1MnBO3","intercalation","-P 1","3.41","167","519","568","1770","0.09","0",""
"mp-31698_Li","Li0 –2CrP2O7","intercalation","P 2yb","3.41","224","608","762","2073","0.02","0.03",""
"mp-1222745_Li","Li0 –2FeCl4","intercalation","-I 2b 2","3.41","253","629","864","2144","0","0.03",""
"mp-764335_Li","Li0 –1V6O7F5","intercalation","P 1","3.41","52","216","176","736","0.07","0.05",""
"mp-777022_Li","LiMn3Cr3(WO8)2","intercalation","P 1","3.41","110","578","376","1971","0.08","0.06",""
"mp-19017_Li","Li0 –1FePO4","intercalation","-P 2ac 2n","3.4","170","589","578","2004","0.02","0",""
"mp-1177394_Li","Li0 –4Mn3CrO8","intercalation","C 2y","3.4","288","1163","977","3952","0.06","0.01",""
"mp-585383_Li","LiV(PO4)2","intercalation","C 2yc","3.4","102","308","349","1048","0.04","0.03",""
"mp-763907_Li","Li4 –5Mn3Cr2O10","intercalation","P 1","3.4","58","237","196","804","0.07","0.03",""
"mp-1172979_Li","Li0 –2CrPO4F","intercalation","-P 1","3.4","298","881","1012","2993","0.04","0.04",""
"mp-25946_Li","Li0 –1Sb2P5O16","intercalation","P 2yc","3.4","41","118","138","400","0.01","0.05",""
"mp-762795_Li","Li1 –1.5FeNiO4","intercalation","-I 2b 2","3.4","71","306","241","1041","0.04","0.05",""
"mp-1178026_Li","Li0 –4Co3TeO8","intercalation","-R 3 2""","3.4","233","1133","793","3856","0.08","0.06",""
"mp-1176467_Li","LiMn3Fe2Sn(PO4)6","intercalation","R 3","3.4","108","363","368","1236","0.08","0.09",""
"mp-769201_Li","Li0 –1CuHCO4","intercalation","-P 6c","3.4","182","455","617","1546","0.04","0.09",""
"mp-1177231_Li","LiVCr2Ni3(PO4)6","intercalation","R 3","3.4","115","388","392","1317","0.08","0.11",""
"mp-560846_Li","Li0 –3Na2FeO4","intercalation","-P 2 2n","3.39","431","1192","1458","4035","0.15","0",""
"mp-766728_Li","LiV(SiO3)2","intercalation","-P 2ac 2ab","3.39","128","413","433","1403","0.08","0",""
"mvc-10888_Mg","Mg0 –0.5NiO2","intercalation","F 4d 2 3 1d","3.39","261","1238","884","4197","0.1","0",""
"mp-1047848_Mg","Mg0 –1BaMoF7","intercalation","-P 2ybc","3.39","137","611","465","2070","0","0",""
"mp-763466_Li","Li0 –1P4WO12","intercalation","-C 2yc","3.39","53","184","179","625","0.02","0.02",""
"mp-777243_Li","Li0.63 –0.88MnBO3","intercalation","P 1","3.39","56","177","190","602","0.05","0.02",""
"mp-1177452_Li","LiFe7(OF7)2","intercalation","-P 1","3.39","150","525","508","1783","0.07","0.03",""
"mp-765900_Li","Li0 –3Ti6Co3O16","intercalation","P 2yb","3.39","109","442","368","1496","0.1","0.03",""
"mp-770573_Li","LiMnV(PO4)3","intercalation","R 3","3.39","64","181","217","613","0.03","0.03",""
"mp-780111_Li","Li0.33 –0.83MnBO3","intercalation","-P 1","3.39","112","352","380","1193","0.09","0.03",""
"mp-765077_Li","LiVCrP2(O4F)2","intercalation","-P 1","3.39","229","704","775","2384","0.04","0.03",""
"mp-1173897_Li","Li0 –2MnCoO4","intercalation","-P 2y","3.39","280","1217","948","4127","0.03","0.04",""
"mp-1177767_Li","LiVFeP2(HO5)2","intercalation","-P 1","3.39","229","685","776","2324","0.05","0.05",""
"mp-1176646_Li","Li0 –2MnCoO4","intercalation","-I 2b 2","3.39","280","1187","947","4022","0.05","0.06",""
"mp-769733_Li","Li0 –1Mn7O12","intercalation","-I 2 2 3","3.39","46","218","156","739","0.05","0.06",""
"mvc-12636_Mg","Mg0 –0.5NiO2","intercalation","-P 2ac 2n","3.39","261","1393","884","4724","0.18","0.06",""
"mp-1174054_Li","Li0 –4MnCo3O8","intercalation","-R 3 2""","3.39","277","1226","937","4149","0.03","0.08",""
"mp-763280_Li","Li1 –2CoCO4","intercalation","-P 2ybc","3.39","180","486","610","1646","0.09","0.09",""
"mp-1177382_Li","Li0 –4MnCo5O12","intercalation","-C 2y","3.39","188","828","637","2802","0.03","0.12",""
"mp-764414_Li","Li2 –3K2NiO4","intercalation","P 1","3.38","121","358","408","1208","0.06","0",""
"mvc-12198_Mg","MgFe(SiO3)2","intercalation","P 2c 2ac","3.38","231","800","780","2707","0.17","0",""
"mp-585400_Li","Li0 –1FePO4","intercalation","R 3","3.38","170","506","575","1711","0.03","0.01",""
