"Battid","Reduced Cell Formula","Type","Spacegroup","Average Voltage","Capacity Grav","Capacity Vol","Specific E Wh/kg","E Density Wh/l","Stability Charge","Stability Discharge",""
"mp-11830_Li","Li1 –2CeSn","intercalation","F 4 2 3","0.4","98","546","39","219","0.16","0.05",""
"mp-1042605_Zn","Zn0 –0.5Cr2O3","intercalation","-C 2c 2","0.4","145","763","59","309","0.29","0.21",""
"mp-1045350_Zn","Zn0 –0.5TiS2","intercalation","F 4d 2 3 1d","0.39","185","679","72","266","0.02","0.05",""
"mp-1043919_Zn","Zn0 –1LaFeWO6","intercalation","P 2yc","0.39","99","690","39","269","0.07","0.08",""
"mp-1191096_Mg","Mg6 –7VH16","intercalation","-F 4 2 3","0.37","226","444","83","164","0.08","0.08",""
"mvc-12595_Zn","Zn0.5 –1MnO2","intercalation","P 1","0.37","176","944","65","350","0.2","0.24",""
"mp-1106245_Al","Al0 –1Zr5Sb3","intercalation","-P 6c 2","0.36","95","691","34","246","0.01","0",""
"mp-1189981_Zn","Zn0 –1Zr5Sn3","intercalation","-P 6c 2","0.36","61","458","22","165","0","0",""
"mp-1046050_Zn","Zn0 –1Cr5O7","intercalation","-C 2c 2","0.36","123","630","45","230","0.27","0.21",""
"mp-1044880_Zn","Zn0 –0.5SnO2","intercalation","C 2y","0.35","146","882","51","306","0.3","0.23",""
"mp-1041428_Zn","Zn0 –1Mo3P3O13","intercalation","-P 2yb","0.34","82","324","28","109","0.04","0.04",""
"mp-1045304_Zn","Zn0.5 –1SbO3","intercalation","P 2ac 2","0.34","114","724","39","248","0.12","0.16",""
"mvc-4356_Al","Al0 –0.5WO2","intercalation","I 4bw 2bw 1bw","0.34","175","1613","59","541","0.26","0.66",""
"mp-1039188_Mg","Mg0 –1Bi","intercalation","-P 2a 2a","0.33","230","1630","77","546","0.56","0.11",""
"mp-1043629_Zn","Zn0 –1Si4WO10","intercalation","P 4ab 2n 1ab","0.33","103","426","34","139","0.2","0.19",""
"mp-1045632_Al","AlCu3(SnO3)4","intercalation","-I 2 2 3","0.33","91","576","30","192","0.05","0.37",""
"mp-1044491_Zn","ZnBa(MoO2)4","intercalation","-P 3 2","0.32","75","426","24","138","0.56","0.52",""
"mp-5549_Li","Li0 –1MgSnAu","intercalation","F 4 2 3","0.3","77","589","23","179","0","0.07",""
"mp-1044440_Zn","ZnPr(SbO3)2","intercalation","P 2ac 2","0.3","98","600","29","177","0.18","0.22",""
"mp-510321_Al","Al0 –1Zr5Sn3","intercalation","-P 6c 2","0.29","96","681","28","198","0","0",""
"mp-10184_Li","Li0 –1MgSbPt","intercalation","F 4 2 3","0.29","77","637","22","186","0","0.08",""
"mp-1041934_Zn","Zn0 –0.5MoO2","intercalation","-I 2b 2","0.29","167","996","48","289","0.29","0.26",""
"mp-1044100_Zn","Zn0 –0.5PWO5","intercalation","F 2 2d","0.28","82","454","23","125","0.06","0.09",""
"mvc-11754_Zn","Zn0 –1V2S5","intercalation","P 2 2ab 1ab","0.26","164","524","43","139","0.25","0.35",""
"mp-1154515_Mg","MgTi(SiO3)2","intercalation","-C 2yc","0.24","239","779","58","190","0.04","0.16",""
"mp-10630_Al","Al0 –1Sb","intercalation","-I 4 2","0.21","541","2205","114","467","0.31","0",""
"mp-1046871_Zn","Zn0 –0.5SbO2","intercalation","-C 2yc","0.21","144","843","31","180","0.27","0.36",""
"mp-1018100_Al","Al0 –1Sb","intercalation","-P 6c 2c","0.2","541","2205","106","432","0.28","0.01",""
"mp-1185307_Li","Li0 –1Al2Cu","intercalation","-I 4 2","0.2","215","818","42","161","0","0.02",""
"mp-1042597_Zn","Zn0 –0.5MoO2","intercalation","-I 4","0.19","167","967","32","186","0.09","0.12",""
"mp-1094715_Mg","Mg0 –1Sb","intercalation","-P 1","0.18","367","1758","66","318","0","0.12",""
"mp-1043021_Zn","Zn0 –0.5V2O3","intercalation","-C 2c 2","0.17","147","756","25","127","0.23","0.18",""
"mp-1044626_Zn","Zn0 –0.5SnO2","intercalation","P 1","0.17","146","881","24","147","0.26","0.25",""
"mp-1061123_Al","Al1 –3Ti","intercalation","-P 4 2","0.16","1248","4248","201","686","0.14","0.02",""
"mp-37399_Li","Li7 –8NbO6","intercalation","P 1","0.16","110","327","18","53","0.04","0.06",""
"mp-1094548_Mg","Mg2 –3Sb","intercalation","-C 2c 2","0.16","275","965","43","152","0.24","0.1",""
"mvc-4401_Zn","ZnGe3(WO6)2","intercalation","-I 4bd 2c 3","0.16","165","1113","27","180","0.1","0.19",""
"mp-1013526_Zn","Zn0 –0.25VS2","intercalation","-R 3 2""","0.14","102","385","14","55","0.02","0.09",""
"mp-1044153_Zn","Zn0 –0.25MoO2","intercalation","-C 2y","0.14","93","500","13","68","0.23","0.24",""
"mp-1046939_Mg","MgBaTl(WO3)2","intercalation","P 1","0.14","96","764","14","109","0.45","0.76",""
"mp-1185851_Mg","Mg0 –1C","intercalation","-P 4 2 3","0.14","1476","4038","206","564","2.76","1.24",""
"mp-1039075_Mg","Mg2 –3Bi","intercalation","-C 2c 2","0.13","190","896","25","120","0.16","0.06",""
"mp-571053_Al","Al0 –5Mo","intercalation","-F 4 2 3","0.12","1742","7176","216","892","0.43","0",""
"mp-1191566_Zn","Zn1.2 –1.3Sb","intercalation","-R 3 2""c","0.12","26","160","3","20","0.03","0.02",""
"mp-1008728_Zn","Zn0 –3Ni","intercalation","-I 4 2 3","0.12","631","5060","74","593","0.1","0.04",""
"mp-1094668_Mg","Mg0 –3Sb","intercalation","-P 4 2 3","0.12","826","2886","96","336","0.05","0.07",""
"mp-1040851_Zn","Zn0 –1Sn2P2O9","intercalation","-P 2ac 2n","0.12","105","416","12","49","0.06","0.13",""
"mp-1065340_Al","Al0 –5W","intercalation","-P 2c 2b","0.1","1261","7190","123","699","0.5","0",""
"mp-1014230_Zn","Zn1 –3Ti","intercalation","-P 4 2 3","0.1","439","2942","42","280","0","0",""
"mp-1048588_Zn","Zn0 –1VO2","intercalation","-C 2y","0.1","361","1873","35","179","0.08","0.22",""
"mp-1041997_Zn","Zn0 –0.5MoO2","intercalation","P 2yb","0.1","167","956","16","94","0.22","0.26",""
"mp-1041123_Zn","Zn0 –0.5WO2","intercalation","P 1","0.1","108","962","11","100","0.32","0.32",""
"mp-1001581_Li","Li0 –0.17C","intercalation","-P 6 2","0.09","339","734","30","64","0.01","0",""
"mp-30_Al","Al0 –2Cu","intercalation","-F 4 2 3","0.09","1368","5563","121","490","0","0",""
"mp-1094669_Mg","Mg1 –3Sn","intercalation","-P 4 2 3","0.09","559","1964","50","174","0.06","0.01",""
"mp-1046970_Zn","ZnBa(SbO2)4","intercalation","-P 3 2","0.09","66","380","6","34","0.29","0.3",""
"mp-1204825_Zn","Zn0 –20GdCo2","intercalation","F 4d 2 3 1d","0.08","677","5138","56","425","0","0",""
"mp-1009730_Zn","Zn0 –1Ca2Sn","intercalation","-F 4 2 3","0.08","203","810","17","66","0.03","0.02",""
"mp-1094676_Mg","Mg0 –3Bi","intercalation","-I 4 2 3","0.08","570","2685","45","211","0.15","0.05",""
"mp-1143551_Zn","ZnSi3(WO6)2","intercalation","-I 4bd 2c 3","0.08","191","1195","15","94","0.14","0.23",""
"mp-1195444_Zn","Zn0 –20ZrNi2","intercalation","F 4d 2 3 1d","0.07","707","5247","51","376","0.05","0",""
"mp-12817_Zn","Zn0 –20TbFe2","intercalation","-R 3 2""","0.07","679","5107","47","351","0","0",""
"mp-1195250_Zn","Zn0 –20ZrCo2","intercalation","F 4d 2 3 1d","0.07","707","5279","50","375","0","0",""
"mp-1229052_Al","Al10 –10.25V","intercalation","F 4d 2 3 1d","0.07","61","176","5","13","0.01","0.01",""
"mp-1018795_Mg","Mg2 –3Sn","intercalation","-P 6c 2c","0.07","280","974","20","69","0.08","0.03",""
"mp-1039073_Mg","Mg0 –3Bi","intercalation","-P 4 2 3","0.07","570","2692","40","191","0.06","0.04",""
"mp-1094514_Mg","Mg0 –3Sn","intercalation","-I 4 2 3","0.07","839","2916","63","218","0.07","0.05",""
"mp-1045708_Zn","Zn0 –1WO3","intercalation","P 2yb","0.07","180","1562","13","117","0","0.16",""
"mp-1046917_Zn","Zn0 –0.5WO2","intercalation","I 4bw 2bw 1bw","0.07","108","959","8","69","0.26","0.28",""
"mp-1046926_Mg","MgTi3(P2O7)2","intercalation","-P 2ybc","0.07","104","356","7","26","0.15","0.29",""
"mp-867780_Al","Al0 –3Cr","intercalation","-I 4 2 3","0.06","1814","6923","111","424","0","0",""
"mp-11503_Zn","Zn1 –3Mn","intercalation","-P 4 2 3","0.06","427","3180","24","180","0.09","0",""
"mp-1045412_Zn","Zn0 –0.5TiO2","intercalation","F 4d 2 3 1d","0.06","238","1142","13","65","0.18","0.14",""
"mp-1185941_Mg","Mg0 –1ReO3","intercalation","-P 4 2ab","0.06","207","1475","12","88","0","0.64",""
"mp-1195553_Zn","Zn0 –20ZrFe2","intercalation","F 4d 2 3 1d","0.05","709","5200","38","275","0","0",""
"mp-1112_Al","Al0 –20CeCo2","intercalation","F 4d 2 3 1d","0.05","2016","7150","99","351","0","0.07",""
"mp-10631_Mg","Mg0 –5Sb","intercalation","-R 3 2""","0.05","1102","3195","54","157","0.23","0.12",""
"mp-1094242_Mg","Mg0 –2Sn","intercalation","F 4d 2 3 1d","0.05","641","2517","33","129","0","0.12",""
"mp-1048022_Mg","Mg0 –1W4O9","intercalation","P 2y","0.05","59","482","3","24","0.16","0.39",""
"mp-1055908_Al","Al0 –12Mn","intercalation","-I 4 2 3","0.04","2548","7593","93","276","0.15","0",""
"mp-129_Al","Al0 –12Mo","intercalation","-I 4 2 3","0.04","2299","7346","93","298","0","0",""
"mp-644500_Zn","Zn0 –7Mo","intercalation","-F 4 2 3","0.04","678","5213","25","194","0.43","0.01",""
"mp-1072922_Li","Li0 –1TbSn2","intercalation","-C 2c 2","0.04","66","473","3","20","0","0.1",""
"mp-1221647_Al","Al0 –24MnCr","intercalation","-C 2 2","0.03","2558","7619","81","241","0.07","0",""
"mp-11227_Al","Al0 –12W","intercalation","-I 4 2 3","0.03","1901","7333","51","198","0","0",""
"mp-1202337_Zn","Zn0 –20UCo2","intercalation","F 4d 2 3 1d","0.03","644","5126","16","129","0","0",""
"mp-1046039_Zn","Zn0 –1V5O7","intercalation","-C 2c 2","0.03","124","636","4","18","0.21","0.19",""
"mp-1197936_Zn","Zn0 –20UFe2","intercalation","F 4d 2 3 1d","0.02","647","5102","10","77","0","0",""
"mp-1195878_Mg","Mg0 –20NdNi2","intercalation","F 4d 2 3 1d","0.02","1434","3579","24","59","0.01","0.01",""
"mp-1022725_Mg","Mg0 –5Sn","intercalation","-F 2 2","0.02","1116","3203","28","80","0.06","0.07",""
"mp-1043075_Zn","Zn0 –0.5W2O3","intercalation","-C 2c 2","0.02","60","607","1","10","0.89","0.86",""
"mp-1094540_Mg","Mg1 –149Sb","intercalation","P 6 2","0.01","2119","3809","25","45","0.23","0",""
"mp-1094189_Mg","Mg5 –149Sn","intercalation","P 6 2","0.01","2064","3750","27","49","0.07","0",""
"mp-1094498_Mg","Mg5 –149Ti","intercalation","P 6 2","0.01","2104","3755","25","45","0.18","0",""
"mp-1056004_Mg","Mg0 –149Mo","intercalation","-P 6 2","0.01","2149","3881","17","31","0.91","0",""
"mp-1039074_Mg","Mg1 –149Bi","intercalation","P 6 2","0.01","2071","3803","25","45","0.16","0",""
"mp-1096950_Mg","Mg0 –149Fe","intercalation","-P 6 2","0.01","2172","3846","15","27","0.49","0",""
"mp-1039048_Mg","Mg0 –2Bi","intercalation","-R 3 2""","0.01","416","2283","5","28","0","0.15",""
"mp-1041282_Zn","Zn0 –0.5WO2","intercalation","P 1","0.01","108","960","1","13","0.34","0.37",""
"mp-1010136_Li","Li0 –3Cu","intercalation","-I 4 2 3","-0.01","953","2210","-5","-12","0.03","0.02",""
"mp-1091364_Li","Li0 –1DySn2","intercalation","-C 2c 2","-0.01","66","474","-1","-6","0","0.11",""
"mp-1041676_Zn","Zn0 –0.5SnO2","intercalation","I 4bw 1bw","-0.01","146","789","-1","-6","0.19","0.24",""
"mp-1044647_Zn","Zn0 –0.5TiO2","intercalation","P 1","-0.02","238","1141","-6","-28","0.17","0.15",""
"mp-1022721_Al","Al1 –3Cu","intercalation","-P 4 2 3","-0.03","1113","4419","-28","-113","0.08","0.1",""
"mp-1038831_Mg","Mg1 –5Bi","intercalation","-R 3 2""","-0.03","649","2429","-22","-81","0.06","0.1",""
"mp-1100430_Li","Li1 –2ZnSb","intercalation","F 4 2 3","-0.03","133","583","-4","-15","0.01","0.2",""
"mp-1077177_Mg","Mg0 –2Ni","intercalation","-F 4 2 3","-0.03","999","3083","-33","-101","0","0.21",""
"mp-1047616_Zn","Zn0 –0.5WO2","intercalation","-C 2c 2","-0.03","108","1037","-3","-27","0.4","0.43",""
"mp-1043668_Zn","Zn0 –0.25SbO2","intercalation","-R 3 2""","-0.03","79","441","-3","-15","0.39","0.47",""
"mp-1047986_Mg","Mg0.25 –1TiO2","intercalation","C 2y","-0.04","386","1490","-16","-64","0.1","0.33",""
"mp-1078548_Mg","Mg0 –7Ti","intercalation","-F 4 2 3","-0.05","1721","3560","-86","-178","0.06","0.11",""
"mp-1072865_Li","Li0 –1HoSn2","intercalation","-C 2c 2","-0.05","65","474","-4","-25","0","0.13",""
"mp-1079163_Mg","Mg0 –7Nb","intercalation","-F 4 2 3","-0.05","1426","3679","-64","-166","0.34","0.13",""
"mp-1094341_Mg","Mg0.5 –1Ti","intercalation","P 6 2","-0.05","371","1128","-17","-53","0.23","0.2",""
"mp-10630_Zn","Zn0 –3Sb","intercalation","-I 4 2","-0.06","506","3483","-30","-210","0.31","0.18",""
"mp-1227973_Zn","Zn0.44 –0.5CaSb","intercalation","-P 2 2ab","-0.07","15","70","-1","-5","0","0",""
"mp-1022725_Al","Al0 –3Sn","intercalation","-F 2 2","-0.07","1208","5121","-86","-363","0.06","0.17",""
"mp-1043118_Al","AlCu3(MoO3)4","intercalation","-P 1","-0.07","101","592","-7","-42","0.02","0.34",""
"mp-1222662_Li","Li1 –2MgBi","intercalation","F 4 2 3","-0.08","108","493","-9","-40","0","0.14",""
"mp-1080658_Li","Li0 –1ErSn2","intercalation","-C 2c 2","-0.09","65","479","-6","-45","0","0.14",""
"mp-1044853_Zn","Zn0 –0.5TiO2","intercalation","P 3 2""","-0.09","238","1140","-20","-97","0.17","0.17",""
"mp-1180276_Mg","Mg0 –1VCu3Se4","intercalation","P 4 2 3","-0.1","92","461","-9","-46","0","0.21",""
"mp-1078138_Mg","Mg0 –7V","intercalation","-F 4 2 3","-0.1","1697","3754","-166","-367","0.25","0.22",""
"mvc-4354_Al","Al0 –0.67SiWO4","intercalation","-I 4bd 2c 3","-0.1","182","1308","-19","-137","0.27","0.68",""
"mp-102_Mg","Mg0 –3Co","intercalation","-F 4 2 3","-0.11","1220","3874","-133","-422","0.02","0.18",""
"mp-8634_Mg","Mg0 –3Mn","intercalation","-F 4 2 3","-0.11","1258","3391","-135","-364","0.08","0.19",""
"mp-1009813_Mg","Mg0 –4SiSn","intercalation","F 4 2 3","-0.11","879","2660","-94","-285","0.15","0.36",""
"mp-1042571_Mg","Mg0.25 –1WO2","intercalation","P 1","-0.13","167","1288","-22","-172","0.31","0.88",""
"mp-1044664_Zn","Zn0 –0.5TiO2","intercalation","R 3 2""","-0.14","238","1136","-32","-154","0.18","0.19",""
"mp-1077102_Li","Li0 –1TmSn2","intercalation","-C 2c 2","-0.15","65","479","-10","-70","0","0.16",""
"mp-1041394_Zn","Zn0 –1La2WO6","intercalation","-R 3","-0.16","86","668","-14","-107","0.14","0.18",""
"mp-1041295_Zn","ZnHo(WO3)2","intercalation","P 1","-0.16","77","703","-12","-109","0.12","0.2",""
"mp-1180365_Mg","Mg0 –3Cr","intercalation","-P 6c 2c","-0.16","1287","3012","-202","-472","0.41","0.35",""
"mp-1041231_Zn","Zn0 –1Sn3P3O13","intercalation","-P 2yb","-0.17","74","296","-13","-51","0.08","0.16",""
"mp-1045883_Zn","Zn0 –1P4WO12","intercalation","-C 2yc","-0.18","95","345","-17","-63","0.03","0.15",""
"mp-1043065_Zn","ZnCu3(MoO3)4","intercalation","-P 1","-0.19","64","396","-12","-74","0.02","0.13",""
"mp-1047381_Zn","Zn0 –0.5SnO2","intercalation","-C 2c 2","-0.21","146","944","-30","-194","0.31","0.39",""
"mp-1072259_Li","Li0 –1LuSn2","intercalation","-C 2c 2","-0.22","64","482","-14","-105","0","0.17",""
"mp-1044751_Zn","ZnPr(WO3)2","intercalation","P 1","-0.22","80","668","-17","-145","0.09","0.18",""
"mp-1043628_Zn","Zn0 –0.25SnO2","intercalation","-R 3 2""","-0.22","80","454","-17","-98","0.15","0.21",""
"mp-1226796_Zn","Zn0.5 –0.75CeSb2","intercalation","P 4 2","-0.23","31","224","-7","-51","0","0.03",""
"mp-1041926_Al","Al0 –1Ba2Ti3O8","intercalation","-P 4 2","-0.24","140","740","-34","-178","0.21","0.34",""
"mp-1225007_Li","Li0 –1Fe5O8","intercalation","F 4 2 3","-0.24","65","319","-16","-78","0.15","0.42",""
"mp-971857_Zn","Zn0 –3C","intercalation","-P 4 2 3","-0.24","772","5242","-182","-1237","2.76","1.04",""
"mvc-4715_Zn","Zn0 –0.5TiO2","intercalation","C 2y","-0.25","238","1132","-59","-282","0.18","0.23",""
"mp-1041454_Zn","ZnBa(WO2)4","intercalation","-P 3 2","-0.25","50","423","-13","-108","0.75","0.78",""
"mp-23427_Li","LiTi3(BiO3)4","intercalation","A 2 2ac","-0.28","45","332","-13","-94","0","0.24",""
"mp-1043077_Al","AlCu3(WO3)4","intercalation","-I 2 2 3","-0.28","70","577","-20","-162","0.17","0.44",""
"mp-1048096_Al","Al0 –1Ba2Sn3O7","intercalation","P 1","-0.29","104","636","-30","-184","0.25","0.6",""
"mp-1044206_Zn","ZnV3(P2O7)2","intercalation","-P 2ybc","-0.31","95","346","-30","-109","0.03","0.08",""
"mvc-5592_Zn","Zn0 –1P2WO7","intercalation","-P 1","-0.32","127","614","-40","-194","0.11","0.23",""
"mp-1045008_Al","Al0 –1Ba2W3O7","intercalation","P 1","-0.32","83","687","-26","-217","0.41","0.76",""
"mp-1047325_Zn","Zn0 –0.5TiO2","intercalation","-C 2c 2","-0.33","238","1253","-79","-414","0.15","0.22",""
"mvc-12157_Zn","Zn0 –0.5TiO2","intercalation","-I 4","-0.35","238","1124","-83","-390","0.06","0.15",""
"mp-1198729_Li","Li4.25 –4.4Sn","intercalation","F 4 2 3","-0.37","27","70","-10","-25","0","0.01",""
"mp-1100424_Li","Li1 –2MgSb","intercalation","F 4 2 3","-0.38","168","531","-63","-200","0","0.2",""
"mp-1220470_Zn","Zn0 –0.5Nb3Te4","intercalation","-P 6c","-0.39","33","241","-13","-94","0","0.06",""
"mp-18989_Li","Li0 –0.13LaVO4","intercalation","-P 2ybc","-0.4","13","64","-5","-25","0.04","0.08",""
"mp-1042189_Al","Al0 –1Ba2Sb3O8","intercalation","-P 4 2","-0.4","101","619","-41","-248","0.14","0.54",""
"mp-1185185_Li","Li0 –3Cr","intercalation","-F 4 2 3","-0.41","1104","1822","-450","-742","0.39","0.4",""
"mp-1046350_Al","Al0 –1Ba2TlW2O7","intercalation","-P 4 2","-0.41","82","592","-34","-243","0.4","0.77",""
"mp-1044823_Zn","Zn0 –1Ti2P2O9","intercalation","-P 2ac 2n","-0.42","146","515","-61","-216","0.06","0.13",""
"mp-1220442_Zn","Zn0 –0.5Nb3S4","intercalation","-P 6c","-0.43","61","324","-26","-140","0","0.06",""
"mp-1220761_Zn","Zn0 –0.25Nb3Se4","intercalation","-P 6c","-0.44","22","143","-10","-63","0","0.03",""
"mvc-14907_Zn","Zn0 –0.25TiO2","intercalation","-R 3 2""","-0.44","139","572","-61","-250","0.15","0.21",""
"mp-1040961_Zn","Zn0 –1P2W2O9","intercalation","-P 2ac 2n","-0.45","84","483","-38","-217","0.04","0.17",""
"mp-1041213_Mg","Mg0 –1P4W3O14","intercalation","-P 2ybc","-0.46","58","332","-27","-152","0.21","0.42",""
"mp-1172828_Al","Al0 –1WO3","intercalation","P 4ab 2ab 1ab","-0.46","311","2033","-141","-926","0","1.16",""
"mp-1042254_Zn","Zn0 –0.5SnO2","intercalation","C 2y","-0.47","146","892","-69","-421","0.07","0.27",""
"mp-1046114_Zn","ZnSrTi(PO4)2","intercalation","-P 1","-0.48","137","539","-66","-258","0.1","0.17",""
"mp-1043077_Zn","ZnCu3(WO3)4","intercalation","-I 2 2 3","-0.48","45","388","-22","-185","0.17","0.25",""
"mp-1042691_Al","AlCu3(SbO3)4","intercalation","-I 2 2 3","-0.48","90","548","-43","-261","0.02","0.4",""
"mvc-12466_Zn","Zn0 –0.5TiO2","intercalation","P 2 2ab 1ab","-0.53","238","1140","-127","-607","0.15","0.28",""
"mp-1048143_Al","Al0 –1Ba2W3O8","intercalation","P 4 2","-0.53","82","660","-43","-346","0.28","0.65",""
"mp-1046548_Zn","Zn0 –0.25WO2","intercalation","-P 1","-0.58","58","468","-33","-272","0.11","0.23",""
"mp-1106357_Li","Li0 –1Tb5Sn3","intercalation","-P 6c 2","-0.59","23","181","-14","-106","0","0.07",""
"mvc-5346_Zn","Zn0 –1TiP2O7","intercalation","-P 1","-0.62","187","674","-116","-420","0.1","0.23",""
"mp-1043406_Zn","ZnTi(Si2O5)2","intercalation","P 4ab 2n 1ab","-0.62","139","409","-86","-251","0.18","0.24",""
"mp-1178753_Zn","Zn0 –1VCu3Se4","intercalation","P 4 2 3","-0.63","86","477","-54","-298","0","0.21",""
"mp-1046922_Zn","Zn0 –1BaTi4O8","intercalation","-P 3 2","-0.66","103","344","-67","-225","0.22","0.29",""
"mp-1042687_Zn","ZnCu3(SbO3)4","intercalation","-I 2 2 3","-0.67","57","372","-38","-249","0.02","0.2",""
"mp-1046715_Zn","Zn0 –0.5Ti2O3","intercalation","-C 2c 2","-0.69","152","808","-104","-556","0.13","0.24",""
"mp-1045643_Zn","Zn0 –2Ti9O13","intercalation","-C 2y","-0.71","139","739","-99","-527","0.14","0.25",""
"mp-1045759_Zn","Zn0 –1Ti5O7","intercalation","-C 2c 2","-0.71","129","681","-91","-483","0.16","0.25",""
"mp-1172828_Zn","Zn0 –1WO3","intercalation","P 4ab 2ab 1ab","-0.72","180","1368","-130","-986","0","0.48",""
"mp-21284_Li","Li1 –1.15MnAs","intercalation","P 4ab 2ab 1ab","-0.74","29","122","-21","-90","0.13","0.2",""
"mp-1041165_Zn","ZnTi2Be3(SiO4)3","intercalation","-P 2ybc","-0.74","115","400","-85","-294","0.18","0.24",""
"mp-1217459_Zn","Zn0 –0.5W18O49","intercalation","-P 2y","-0.76","6","47","-5","-35","0","0.02",""
"mp-1044229_Zn","Zn0 –0.25WO2","intercalation","-R 3 2""","-0.77","58","494","-45","-382","0.28","0.42",""
"mvc-12500_Zn","Zn0 –0.5TiO2","intercalation","-P 2ac 2n","-0.79","238","1176","-188","-928","0.07","0.29",""
"mp-1043490_Zn","Zn0 –0.5BiPO5","intercalation","F 2 2d","-0.82","76","398","-62","-328","0.16","0.5",""
"mp-1185184_Li","Li0 –3Nb","intercalation","-F 4 2 3","-0.82","707","2085","-580","-1712","0.34","0.7",""
"mp-1041160_Zn","Zn0 –1Ti3P3O13","intercalation","-P 2yb","-0.83","105","346","-87","-286","0.03","0.13",""
"mp-1043973_Zn","Zn0 –1W4O9","intercalation","P 2y","-0.83","57","479","-47","-397","0.16","0.34",""
"mp-23_Zn","Zn0 –1Ni","intercalation","-F 4 2 3","-0.84","432","2330","-361","-1949","0","1.08",""
"mvc-5659_Zn","Zn0 –0.5SnO2","intercalation","-P 2ac 2n","-0.88","146","922","-129","-812","0.09","0.4",""
"mp-1143521_Zn","Zn0 –1Si2WO6","intercalation","-C 2yc","-0.92","134","721","-123","-664","0.08","0.32",""
"mp-1040898_Zn","Zn0 –1P4W3O14","intercalation","-P 2ybc","-0.92","56","298","-51","-274","0.21","0.32",""
"mp-1047047_Zn","ZnTi3(P2O7)2","intercalation","-P 2ybc","-1.04","96","326","-100","-340","0.15","0.26",""
"mp-25301_Zn","ZnTi(SiO3)2","intercalation","-C 2yc","-1.11","202","770","-224","-854","0.04","0.26",""
"mp-1002219_Li","Li0 –2TlSb","intercalation","F 4 2 3","-1.59","158","80","-251","-128","0.14","1.29",""
"mp-1001833_Li","Li0 –2InBi","intercalation","F 4 2 3","-1.85","159","81","-294","-150","0.03","1.3",""
"mp-1097086_Li","Li0 –2InSb","intercalation","F 4 2 3","-1.97","214","88","-423","-173","0","1.37",""
"mp-1018126_Li","Li0 –2GaBi","intercalation","F 4 2 3","-1.99","183","81","-364","-160","0.03","1.37",""
"mp-1094536_Mg","Mg1 –2Sb","intercalation","-C 2y","0","315","1218","-1","-4","0.15","0.2",""
