"Battid","Reduced Cell Formula","Type","Spacegroup","Average Voltage","Capacity Grav","Capacity Vol","Specific E Wh/kg","E Density Wh/l","Stability Charge","Stability Discharge",""
"mp-1043611_Zn","Zn0 –0.5Fe2O3","intercalation","-C 2c 2","1.16","139","768","161","888","0.25","0.11",""
"mp-1042994_Zn","ZnCr3(FeO6)2","intercalation","-P 1","1.16","144","538","167","624","0.03","0.12",""
"mp-1045442_Mg","Mg0 –0.5FeS2","intercalation","F 4d 2 3 1d","1.16","203","743","235","862","0.25","0.22",""
"mp-1228713_Al","Al0.27 –0.33Ni","intercalation","-P 4 2","1.15","79","591","91","683","0.09","0",""
"mp-1100823_Zn","Zn0 –3Mo3O8","intercalation","C 2y","1.15","263","1535","303","1768","0.29","0.06",""
"mp-1177856_Li","Li2 –5TiV3O8","intercalation","P 2ac 2ab","1.15","221","836","255","964","0","0.1",""
"mp-1043644_Mg","Mg0 –0.25SnO2","intercalation","-R 3 2""","1.15","85","463","98","530","0.15","0.21",""
"mp-1044293_Zn","Zn0 –1V3O7","intercalation","-P 2ac 2n","1.14","162","629","185","717","0.07","0.06",""
"mp-1043615_Zn","ZnMn3(P2O7)2","intercalation","-P 2ybc","1.14","93","345","105","392","0.02","0.07",""
"mp-759926_Li","LiTi(BO3)2","intercalation","-P 2ybc","1.14","144","385","165","440","0.05","0.08",""
"mp-762636_Li","Li4 –6Na3Mn5O9","intercalation","P 1","1.14","101","326","116","373","0.07","0.08",""
"mp-1046815_Zn","ZnBaTl(CoO3)2","intercalation","P 1","1.14","123","874","141","1000","0.36","0.31",""
"mp-1103718_Al","Al0 –0.25VS2","intercalation","F 4d 2 3 1d","1.13","165","583","186","657","0.09","0",""
"mp-1040910_Zn","Zn0 –0.5VO2","intercalation","P 1","1.13","232","1125","262","1273","0.16","0.05",""
"mp-1044823_Mg","Mg0 –1Ti2P2O9","intercalation","-P 2ac 2n","1.13","164","523","187","593","0.06","0.13",""
"mp-1040961_Mg","Mg0 –1P2W2O9","intercalation","-P 2ac 2n","1.13","90","492","101","555","0.04","0.16",""
"mvc-12571_Zn","Zn0.25 –0.5CrO2","intercalation","C 2y","1.13","115","569","129","640","0.14","0.22",""
"mp-1047312_Mg","Mg0 –0.5TiO2","intercalation","-C 2c 2","1.12","291","1267","326","1417","0.15","0.04",""
"mp-1045698_Zn","Zn0.5 –1VO3","intercalation","P 1","1.12","163","877","183","985","0.09","0.08",""
"mp-764906_Li","Li0.5 –2VO2","intercalation","-P 2yb","1.12","415","1423","465","1595","0.07","0.1",""
"mp-1046867_Mg","Mg0 –0.5SnO2","intercalation","I 4bw 1bw","1.12","165","876","185","984","0.19","0.29",""
"mp-1147769_Zn","Zn0 –1Cu2GeS4","intercalation","I 4 2","1.11","136","584","151","647","0.06","0",""
"mvc-12366_Mg","Mg0 –0.25TiO2","intercalation","-R 3 2""","1.11","156","579","174","644","0.15","0.12",""
"mvc-11271_Mg","Mg0 –0.5VS2","intercalation","F 4d 2 3 1d","1.11","211","655","233","725","0.09","0.12",""
"mp-1048280_Zn","Zn0 –0.5CoO2","intercalation","P 6 2","1.11","217","1174","240","1299","0.02","0.23",""
"mvc-11654_Zn","Zn0 –0.25MnO2","intercalation","-R 3 2""","1.1","130","573","143","631","0.01","0.07",""
"mp-556288_Li","Li1 –2ReO3","intercalation","R 3 2""c","1.1","108","823","118","902","0.08","0.21",""
"mp-25401_Li","Li0 –2TiPO4F","intercalation","-P 1","1.1","305","898","336","987","0","0.27",""
"mp-1047303_Mg","Mg0 –0.5SnO2","intercalation","-C 2c 2","1.1","165","956","180","1047","0.31","0.4",""
"mvc-11795_Al","Al0.33 –1CuSe2","intercalation","I 4 2bw","1.09","216","1004","235","1095","0.2","0",""
"mp-1045448_Zn","Zn0 –0.5CrS2","intercalation","F 4d 2 3 1d","1.09","180","703","196","764","0.02","0",""
"mvc-4030_Al","Al0 –0.67TiSiO4","intercalation","-I 4bd 2c 3","1.09","339","1344","371","1470","0.42","0.22",""
"mvc-12603_Mg","Mg0.5 –1FeO2","intercalation","C 2y","1.09","239","903","261","985","0.14","0.25",""
"mp-1043308_Zn","ZnCr(GeO3)2","intercalation","-C 2yc","1.08","149","716","162","776","0.1","0.09",""
"mp-1048393_Zn","Zn0 –0.5CoO2","intercalation","-P 2ac 2n","1.08","217","1277","233","1374","0.03","0.24",""
"mvc-16062_Zn","Zn0 –0.5V2O5","intercalation","-C 2c 2","1.07","125","415","134","445","0.01","0.04",""
"mp-1041048_Zn","Zn0 –1V2P2O9","intercalation","-P 2ac 2n","1.07","144","529","154","567","0.03","0.05",""
"mp-1044743_Mg","MgPr(WO3)2","intercalation","P 1","1.07","85","697","92","749","0.09","0.17",""
"mp-1046059_Zn","Zn0 –1Fe5O7","intercalation","-C 2c 2","1.06","117","638","125","679","0.19","0.09",""
"mp-1041415_Zn","Zn0 –0.5CuMoO4","intercalation","-P 2ybc","1.05","105","491","110","517","0.07","0.07",""
"mvc-4829_Zn","Zn0 –0.5MoO2","intercalation","I 4bw 2bw 1bw","1.04","167","1000","174","1044","0.23","0",""
"mp-771738_Li","Li1 –2TiCrO4","intercalation","-I 2b 2","1.04","151","602","156","625","0","0.08",""
"mp-1043077_Mg","MgCu3(WO3)4","intercalation","-I 2 2 3","1.04","47","387","49","404","0.17","0.25",""
"mp-1044267_Zn","ZnTiV(PO4)3","intercalation","R 3 2""c","1.03","119","396","123","409","0.01","0.04",""
"mp-25502_Zn","ZnCr(SiO3)2","intercalation","-C 2yc","1.03","199","744","204","764","0.11","0.07",""
"mp-754407_Li","Li1 –2FeS2","intercalation","-C 2y","1.03","200","583","207","602","0.12","0.24",""
"mp-1009747_Li","Li0 –1ScSn","intercalation","F 4 2 3","1.03","157","579","162","597","1.03","0.48",""
"mp-1043107_Zn","Zn0 –1NiMoP2O9","intercalation","-P 1","1.02","126","506","128","515","0.04","0.07",""
"mp-1041565_Li","Li0 –0.75TiO2","intercalation","-P 4n 2n","1.02","236","935","242","955","0.04","0.13",""
"mp-1045474_Mg","Mg0 –0.5MnS2","intercalation","F 4d 2 3 1d","1.01","204","650","207","658","0.01","0.07",""
"mp-769069_Li","LiNa2Ti3Al(PO4)6","intercalation","P 1","1.01","99","278","100","280","0.01","0.09",""
"mvc-1_Mg","Mg0 –0.5NiS2","intercalation","P 1","1.01","199","743","201","751","0.04","0.17",""
"mp-1043403_Zn","Zn0 –1Si4SnO10","intercalation","P 4ab 2n 1ab","1","117","405","117","405","0.19","0.09",""
"mp-1046804_Al","Al0 –1WO3","intercalation","P 2yb","1","311","2126","309","2115","0","0.29",""
"mp-1013526_Mg","Mg0 –0.25VS2","intercalation","-R 3 2""","0.99","111","376","109","372","0.02","0.06",""
"mvc-11561_Zn","Zn0 –0.5MnO2","intercalation","-P 6c 2c","0.99","224","1085","222","1075","0.01","0.16",""
"mp-761849_Li","Li3 –4Na5Ti5O14","intercalation","P 1","0.98","44","153","43","150","0.02","0.02",""
"mp-1045431_Zn","Zn0 –0.5CoS2","intercalation","-I 2b 2","0.98","172","799","168","780","0.1","0.03",""
"mp-1046096_Mg","MgSrTi(PO4)2","intercalation","-P 1","0.98","153","552","150","540","0.1","0.15",""
"mvc-12116_Zn","Zn0 –0.5MnO2","intercalation","-P 2ybc","0.98","224","1238","219","1208","0.02","0.17",""
"mp-1080847_Mg","Mg0 –3SbN","intercalation","-P 4 2 3","0.97","771","3183","751","3103","1.21","0",""
"mp-1046421_Zn","ZnSrV(PO4)2","intercalation","-P 1","0.97","136","539","132","525","0.08","0.03",""
"mvc-11548_Al","Al0 –1CrO3","intercalation","-P 4 2 3","0.97","633","2447","611","2362","0.35","1.34",""
"mp-1043719_Zn","ZnTi2(PO4)3","intercalation","-R 3 2""c","0.96","120","393","116","378","0.01","0.02",""
"mp-1045954_Zn","Zn0 –2Fe9O13","intercalation","-C 2y","0.96","127","692","122","663","0.19","0.1",""
"mp-10631_Li","Li0 –3Sb","intercalation","-I 4 2","0.95","564","1890","535","1793","0.31","0",""
"mp-1100425_Li","Li1 –2CdSb","intercalation","F 4 2 3","0.95","108","562","102","531","0.12","0.04",""
"mvc-12394_Mg","Mg0 –0.5TiO2","intercalation","P 2 2ab 1ab","0.95","291","1161","278","1108","0.15","0.09",""
"mp-765649_Li","Li2 –2.75Ti3NiO8","intercalation","P 4acd 2ab 3","0.94","58","223","54","211","0","0.09",""
"mp-1043372_Mg","MgTi(Si2O5)2","intercalation","P 4ab 2n 1ab","0.94","156","440","146","412","0.18","0.16",""
"mp-7955_Li","Li0 –3Sb","intercalation","-P 6c 2c","0.93","564","1679","526","1568","0.28","0",""
"mp-1177671_Li","Li1 –3La5Ti8O24","intercalation","C 2y","0.92","36","185","33","171","0.05","0.07",""
"mvc-13133_Zn","Zn0 –1Cu2SnSe4","intercalation","I 4 2","0.91","85","466","78","425","0.07","0.01",""
"mp-1047813_Zn","Zn0 –1V3P3O13","intercalation","-P 2yb","0.91","103","354","94","322","0.03","0.05",""
"mp-1190582_Mg","Mg6 –7NbH16","intercalation","-F 4 2 3","0.91","192","432","175","395","0.11","0.06",""
"mp-1045420_Mg","Mg0 –0.5TiS2","intercalation","F 4d 2 3 1d","0.91","216","702","196","638","0.02","0.08",""
"mp-1176837_Li","Li1.6 –2CoO2","intercalation","P 1","0.91","102","366","93","332","0.08","0.14",""
"mp-6488_Li","Li0 –0.5KTiAsO5","intercalation","P 2c 2n","0.9","55","180","49","163","0","0.1",""
"mp-1041130_Zn","Zn0 –1HoV2O6","intercalation","P 2yc","0.89","125","815","112","729","0.16","0.09",""
"mp-755875_Li","Li0 –1Ti3O4","intercalation","-C 2 2","0.88","125","593","110","521","0.06","0.09",""
"mp-1047152_Zn","Zn0 –2IrWO6","intercalation","-P 2ybc","0.88","178","1629","156","1430","0.03","0.18",""
"mp-1008753_Zn","Zn0 –1Ti2Al","intercalation","F 4 2 3","0.88","285","1351","251","1190","0.89","0.29",""
"mp-1185976_Al","Al1 –2MnTc","intercalation","F 4 2 3","0.87","389","2386","337","2068","0.75","0.02",""
"mvc-5133_Zn","Zn0 –0.5VO2","intercalation","P 1","0.87","232","1120","202","978","0.14","0.1",""
"mp-1046984_Zn","ZnBa(SnO2)4","intercalation","-P 3 2","0.87","67","411","58","358","0.34","0.23",""
"mvc-11162_Zn","Zn0 –0.5NiN","intercalation","-P 4c 2","0.87","254","1427","220","1234","0.88","0.48",""
"mp-1046499_Mg","Mg0 –2Ba2Tl2W3O10","intercalation","P 1","0.87","74","558","65","487","0.44","0.54",""
"mvc-4408_Zn","ZnGe3(MoO6)2","intercalation","-I 4bd 2c 3","0.86","202","1117","173","960","0.13","0.11",""
"mp-1042978_Zn","Zn0 –2W3O8","intercalation","P 6c 2c","0.86","132","1088","114","937","0.37","0.2",""
"mp-10824_Zn","Zn0 –1Cu2GeSe4","intercalation","I 4 2","0.85","92","493","79","422","0.04","0",""
"mp-1212139_Li","LiLa3(SbO6)2","intercalation","P 1","0.85","30","160","25","135","0.06","0.09",""
"mp-25435_Li","Li0 –1TiPO4","intercalation","-P 2ac 2n","0.85","179","576","152","489","0.09","0.28",""
"mp-1210743_Li","Li2 –3C","intercalation","-F 4 2 3","0.85","816","1209","691","1024","0.92","0.48",""
"mp-1048112_Al","Al0 –1Ba2V3O8","intercalation","-P 4 2","0.84","138","733","116","614","0.29","0.32",""
"mp-1118394_Al","Al0 –0.5SnO2","intercalation","I 4bw 1bw","0.83","245","1390","203","1153","0.19","0.38",""
"mvc-13747_Zn","Zn0 –0.5CoN","intercalation","P 1","0.83","254","1497","212","1250","0.91","0.41",""
"mp-2164_Mg","Mg0 –1Mo3S4","intercalation","-R 3","0.82","122","604","100","494","0.07","0.05",""
"mp-1044451_Zn","Zn0 –1PrTi2O6","intercalation","P 2ac 2","0.82","135","760","111","626","0.13","0.13",""
"mp-770121_Li","LiTiMn3(PO4)6","intercalation","P 1","0.81","32","88","26","71","0.04","0.08",""
"mp-1143651_Zn","ZnSi3(MoO6)2","intercalation","-I 4bd 2c 3","0.81","242","1201","195","968","0.18","0.15",""
"mp-22902_Li","Li0 –1Bi","intercalation","-P 4 2 3","0.8","124","924","99","736","0.06","0",""
"mp-1045600_Al","AlTi4(CuO4)3","intercalation","-I 2 2 3","0.8","134","651","107","519","0.06","0.31",""
"mp-1042621_Zn","ZnTi4(CuO4)3","intercalation","-I 2 2 3","0.79","84","434","66","343","0.06","0.14",""
"mp-1041288_Zn","Zn0 –1BaCr4O8","intercalation","-P 3 2","0.79","100","476","79","376","0.41","0.44",""
"mp-1222220_Mg","Mg0 –1Mo3Se4","intercalation","-R 3","0.78","85","524","66","407","0.06","0.05",""
"mp-1045348_Al","Al0 –0.5CoS2","intercalation","-I 2b 2","0.78","294","1197","229","930","0.1","0.11",""
"mvc-11653_Zn","Zn0 –0.5CrSe2","intercalation","C 2y","0.77","110","597","85","458","0.02","0",""
"mp-656852_Li","Li0 –2Ti13O22","intercalation","-C 2bc 2","0.77","54","217","42","166","0.01","0.06",""
"mp-1046590_Mg","Mg0 –0.5Ti2O3","intercalation","-C 2c 2","0.77","172","817","132","627","0.13","0.09",""
"mp-1042667_Mg","MgCu3(SbO3)4","intercalation","-I 2 2 3","0.77","60","374","46","288","0.02","0.21",""
"mp-1191852_Mg","Mg6 –7TiH16","intercalation","-F 4 2 3","0.76","229","426","174","323","0.12","0.09",""
"mp-1094232_Li","Li0 –2MgSn","intercalation","-F 4 2 3","0.75","342","1202","257","905","0.23","0",""
"mp-1045013_Al","Al0 –0.5TiO2","intercalation","F 4d 2 3 1d","0.75","431","1825","323","1370","0.18","0.06",""
"mp-1045736_Zn","Zn0 –1MoO3","intercalation","P 2yc","0.75","256","1575","193","1187","0","0.09",""
"mvc-11245_Zn","Zn0 –0.5FeS2","intercalation","F 4d 2 3 1d","0.75","176","784","132","589","0.25","0.16",""
"mp-1048345_Al","Al0 –1BaV4O7","intercalation","P 6c 2c","0.75","167","804","126","604","0.33","0.34",""
"mp-1046184_Zn","ZnSrSn(PO4)2","intercalation","-P 1","0.74","116","493","86","366","0.12","0.08",""
"mp-1045636_Mg","Mg0 –2Ti9O13","intercalation","-C 2y","0.74","156","748","115","552","0.14","0.11",""
"mp-1048108_Al","Al0 –1BaTi4O7","intercalation","P 6c 2c","0.74","172","818","127","606","0.34","0.23",""
"mp-1222559_Li","Li0 –1.57Y2Ti2S2O5","intercalation","-I 2 2","0.73","98","403","71","293","0","0.09",""
"mp-1045776_Al","AlV4(CuO4)3","intercalation","-I 2 2 3","0.73","131","671","96","493","0.07","0.28",""
"mp-1044037_Zn","ZnFe3(P2O7)2","intercalation","-P 2ybc","0.72","92","352","67","254","0.04","0.05",""
"mp-1047930_Zn","Zn0 –1BaWF7","intercalation","-P 2ybc","0.71","103","593","74","423","0","0.02",""
"mp-1042928_Zn","ZnFe2(MoO4)3","intercalation","-P 1","0.71","117","491","83","351","0.05","0.07",""
"mvc-11970_Zn","Zn0 –1V2O5","intercalation","P 2 2ab 1ab","0.71","217","897","153","635","0","0.12",""
"mp-1043944_Zn","Zn0 –1LaFeMoO6","intercalation","P 2yc","0.7","119","693","82","482","0.11","0.08",""
"mp-1047618_Zn","Zn0 –0.5VO2","intercalation","-C 2c 2","0.7","232","1225","163","861","0.15","0.16",""
"mvc-3753_Zn","Zn0 –1WF5","intercalation","-P 2ybc","0.69","156","831","107","571","0.02","0.09",""
"mvc-14167_Zn","Zn0 –1WF5","intercalation","P 1","0.69","156","838","108","580","0.02","0.09",""
"mp-1225001_Li","Li0 –1Fe5O8","intercalation","-R 3 2""","0.69","65","317","45","218","0.16","0.35",""
"mvc-11780_Al","Al0 –0.38MoS2","intercalation","R 3 2""","0.67","177","812","120","548","0.27","0.09",""
"mp-1042860_Zn","ZnFe2(WO4)3","intercalation","-P 1","0.67","84","473","57","319","0.12","0.09",""
"mp-1043184_Zn","ZnV4(CuO4)3","intercalation","-I 2 2 3","0.66","82","443","54","294","0.07","0.11",""
"mp-1041140_Mg","Mg0 –1Ti3P3O13","intercalation","-P 2yb","0.66","114","356","76","236","0.03","0.13",""
"mvc-5033_Zn","Zn0 –2MoWO6","intercalation","-P 2ybc","0.65","212","1557","137","1007","0.04","0.06",""
"mp-1041271_Zn","Zn0 –1BaV4O8","intercalation","-P 3 2","0.65","100","460","65","298","0.31","0.23",""
"mp-1040786_Zn","Zn0 –0.5WO2","intercalation","R 3 2""","0.65","108","961","70","622","0.59","0.4",""
"mp-1042087_Mg","Mg0 –0.5WO2","intercalation","-P 1","0.65","118","938","76","606","0.24","0.46",""
"mvc-13889_Zn","Zn0 –0.5FeN","intercalation","C 2y","0.65","261","1453","170","946","1.05","0.58",""
"mvc-11138_Mg","Mg0 –0.5TiO2","intercalation","-P 2ac 2n","0.64","291","1268","186","810","0.07","0.12",""
"mp-1041899_Zn","Zn0 –0.5VO2","intercalation","-I 2b 2","0.64","232","1115","149","715","0.1","0.13",""
"mp-1045634_Zn","Zn0.25 –1FeO2","intercalation","P 1","0.64","262","1472","168","944","0.17","0.22",""
"mp-1040974_Zn","ZnHo(MoO3)2","intercalation","P 1","0.63","103","729","65","457","0.13","0.08",""
"mp-1008555_Al","Al0.27 –0.33Cu","intercalation","-P 4 2","0.62","74","540","46","334","0.07","0.01",""
"mp-1046251_Zn","Zn0 –2Ta2WO8","intercalation","-P 1","0.62","133","1124","82","693","0.28","0.17",""
"mvc-12231_Mg","Mg0.25 –1VO2","intercalation","C 2y","0.62","375","1473","231","909","0.09","0.32",""
"mp-1077177_Li","Li0 –1Mg2Ni","intercalation","C 2y","0.61","235","700","144","428","0.21","0.01",""
"mp-1042407_Zn","Zn0 –1CuW2O7","intercalation","-P 2yc","0.61","88","527","53","319","0.24","0.26",""
"mvc-11275_Zn","Zn0 –0.5VS2","intercalation","F 4d 2 3 1d","0.6","181","694","108","413","0.09","0.09",""
"mvc-1_Zn","Zn0 –0.5NiS2","intercalation","P 1","0.6","172","775","104","467","0.04","0.11",""
"mp-1044744_Zn","ZnPr(MoO3)2","intercalation","P 1","0.59","108","675","64","397","0.13","0.06",""
"mp-1044214_Mg","Mg0 –0.25WO2","intercalation","-R 3 2""","0.59","60","498","35","293","0.28","0.4",""
"mp-1046027_Al","Al0 –1Ba2TlSn2O7","intercalation","-P 2y","0.59","94","596","56","353","0.37","0.61",""
"mvc-13217_Zn","Zn0 –0.25VO2","intercalation","-C 2y","0.58","135","578","79","336","0.14","0.17",""
"mvc-11573_Zn","Zn0 –0.5VO2","intercalation","-P 2yb","0.58","232","1114","134","646","0.14","0.18",""
"mp-1045438_Al","Al0 –0.5FeS2","intercalation","F 4d 2 3 1d","0.58","301","1144","176","667","0.25","0.23",""
"mp-1043195_Zn","ZnV(GeO3)2","intercalation","-C 2yc","0.57","150","723","85","410","0.05","0.05",""
"mp-1043389_Zn","Zn0 –1NiP2WO9","intercalation","-P 2ac 2n","0.57","104","494","59","280","0.03","0.1",""
"mp-1043518_Zn","ZnV(Si2O5)2","intercalation","P 4ab 2n 1ab","0.57","138","439","79","252","0.16","0.13",""
"mp-1043368_Zn","ZnV(GeO3)2","intercalation","-P 2ybc","0.56","150","715","84","403","0.05","0.05",""
"mvc-11208_Zn","Zn0 –1La2MoO6","intercalation","-R 3","0.56","100","672","56","375","0.14","0.09",""
"mp-10870_Zn","Zn0 –1Zr5Sb3","intercalation","-P 6c 2","0.55","60","465","33","257","0.01","0",""
"mp-1215886_Zn","ZnFe3(SnS4)2","intercalation","I 2 2","0.55","74","342","40","188","0.17","0.16",""
"mp-752989_Li","Li0 –1Ti8O13","intercalation","-R 3","0.54","45","181","24","98","0.01","0.06",""
"mp-1044091_Zn","Zn0 –0.5MoPO5","intercalation","F 2 2d","0.54","112","496","61","270","0.07","0.13",""
"mvc-1_Al","Al0 –0.5NiS2","intercalation","P 1","0.54","295","1179","160","638","0.04","0.2",""
"mp-1022725_Li","Li0 –3Sn","intercalation","-F 2 2","0.53","576","1879","308","1004","0.06","0",""
"mvc-6278_Zn","Zn0 –0.5MoO2","intercalation","P 1","0.52","167","990","86","511","0.31","0.21",""
"mp-1078799_Li","Li1 –3NbF6","intercalation","-R 3","0.51","235","672","119","339","0","0.34",""
"mp-1048346_Al","Al0 –1Ba2V3O7","intercalation","P 1","0.5","142","752","70","372","0.36","0.42",""
"mp-2658_Al","Al0 –1Fe","intercalation","-P 4 2 3","0.48","971","5622","468","2708","0.78","0",""
"mp-1104162_Zn","Zn0 –0.5MnS2","intercalation","F 4d 2 3 1d","0.48","177","685","85","328","0.01","0.05",""
"mp-1045487_Al","Al0 –0.5MnS2","intercalation","F 4d 2 3 1d","0.48","303","1085","145","520","0.01","0.11",""
"mp-1047232_Mg","Mg0 –0.5WO2","intercalation","P 2c 2","0.48","118","1048","56","501","0.11","0.4",""
"mp-1046949_Zn","Zn0 –2Nb2WO8","intercalation","-P 1","0.47","171","1130","80","529","0.22","0.15",""
"mp-1190609_Zn","Zn0 –0.5VO2","intercalation","-P 2ac 2n","0.47","232","1231","109","581","0.08","0.17",""
"mp-1047621_Zn","Zn0 –0.5MoO2","intercalation","-C 2c 2","0.47","167","1056","79","498","0.27","0.2",""
"mp-1041165_Mg","MgTi2Be3(SiO4)3","intercalation","-P 2ybc","0.47","127","407","59","191","0.18","0.2",""
"mp-1046916_Mg","Mg0 –1BaTi4O8","intercalation","-P 3 2","0.47","111","471","52","219","0.22","0.22",""
"mp-25633_Zn","ZnV(SiO3)2","intercalation","P 1","0.44","200","760","89","337","0.07","0.06",""
"mp-10179_Li","Li0 –1MgSbPd","intercalation","F 4 2 3","0.44","103","630","45","277","0","0.07",""
"mp-1042654_Zn","ZnCu3(SnO3)4","intercalation","-I 2 2 3","0.44","58","385","26","171","0.05","0.17",""
"mp-554747_Li","Li5 –6La3Nb2O12","intercalation","P 1","0.43","32","166","14","72","0.05","0.08",""
"mp-1045325_Zn","Zn0 –0.5Mo4O5","intercalation","I 4bw 2","0.43","54","332","23","144","0.48","0.44",""
"mp-1040930_Zn","Zn0 –1Mo2P2O9","intercalation","-P 2ac 2n","0.42","116","479","49","203","0.03","0.03",""
"mp-1094034_Al","Al0 –1Ti3C2","intercalation","-P 6c 2c","0.4","413","1739","166","698","0.06","0",""
"mp-2646_Mg","Mg0 –1.5Sb","intercalation","-P 6c 2c","0.4","508","2001","201","792","0.28","0",""
