"Battid","Reduced Cell Formula","Type","Spacegroup","Average Voltage","Capacity Grav","Capacity Vol","Specific E Wh/kg","E Density Wh/l","Stability Charge","Stability Discharge",""
"mp-1177345_Li","Li2 –4MnNi3O8","intercalation","-C 2y","3.74","139","630","518","2355","0.05","0.01",""
"mp-763296_Li","Li12 –17Ni11O28","intercalation","P 1","3.72","111","473","411","1760","0.04","0.01",""
"mp-540484_Li","Li1 –2MnP2O7","intercalation","P 2yb","3.65","110","302","403","1101","0","0.01",""
"mp-769435_Li","Li9 –13Ni15O28","intercalation","-P 1","3.68","76","367","278","1353","0.03","0.01",""
"mp-762449_Li","Li7 –11Ni13O24","intercalation","-C 2y","3.71","88","432","325","1602","0.04","0.01",""
"mp-1177872_Li","Li2 –4Ni5O9","intercalation","P 1","3.64","115","576","420","2099","0.04","0.01",""
"mp-1045516_Li","Li0 –1NiO2","intercalation","-R 3 2""","3.82","275","1281","1049","4894","0.09","0.01",""
"mp-1222991_Li","Li0.2 –1NiO2","intercalation","-P 1","3.81","220","1028","836","3910","0.08","0.01",""
"mp-1177722_Li","Li3 –5Co2Ni3O10","intercalation","-P 2y","3.9","110","528","427","2058","0.08","0.01",""
"mp-762767_Li","LiFe(Ni2O5)2","intercalation","-P 2y","3.69","110","507","407","1871","0.05","0.01",""
"mp-762842_Li","Li6 –10FeNi9O20","intercalation","-P 1","3.71","110","511","409","1897","0.05","0.01",""
"mp-763391_Li","LiCo(SiO3)2","intercalation","C 2yc","3.74","119","347","446","1298","0.06","0.01",""
"mp-771856_Li","Li0 –1MnVO4","intercalation","-I 2b 2","3.73","152","572","565","2132","0.08","0.01",""
"mp-771785_Li","LiCo(NiO2)4","intercalation","-C 2y","3.62","182","959","658","3472","0.01","0.01",""
"mp-1176785_Li","Li0 –4Co3NiO8","intercalation","-R 3 2""","3.92","274","1330","1075","5220","0.08","0.01",""
"mp-761752_Li","Li0 –1VCoO4","intercalation","-C 2c 2","3.92","148","569","581","2230","0.05","0.01",""
"mp-763485_Li","Li1 –2CoSiO4","intercalation","P 2c 2n","3.82","163","517","620","1972","0.09","0.01",""
"mp-585177_Li","Li3 –5Mo2P5O18","intercalation","-P 1","3.81","80","265","305","1010","0.06","0.01",""
"mp-763686_Li","Li6 –8TiNi7O16","intercalation","P 1","3.74","70","320","260","1195","0.04","0.01",""
"mp-763210_Li","LiMn(BO3)2","intercalation","-P 2ybc","3.75","139","394","519","1475","0.08","0.01",""
"mp-771265_Li","Li0 –5TiMn9O20","intercalation","P 1","3.84","149","595","574","2288","0.06","0.01",""
"mp-1178201_Li","Li0 –3Co2NiO6","intercalation","P 1","3.8","274","1329","1041","5048","0.05","0.01",""
"mp-762917_Li","LiFe(NiO3)2","intercalation","-P 1","3.71","92","411","343","1526","0.05","0.01",""
"mp-1177727_Li","Li1 –2CoSiO4","intercalation","P 2yb","3.68","163","506","599","1864","0.07","0.01",""
"mp-762290_Li","LiFe3Co(PO4)4","intercalation","P 2y","3.67","169","596","621","2188","0.04","0.01",""
"mp-1177588_Li","Li2 –4MnFe3O8","intercalation","-C 2y","3.69","142","585","522","2157","0.09","0.01",""
"mp-769743_Li","Li3 –4Cr3NiO8","intercalation","P 2y","3.72","72","309","269","1150","0.06","0.01",""
"mp-1177918_Li","Li0.67 –0.92MnBO3","intercalation","P 1","3.83","56","177","214","676","0.07","0.01",""
"mp-770529_Li","Li0 –8Mn15CrO32","intercalation","P 1","3.91","149","596","581","2330","0.04","0.01",""
"mp-762809_Li","Li1 –2NiSnO4","intercalation","-P 2y","3.8","105","553","399","2104","0.07","0.01",""
"mp-764439_Li","Li2 –14MgCo13O28","intercalation","P 1","3.71","241","1157","894","4294","0.03","0.01",""
"mp-771740_Li","Li0 –2Mn3TeO8","intercalation","-R 3 2""","3.97","123","538","490","2136","0.12","0.01",""
"mp-1177998_Li","Li0 –2FeSiO4","intercalation","-P 2ac 2n","3.99","331","1018","1322","4061","0.25","0.01",""
"mp-776744_Li","LiMn3Cr3(SbO8)2","intercalation","P 1","3.94","126","590","498","2327","0.06","0.01",""
"mp-1178444_Li","LiCr(WO4)3","intercalation","P 1","3.68","130","837","479","3080","0.08","0.01",""
"mp-761652_Li","LiMn3Co(PO4)4","intercalation","P 2y","3.93","170","579","668","2275","0.02","0.01",""
"mp-770587_Li","Li3 –4Cr3CuO8","intercalation","-C 2y","3.63","71","304","259","1102","0.06","0.01",""
"mp-1200057_Li","LiLa3(SnO6)2","intercalation","I 4","3.84","142","761","547","2927","0.19","0.01",""
"mp-21496_Li","Li0 –1La4CuO8","intercalation","-C 2 2","3.93","36","239","140","941","0.06","0.01",""
"mp-1177597_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.83","169","586","648","2246","0.03","0.01",""
"mp-1177589_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.81","169","587","645","2241","0.02","0.01",""
"mp-764392_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.84","169","586","649","2248","0.03","0.01",""
"mp-1176456_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.85","169","587","651","2259","0.03","0.01",""
"mp-1176466_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.84","169","586","650","2255","0.03","0.01",""
"mp-1176481_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.85","169","584","651","2247","0.03","0.01",""
"mp-1176492_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.81","169","586","644","2232","0.02","0.01",""
"mp-1176518_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.81","169","586","645","2237","0.02","0.01",""
"mp-764410_Li","LiMnFeCo(PO4)3","intercalation","P 2ac 2","3.83","169","586","648","2248","0.03","0.01",""
"mp-770941_Li","Li0 –4Mn3Nb2Fe3O16","intercalation","P 1","3.94","134","580","526","2283","0.1","0.01",""
"mp-1154487_Al","Al0 –0.67MnSiO4","intercalation","-I 4bd 2c 3","3.72","325","1319","1209","4908","0.48","0.01",""
"mvc-15137_Zn","Zn0.5 –1BaFeF7","intercalation","P 2yc","3.87","68","318","265","1232","0.01","0.01",""
"mp-1048838_Mg","Mg0 –0.5FeO2","intercalation","P 1","3.85","268","1151","1032","4430","0.24","0.01",""
"mp-1101584_Li","Li0 –3Fe2P5O16","intercalation","-P 2yc","3.75","148","413","555","1548","0.02","0.02",""
"mp-1177408_Li","Li4 –6Fe5SbO12","intercalation","-C 2y","3.91","84","352","331","1376","0.19","0.02",""
"mp-763055_Li","Li0 –10Fe3Co7O20","intercalation","-P 2y","3.92","276","1299","1083","5090","0.1","0.02",""
"mp-762906_Li","Li2 –4Fe3CoO8","intercalation","-C 2y","3.73","140","608","524","2270","0.05","0.02",""
"mp-26341_Li","Li0 –1SbP2O7","intercalation","P 2yb","3.95","89","275","350","1085","0.04","0.02",""
"mp-762472_Li","Li4 –14Co13O28","intercalation","P 1","3.74","204","970","765","3629","0.05","0.02",""
"mp-767653_Li","Li0 –1Ni6O7","intercalation","-P 1","3.77","57","349","214","1313","0.04","0.02",""
"mp-762385_Li","Li0.36 –0.73NiO2","intercalation","P 1","3.73","102","479","380","1788","0.05","0.02",""
"mp-1176727_Li","Li0.33 –0.5MnPO4","intercalation","P 2yb","3.87","29","99","113","382","0.02","0.02",""
"mp-1178069_Li","Li2 –4Fe3CuO8","intercalation","-P 1","3.87","139","597","537","2312","0.07","0.02",""
"mp-771355_Li","Li0 –2.5TiMn4O10","intercalation","-C 2y","3.91","151","590","588","2307","0.08","0.02",""
"mp-776495_Li","Li1 –2FeF4","intercalation","-C 2yc","3.71","184","565","682","2097","0.08","0.02",""
"mp-1176463_Li","Li0 –2Mn3NbO8","intercalation","C 2yc","3.71","134","577","497","2140","0.08","0.02",""
"mp-1177431_Li","Li1.33 –2FeNiO4","intercalation","P 1","3.96","93","417","368","1652","0.08","0.02",""
"mp-762528_Li","Li5 –7Cr5O12","intercalation","P 1","3.9","107","412","417","1606","0.1","0.02",""
"mp-761661_Li","LiMn3Cu3(TeO8)2","intercalation","P 1","3.99","120","584","479","2335","0.05","0.02",""
"mp-705470_Li","Li0 –3Mo4P5O24","intercalation","P 1","3.62","85","274","309","992","0.01","0.02",""
"mp-1177993_Li","Li0 –2Mn3SnO8","intercalation","P 4acd 2ab 3","3.86","126","560","486","2157","0.09","0.02",""
"mp-763685_Li","Li4.5 –5FeO4","intercalation","P 2yc","3.7","87","219","321","809","0.07","0.02",""
"mp-18782_Li","Li0 –1FeO2","intercalation","I 4bw 2bw 1bw","3.96","283","1197","1118","4732","0.14","0.02",""
"mp-763462_Li","LiCo3(SiO4)2","intercalation","P 1","3.72","71","245","266","911","0.08","0.02",""
"mp-771730_Li","Li2 –4MgNi3O8","intercalation","-C 2y","3.68","151","644","554","2371","0.05","0.02",""
"mp-763371_Li","LiFe(CO3)2","intercalation","P 1","3.76","212","549","796","2064","0.1","0.02",""
"mp-771842_Li","Li2 –3Cr2NiO6","intercalation","-C 2y","3.93","96","408","377","1605","0.11","0.02",""
"mp-765418_Li","Li0 –4V2P4H3O16","intercalation","P 1","3.7","209","571","773","2111","0.08","0.02",""
"mp-767646_Li","LiSrLa15(CoO8)4","intercalation","P 1","3.64","27","181","99","658","0.03","0.02",""
"mp-767810_Li","LiZnCr3(SO4)6","intercalation","R 3","3.73","66","191","246","712","0","0.02",""
"mp-770336_Li","Li3 –4Cr3GaO8","intercalation","P 1","3.85","70","302","270","1161","0.06","0.02",""
"mp-767547_Li","LiCr3Ni(SO4)6","intercalation","R 3","3.69","67","194","246","715","0","0.02",""
"mp-764381_Li","Li3 –4CuNi3O8","intercalation","-P 1","3.63","68","323","246","1174","0.04","0.02",""
"mp-1177736_Li","Li3 –5Cu2Ni5O12","intercalation","P 1","3.96","83","412","328","1635","0.07","0.02",""
"mp-771688_Li","Li0 –4Mn3Nb2Cr3O16","intercalation","P 1","3.79","136","589","514","2231","0.07","0.02",""
"mp-1177545_Li","LiVFeP2(O4F)2","intercalation","-P 1","3.66","226","715","828","2619","0.04","0.02",""
"mp-757073_Li","Li0 –1Ba4Y2Cu5O14","intercalation","C 2y","3.71","21","123","78","458","0.07","0.02",""
"mp-772325_Li","LiMgCr3(SO4)6","intercalation","R 3","3.68","70","191","256","702","0","0.02",""
"mp-1177996_Li","LiMgCr3(SO4)6","intercalation","R 3","3.68","70","190","256","698","0","0.02",""
"mp-1177485_Li","LiFe3Cu(PO4)4","intercalation","P 2y","3.61","168","594","605","2141","0.03","0.02",""
"mp-771684_Li","Li0 –1Mg2Mn3O8","intercalation","R 3 2""","3.76","77","298","290","1122","0.04","0.02",""
"mp-763448_Li","LiCr3Fe3(TeO8)2","intercalation","C 2y","3.62","124","578","450","2096","0.07","0.02",""
"mp-764415_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.81","169","586","644","2233","0.03","0.02",""
"mp-763496_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.81","169","587","644","2235","0.03","0.02",""
"mp-1176473_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.8","169","585","643","2224","0.03","0.02",""
"mp-1176474_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.79","169","587","641","2224","0.02","0.02",""
"mp-1176526_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.73","169","588","631","2195","0.02","0.02",""
"mp-1040986_Mg","Mg0 –0.5FeO2","intercalation","C 2y","3.85","268","1138","1032","4383","0.25","0.02",""
"mp-1046375_Mg","MgSrCo(PO4)2","intercalation","-P 1","3.7","149","554","550","2051","0.08","0.02",""
"mvc-12122_Mg","Mg0 –0.5VCuO4","intercalation","-P 2ybc","3.83","141","552","538","2114","0.13","0.02",""
"mp-1046508_Mg","MgNi5(TeO6)3","intercalation","C 2y","3.87","202","1050","782","4065","0.2","0.02",""
"mp-1040886_Mg","Mg0 –1Cr2P2O9","intercalation","-P 2ac 2n","3.62","160","547","580","1978","0.06","0.02",""
"mp-1176966_Li","Li0 –9P8W3O29","intercalation","-P 3 2""c","3.61","182","652","657","2352","0.06","0.03",""
"mp-540231_Li","Li0 –2FeP2O7","intercalation","-P 2ybc","3.98","220","646","876","2570","0.05","0.03",""
"mp-26446_Li","LiSn4(PO4)3","intercalation","R 3 2""c","3.94","35","130","138","513","0.09","0.03",""
"mp-26311_Li","LiCu(PO4)2","intercalation","P 2yc","3.76","186","528","700","1986","0.05","0.03",""
"mp-26247_Li","LiCu(PO4)2","intercalation","P 1","3.78","186","539","703","2037","0.05","0.03",""
"mp-773618_Li","LiFe5(CoO6)2","intercalation","C 2y","3.61","86","393","310","1418","0.11","0.03",""
"mp-763230_Li","LiCr(BO3)2","intercalation","P 1","3.9","106","284","411","1108","0.08","0.03",""
"mp-774390_Li","Li0 –2Mn3SbO8","intercalation","P 4nw 2abw","3.93","125","551","491","2164","0.09","0.03",""
"mp-762588_Li","Li3 –5Mn2Ni5O12","intercalation","P 1","3.78","85","423","321","1599","0.06","0.03",""
"mvc-11564_Li","Li0 –0.5CoO2","intercalation","P 6 2","3.97","142","645","564","2562","0.02","0.03",""
"mp-31950_Li","LiMn(PO3)4","intercalation","C 2yc","3.95","70","181","275","713","0.02","0.03",""
"mp-31954_Li","LiMn5(P3O11)2","intercalation","-P 2ybc","3.76","128","389","480","1462","0.03","0.03",""
"mp-771660_Li","Li0 –2MnP2O7","intercalation","-P 1","3.97","221","606","877","2409","0","0.03",""
"mp-771388_Li","Li0 –2MnP2O7","intercalation","-P 2ybc","4","221","615","883","2461","0.01","0.03",""
"mp-762930_Li","Li0.6 –1NiO2","intercalation","-P 1","3.82","110","517","420","1976","0.09","0.03",""
"mp-25587_Li","Li0 –1NiO2","intercalation","-P 3 2""","3.73","275","1182","1023","4402","0.1","0.03",""
"mp-771605_Li","Li1.33 –2CrFeO4","intercalation","F 2 2","3.87","96","403","372","1560","0.11","0.03",""
"mp-1101532_Li","LiCr2(PO4)3","intercalation","-P 2yc","3.92","257","738","1008","2894","0.05","0.03",""
"mp-769633_Li","Li0 –2NaFePO4CO3","intercalation","P 2yb","3.63","216","620","786","2253","0.04","0.03",""
"mp-762771_Li","LiFe5(NiO6)2","intercalation","C 2y","3.87","86","398","333","1540","0.08","0.03",""
"mp-1176624_Li","LiMnV(PO4)3","intercalation","-P 1","3.7","192","543","711","2012","0.04","0.03",""
"mp-540344_Li","LiV(PO4)2","intercalation","-P 2ybc","3.87","205","628","792","2428","0.08","0.03",""
"mp-1101505_Li","LiMo(PO4)2","intercalation","P 1","3.82","89","282","342","1078","0.05","0.03",""
"mp-762815_Li","Li4 –5Ti2Ni5O12","intercalation","P 2yb","3.91","44","205","170","803","0.05","0.03",""
"mp-763633_Li","Li1 –2TiNiO4","intercalation","-I 2b 2","3.66","145","606","532","2218","0.05","0.03",""
"mp-767924_Li","Li3.75 –4.38FeO4","intercalation","P 2yc","3.85","112","277","429","1066","0.11","0.03",""
"mp-773288_Li","Li2 –3Fe2CuO6","intercalation","P 1","3.96","92","395","363","1564","0.06","0.03",""
"mp-764957_Li","Li1 –2CoSiO4","intercalation","P 2c 2n","3.62","163","524","588","1897","0.08","0.03",""
"mp-765660_Li","Li0 –4Mn2V3O12","intercalation","-P 2ybc","3.95","222","675","878","2668","0.08","0.03",""
"mp-1177877_Li","LiMnVP2(O4F)2","intercalation","-P 1","3.73","227","705","846","2630","0.01","0.03",""
"mp-763238_Li","Li2 –4Cr2P4H3O16","intercalation","P 1","3.71","104","288","386","1067","0.05","0.03",""
"mp-761403_Li","LiVNi3(PO4)4","intercalation","P 2y","3.97","169","614","670","2434","0.08","0.03",""
"mp-761712_Li","LiCr3Co3(TeO8)2","intercalation","C 2y","3.86","123","601","475","2321","0.08","0.03",""
"mp-763178_Li","LiTi3Ni3(TeO8)2","intercalation","C 2y","3.85","125","579","481","2229","0.1","0.03",""
"mp-1176660_Li","Li1 –2MnPO4CO3","intercalation","P 1","3.91","120","323","468","1262","0.02","0.03",""
"mp-762899_Li","Li2 –3Ni2SnO6","intercalation","-P 1","3.7","76","386","281","1426","0.06","0.03",""
"mp-1177928_Li","Li2 –4MgCo3O8","intercalation","-C 2y","3.62","150","665","544","2406","0.05","0.03",""
"mp-766750_Li","LiMnCu(PO4)2","intercalation","-P 2yb","3.97","166","590","660","2343","0.02","0.03",""
"mp-1176649_Li","Li1 –2MnPO4F","intercalation","P 1","4","147","450","586","1798","0.05","0.03",""
"mp-777250_Li","Li0.67 –0.83MnBO3","intercalation","P 1","3.99","37","118","149","472","0.07","0.03",""
"mp-1176692_Li","Li1 –3FePO4CO3","intercalation","-P 1","3.74","231","640","864","2392","0.05","0.03",""
"mp-762038_Li","LiCrCo3(PO4)4","intercalation","P 2y","3.85","168","598","648","2301","0.04","0.03",""
"mp-775167_Li","LiFeCu(PO4)2","intercalation","-P 2yb","3.71","166","620","615","2298","0.02","0.03",""
"mp-1177280_Li","LiTi3Mn3(SnO8)2","intercalation","C 2y","3.63","129","569","470","2068","0.1","0.03",""
"mp-767459_Li","Li0 –1.5V3Fe2CuO12","intercalation","-P 1","3.67","76","274","278","1007","0.05","0.03",""
"mp-1176487_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.71","169","588","627","2182","0.03","0.03",""
"mvc-12125_Mg","Mg0 –0.5FeO2","intercalation","R 3 2""","3.9","268","1142","1045","4455","0.28","0.03",""
"mp-1045769_Mg","Mg0 –1Ba2Mn2CuF14","intercalation","P 1","3.93","73","323","285","1269","0","0.03",""
"mvc-14312_Mg","Mg0 –1VF5","intercalation","P 1","3.81","315","977","1199","3719","0.06","0.03",""
"mp-763370_Li","Li0 –1P2WO8","intercalation","-P 2ybc","3.73","70","257","263","959","0.01","0.04",""
"mp-764082_Li","Li0 –4V3OF11","intercalation","-P 1","3.93","264","773","1040","3041","0.02","0.04",""
"mp-540395_Li","LiSn4(PO4)3","intercalation","P 6c","3.79","35","154","133","584","0.09","0.04",""
"mp-1178257_Li","LiFe7(PO4)8","intercalation","C 2y","3.94","178","592","700","2333","0.09","0.04",""
"mp-761456_Li","Li0 –2FeP2O7","intercalation","-P 2ybc","3.89","220","645","855","2508","0.05","0.04",""
"mp-673092_Li","LiSn(PO3)6","intercalation","P 1","3.91","86","252","338","984","0.08","0.04",""
"mp-26855_Li","LiSn(PO3)4","intercalation","P 4n 2 1n","3.91","60","194","233","758","0.08","0.04",""
"mp-1177536_Li","Li2 –4Ni3TeO8","intercalation","-C 2y","3.62","117","584","422","2115","0.08","0.04",""
"mp-26795_Li","Li0 –1Cu5P3O13","intercalation","-P 1","3.64","43","175","156","635","0.02","0.04",""
"mp-26741_Li","LiCu4(PO4)3","intercalation","-C 2yc","3.88","49","195","191","756","0.03","0.04",""
"mp-764776_Li","Li0 –1V3O5F3","intercalation","C 2yc","3.97","90","346","359","1373","0.06","0.04",""
"mp-1176801_Li","Li0 –1CoPO4","intercalation","-P 2ybc","3.93","167","510","654","2004","0.01","0.04",""
"mp-771231_Li","Li0 –4Mn5Co3O16","intercalation","P 1","3.89","146","664","568","2585","0.04","0.04",""
"mp-761974_Li","Li0 –1CoPO4","intercalation","-P 2ybc","3.89","167","515","649","2006","0","0.04",""
"mp-540379_Li","Li0 –1SbP2O7","intercalation","-P 2ybc","3.89","89","299","344","1162","0.05","0.04",""
"mp-769848_Li","Li0 –4Mn5Sb3O16","intercalation","C 2y","3.67","116","544","426","1996","0.09","0.04",""
"mp-705640_Li","Li0 –20Co21O40","intercalation","I 4","3.61","266","1311","961","4737","0.06","0.04",""
"mp-504387_Li","LiMn5(P2O7)4","intercalation","-P 1","3.96","159","470","629","1864","0.04","0.04",""
"mp-1176756_Li","LiMn4(P2O7)3","intercalation","-P 2ybc","3.86","36","109","138","420","0.03","0.04",""
"mp-1177925_Li","LiMn2(PO4)3","intercalation","-P 2ybc","3.93","250","729","982","2867","0.03","0.04",""
"mp-770531_Li","Li0 –2MnP2O7","intercalation","-P 2ybc","3.9","221","613","860","2388","0","0.04",""
"mp-770558_Li","Li0 –2MnP2O7","intercalation","-P 2ybc","3.92","221","637","864","2494","0.01","0.04",""
"mp-767906_Li","Li0 –1MnPO4","intercalation","P 1","3.91","171","557","667","2176","0.07","0.04",""
"mp-1176664_Li","Li0 –0.67MnPO4","intercalation","-C 2yc","3.65","116","393","423","1438","0.02","0.04",""
"mp-1176684_Li","Li0.5 –1MnPO4","intercalation","P 2yb","3.99","85","277","341","1105","0.06","0.04",""
"mp-1176627_Li","LiV(SO4)2","intercalation","-P 2ac 2ab","3.68","209","578","767","2125","0","0.04",""
"mp-770152_Li","Li0 –4Ti2Mn3Cr3O16","intercalation","P 1","3.99","153","624","610","2486","0.08","0.04",""
"mp-772122_Li","Li1 –3V4CuO12","intercalation","C 2y","3.77","112","348","421","1313","0.04","0.04",""
"mp-762764_Li","LiFe3(NiO5)2","intercalation","P 1","3.74","56","243","209","909","0.07","0.04",""
"mp-32465_Li","LiV(PO4)2","intercalation","-P 2ybc","3.76","105","300","396","1130","0.03","0.04",""
"mp-689929_Li","LiV(PO4)2","intercalation","P 1","3.83","205","600","785","2300","0.09","0.04",""
"mp-761362_Li","Li0 –1VPO5","intercalation","P 2c 2n","3.66","159","416","581","1524","0.03","0.04",""
