"Battid","Reduced Cell Formula","Type","Spacegroup","Average Voltage","Capacity Grav","Capacity Vol","Specific E Wh/kg","E Density Wh/l","Stability Charge","Stability Discharge",""
"mp-762454_Li","Li0.67 –1CrO2","intercalation","F 2 2 1d","3.63","98","410","357","1490","0.08","0.04",""
"mp-1101228_Li","Li0 –4V2F9","intercalation","P 3 2""c","3.93","357","1103","1401","4332","0.06","0.04",""
"mp-1174492_Li","Li2.5 –5Mn3O8","intercalation","C 2y","3.63","205","780","742","2830","0.08","0.04",""
"mp-1177554_Li","LiCr2(PO4)3","intercalation","-P 2n 2ab","3.89","257","734","1000","2854","0.06","0.04",""
"mp-1178258_Li","Li0 –2FeCSO7","intercalation","-P 2yb","3.97","237","622","943","2470","0.08","0.04",""
"mp-762559_Li","LiTi(NiO3)2","intercalation","-C 2y","3.68","95","413","350","1519","0.06","0.04",""
"mp-1178060_Li","Li0.67 –1FeO2","intercalation","P 1","3.86","94","384","364","1481","0.06","0.04",""
"mp-766113_Li","LiV(TeO4)3","intercalation","P 2y","3.6","123","580","443","2087","0.03","0.04",""
"mp-773983_Li","LiMgCr3Se3(SO8)3","intercalation","P 1","3.69","59","180","217","664","0","0.04",""
"mp-1177164_Li","Li3 –4VAs2O9","intercalation","P 2c 2n","3.71","72","227","267","845","0.05","0.04",""
"mp-1176894_Li","Li1 –2.5MnPO4CO3","intercalation","-P 1","3.74","177","480","662","1794","0.02","0.04",""
"mp-1177806_Li","Li1.5 –2VCO5","intercalation","P 2c 2","3.94","85","269","337","1060","0.07","0.04",""
"mp-764085_Li","Li0 –2NaMnPO4CO3","intercalation","-P 1","3.61","217","606","785","2191","0","0.04",""
"mp-763833_Li","Li0 –2NaMnPO4CO3","intercalation","P 2yb","3.63","217","608","789","2208","0.01","0.04",""
"mp-1178025_Li","Li0 –2Co3TeO8","intercalation","P 6c 2c","3.84","120","599","461","2297","0.02","0.04",""
"mp-1177182_Li","LiVCo3(PO4)4","intercalation","P 2y","3.66","169","603","618","2209","0.05","0.04",""
"mp-850096_Li","Li0.33 –0.67MnBO3","intercalation","-P 1","3.63","75","240","274","871","0.09","0.04",""
"mp-1176495_Li","Li0 –4Mn2Cr3Sb3O16","intercalation","C 2y","3.61","117","547","423","1975","0.11","0.04",""
"mp-770902_Li","Li1 –3FeAsCO7","intercalation","P 2yb","3.73","194","605","725","2255","0.07","0.04",""
"mp-1177402_Li","LiFeCu3(PO4)4","intercalation","P 2y","3.91","164","607","641","2374","0.02","0.04",""
"mp-762505_Li","LiTi3Co3(SbO8)2","intercalation","P 1","3.81","126","584","482","2227","0.1","0.04",""
"mp-19206_Li","Li0 –1La4CoO8","intercalation","-C 2 2","3.67","36","241","131","882","0.04","0.04",""
"mp-767974_Li","Li0 –1La4CoO8","intercalation","I 4bw 2bw 1bw","3.69","36","241","132","889","0.04","0.04",""
"mp-1177596_Li","LiMnFeCo(PO4)3","intercalation","P 2y","3.64","169","586","616","2136","0.02","0.04",""
"mp-763519_Li","Li0 –4Mn3Nb2Co3O16","intercalation","P 1","3.75","132","600","495","2251","0.08","0.04",""
"mp-768755_Li","LiSn2(SO4)3","intercalation","-P 2n 2ab","3.89","99","297","387","1156","0.09","0.04",""
"mp-1163946_Al","Al0 –0.67CoSiO4","intercalation","-I 4bd 2c 3","3.95","317","1380","1254","5455","0.51","0.04",""
"mvc-13181_Mg","Mg0 –0.5FeO2","intercalation","C 2y","3.96","268","1144","1062","4536","0.31","0.04",""
"mp-1041464_Mg","Mg0 –1Fe3P3O13","intercalation","-P 2yb","3.86","109","369","420","1423","0.09","0.04",""
"mp-1043448_Mg","MgNi3(P2O7)2","intercalation","-P 2ybc","3.75","98","373","367","1398","0.04","0.04",""
"mp-1044071_Mg","Mg0 –1CrNiP2O9","intercalation","P 2y","3.85","157","544","605","2093","0.09","0.04",""
"mp-1043031_Mg","Mg0 –1TiNiP2O9","intercalation","P 1","4","159","541","636","2163","0.12","0.04",""
"mp-763483_Li","Li0 –1P2WO8","intercalation","P 2ac 2ab","3.61","70","264","254","952","0.01","0.05",""
"mp-767263_Li","Li0.5 –1FePO4","intercalation","P 1","3.69","85","256","314","945","0.08","0.05",""
"mp-764394_Li","Li0 –3Mn5OF11","intercalation","P 1","3.8","154","541","587","2055","0.05","0.05",""
"mp-766932_Li","Li0 –1Mn5O7F","intercalation","R 3 2""","3.74","65","276","243","1032","0.08","0.05",""
"mp-767275_Li","Li1 –2CoCuO4","intercalation","-P 1","3.63","134","652","486","2366","0.06","0.05",""
"mp-762657_Li","LiFe(PO3)3","intercalation","-P 1","3.69","89","258","330","951","0.07","0.05",""
"mp-705381_Li","Li0 –4Fe3P4O15","intercalation","P 2c 2n","3.72","192","588","712","2187","0.08","0.05",""
"mp-765764_Li","Li0 –1V4O5F7","intercalation","C 2y","3.63","63","212","229","771","0.02","0.05",""
"mp-26851_Li","Li1 –2CuPO4","intercalation","P 1","3.78","155","515","587","1945","0.14","0.05",""
"mp-764398_Li","Li0 –2VOF3","intercalation","P 4w","3.81","389","1146","1480","4361","0.06","0.05",""
"mp-764030_Li","Li0 –1V4O5F7","intercalation","C 2y","3.67","63","214","232","785","0.03","0.05",""
"mp-31521_Li","Li0 –1CoPO4","intercalation","-C 2c 2","3.9","167","624","650","2435","0.01","0.05",""
"mp-1178126_Li","Li0 –5Fe2Co3O10","intercalation","P 2y","3.83","277","1307","1061","5002","0.11","0.05",""
"mp-761588_Li","Li0 –2MnCo3O8","intercalation","P 6c 2c","3.96","143","697","568","2759","0.03","0.05",""
"mp-1174049_Li","Li2 –5Mn2CoO8","intercalation","-C 2y","3.93","243","955","954","3756","0.12","0.05",""
"mp-764232_Li","Li0 –1VO2F","intercalation","-P 2ac 2n","3.66","246","742","901","2715","0.01","0.05",""
"mp-764754_Li","Li0 –1V3O5F3","intercalation","C 2yc","3.94","90","344","356","1356","0.07","0.05",""
"mp-777025_Li","Li0 –1CoPO4","intercalation","-P 2ac 2n","3.95","167","619","659","2448","0.02","0.05",""
"mp-761658_Li","Li1 –2CoP2O7","intercalation","-P 1","3.9","109","335","424","1307","0.03","0.05",""
"mp-1176784_Li","Li0 –1CoPO4","intercalation","P 2c 2n","3.93","167","510","654","2001","0.01","0.05",""
"mp-25950_Li","Li0 –1SbP2O7","intercalation","-P 2ybc","3.69","89","305","327","1126","0.04","0.05",""
"mp-540474_Li","Li0 –1MnPO4","intercalation","P 2yb","3.9","171","533","667","2082","0.07","0.05",""
"mp-776879_Li","Li0 –4Ti3Mn2Cr3O16","intercalation","P 1","3.9","155","614","603","2394","0.1","0.05",""
"mp-775349_Li","LiCr(Si2O5)3","intercalation","C 2 2c","3.84","111","283","427","1087","0.09","0.05",""
"mp-771683_Li","Li0 –2TiMn3O8","intercalation","-R 3 2""","3.72","151","592","562","2203","0.09","0.05",""
"mp-1177711_Li","Li2.5 –4Co2Si3O10","intercalation","P 1","3.65","103","316","377","1153","0.09","0.05",""
"mp-764017_Li","Li0 –3Co3NiO8","intercalation","P 6c 2c","3.86","209","1048","807","4039","0.08","0.05",""
"mp-1047121_Li","Li0 –0.5CrO2","intercalation","-P 2ac 2n","3.71","153","650","568","2410","0.07","0.05",""
"mp-753860_Li","Li0 –1SiBi3O7","intercalation","P 6c","3.68","35","267","128","983","0.09","0.05",""
"mp-772741_Li","Li0 –2Mn3SnO8","intercalation","-R 3 2""","3.72","126","560","469","2084","0.1","0.05",""
"mp-1177185_Li","Li3 –5Fe3O8","intercalation","C 2yc","3.81","162","609","619","2322","0.1","0.05",""
"mp-770604_Li","LiCoH8(CO5)2","intercalation","-P 2ybc","3.8","202","432","770","1643","0.04","0.05",""
"mp-771451_Li","Li4 –5Mn2Cu3O10","intercalation","-P 1","3.91","54","241","212","943","0.07","0.05",""
"mp-774237_Li","Li4 –5Cr2Ni5O12","intercalation","P 2yb","3.85","43","207","165","799","0.1","0.05",""
"mp-684059_Li","LiTi(PO3)5","intercalation","P 2yc","3.77","59","138","221","519","0.08","0.05",""
"mp-770656_Li","Li4 –6TiFe5O12","intercalation","-C 2y","3.73","96","382","357","1426","0.13","0.05",""
"mp-771553_Li","Li0 –4Mn5Cr3O16","intercalation","C 2y","3.89","150","628","584","2444","0.05","0.05",""
"mp-770080_Li","Li2 –3MnSiCO7","intercalation","-P 2yb","3.67","118","329","431","1206","0.07","0.05",""
"mp-767978_Li","LiLa7(FeO8)2","intercalation","C 2y","3.96","59","361","234","1432","0.12","0.05",""
"mp-771757_Li","LiV3Co3(TeO8)2","intercalation","P 1","3.77","123","556","466","2098","0.15","0.05",""
"mp-762552_Li","Li3 –4NbNi3O8","intercalation","-C 2y","3.78","63","299","238","1127","0.07","0.05",""
"mp-771387_Li","Li4 –6Mn2C4SO16","intercalation","F 2 2 1d","3.91","110","292","430","1140","0.06","0.05",""
"mp-1176828_Li","LiMnH4(SO5)2","intercalation","P 1","3.8","90","225","343","853","0.02","0.05",""
"mp-1041009_Mg","Mg0 –1Fe2P2O9","intercalation","P 1","3.98","157","537","624","2136","0.14","0.05",""
"mp-1042045_Mg","Mg0 –0.5NiO2","intercalation","C 2y","3.86","261","1260","1007","4869","0.32","0.05",""
"mvc-4499_Mg","MgCr2(GeO4)3","intercalation","-I 4bd 2c 3","3.92","274","1218","1076","4782","0.32","0.05",""
"mp-767187_Li","Li0 –3Mn5OF11","intercalation","P 1","3.83","154","544","591","2081","0.07","0.06",""
"mp-684052_Li","Li0 –1Sn6P7O24","intercalation","-P 2yb","3.87","20","76","79","293","0.09","0.06",""
"mp-1176596_Li","Li0 –4V3OF11","intercalation","-P 1","3.86","264","778","1020","3005","0.02","0.06",""
"mp-777940_Li","Li0 –4V3OF11","intercalation","P 1","3.92","264","763","1037","2993","0.04","0.06",""
"mp-673145_Li","LiCu4(PO4)3","intercalation","-P 1","3.77","49","188","185","710","0.04","0.06",""
"mp-26467_Li","Li0 –2CuPO4","intercalation","-P 2ybc","3.9","311","1029","1213","4016","0.12","0.06",""
"mp-771739_Li","LiMn(SbO3)4","intercalation","P 1","3.64","107","586","387","2130","0.03","0.06",""
"mp-769892_Li","Li0 –4Mn3Co5O16","intercalation","C 2y","3.99","144","684","575","2728","0.05","0.06",""
"mp-763110_Li","Li0 –2FeCoO4","intercalation","-P 2y","3.78","278","1208","1053","4570","0.12","0.06",""
"mp-705884_Li","Li0 –2FePHO5","intercalation","-P 1","3.63","295","880","1071","3196","0.09","0.06",""
"mp-1178274_Li","Li0 –1Fe4OF7","intercalation","P 2yb","3.68","71","277","260","1019","0.13","0.06",""
"mp-765864_Li","Li0 –4TiCo3O8","intercalation","-R 3 2""","3.6","282","1265","1015","4557","0.1","0.06",""
"mp-766904_Li","Li0 –3MnV4O12","intercalation","C 2y","3.6","171","510","614","1838","0.06","0.06",""
"mp-1176990_Li","LiV3Cu(PO4)6","intercalation","R 3","3.71","194","578","720","2142","0.02","0.06",""
"mp-761997_Li","LiCrNi(PO4)2","intercalation","-P 2yb","3.68","170","601","628","2213","0.06","0.06",""
"mp-770915_Li","Li0 –4Ti3Mn3Cr2O16","intercalation","C 2y","3.8","154","611","585","2323","0.1","0.06",""
"mp-764638_Li","Li1 –2FeO3","intercalation","-P 2a 2bc","3.81","228","831","867","3165","0.14","0.06",""
"mp-762239_Li","LiMn(CO3)2","intercalation","-P 2ybc","3.86","284","688","1095","2653","0.09","0.06",""
"mp-761614_Li","LiCoCu(PO4)2","intercalation","-P 2yb","3.83","203","722","777","2761","0.02","0.06",""
"mp-1189797_Li","Li0 –2CrF4","intercalation","-P 4n 2n","3.86","378","1103","1460","4263","0.01","0.06",""
"mp-768589_Li","Li2 –3CuAsCO7","intercalation","-P 2yb","3.63","95","313","343","1135","0.04","0.06",""
"mp-1177535_Li","Li0.5 –2VH2OF5","intercalation","P 1","3.9","226","567","882","2213","0.03","0.06",""
"mp-773540_Li","LiMn5Ni(PO4)6","intercalation","R 3","3.72","115","376","428","1396","0.05","0.06",""
"mp-769581_Li","Li0 –4Mn3Cr2Co3O16","intercalation","C 2y","3.96","147","648","581","2562","0.06","0.06",""
"mp-770036_Li","Li0 –4Mn3V2Cr3O16","intercalation","P 1","3.72","152","622","564","2310","0.08","0.06",""
"mp-775790_Li","LiCrTe(WO6)2","intercalation","P 1","3.76","140","832","526","3130","0.09","0.06",""
"mp-770905_Li","Li1 –3MnAsCO7","intercalation","P 2yb","3.63","195","597","709","2167","0.04","0.06",""
"mp-756830_Li","LiMgCu2(SiO3)4","intercalation","-P 1","3.65","114","399","417","1457","0.07","0.06",""
"mp-1042019_Al","Al0 –0.5NiO2","intercalation","-I 2b 2","3.62","386","1946","1397","7043","0.45","0.06",""
"mp-1157835_Mg","MgCr2(SiO4)3","intercalation","-I 4bd 2c 3","3.98","355","1314","1413","5229","0.38","0.06",""
"mp-1045896_Mg","Mg0 –2Ni9O13","intercalation","-C 2y","3.75","137","779","512","2922","0.19","0.06",""
"mp-1043361_Mg","Mg0 –0.5Ni2O3","intercalation","-C 2c 2","3.82","151","846","576","3230","0.22","0.06",""
"mp-1047668_Mg","Mg0 –0.5NiO2","intercalation","-C 2c 2","3.82","261","1377","996","5265","0.32","0.06",""
"mp-1043098_Mg","Mg0 –1MnNiP2O9","intercalation","P 1","3.95","156","558","615","2202","0.12","0.06",""
"mp-765945_Li","Li0 –2Mn4OF8","intercalation","C 2yc","3.63","133","476","484","1727","0.07","0.07",""
"mp-763486_Li","Li0 –2Mn3OF6","intercalation","P 1","3.6","174","600","626","2163","0.07","0.07",""
"mp-764272_Li","LiV(OF)2","intercalation","P 2y","3.72","199","590","739","2192","0.07","0.07",""
"mp-770991_Li","LiFe(SbO3)4","intercalation","P 1","3.74","106","591","398","2208","0.08","0.07",""
"mp-761579_Li","Li0 –2FeCo3O8","intercalation","P 6c 2c","3.84","143","653","549","2507","0.06","0.07",""
"mp-1176567_Li","Li0 –4V3OF11","intercalation","-P 1","3.94","264","777","1042","3062","0.05","0.07",""
"mp-1177030_Li","Li0 –11V6O5F19","intercalation","P 1","3.68","358","1083","1318","3983","0.02","0.07",""
"mp-1177195_Li","Li0 –4V3OF11","intercalation","P 2yc","3.8","264","770","1004","2925","0.01","0.07",""
"mp-777941_Li","Li0 –11V6O5F19","intercalation","P 1","3.68","358","1085","1318","3994","0.03","0.07",""
"mp-1177749_Li","Li0 –2VOF3","intercalation","P 2yc","3.64","389","1187","1418","4325","0.02","0.07",""
"mp-761650_Li","LiFe(CoO3)2","intercalation","-C 2bc 2","3.95","189","829","746","3271","0.11","0.07",""
"mp-771206_Li","Li0 –4FeCo5O12","intercalation","-C 2y","3.81","188","848","716","3232","0.07","0.07",""
"mp-761951_Li","Li0 –1CoPO4","intercalation","P 65","3.78","167","544","630","2055","0.01","0.07",""
"mp-1176497_Li","Li0 –2Mn2CoO6","intercalation","-C 2bc 2","3.9","192","775","750","3024","0.13","0.07",""
"mp-1097885_Li","Li0 –1CoO2","intercalation","-I 2b 2","3.64","274","1284","997","4674","0.06","0.07",""
"mp-761545_Li","Li0 –1MnPO4","intercalation","P 31 2""","3.87","171","406","661","1573","0.09","0.07",""
"mp-763933_Li","Li2 –3CrFe3O8","intercalation","C 2yc","3.71","73","308","270","1143","0.12","0.07",""
"mp-771460_Li","Li0 –4TiCo5O12","intercalation","-C 2y","3.8","191","851","724","3231","0.07","0.07",""
"mp-772680_Li","Li0 –4Co5NiO12","intercalation","-C 2y","3.67","187","867","686","3179","0.03","0.07",""
"mp-1176534_Li","Li0 –1VF4","intercalation","-P 2ac 2n","3.87","200","555","775","2149","0.01","0.07",""
"mp-765216_Li","Li0 –1VF4","intercalation","-P 2ac 2n","3.97","200","513","794","2037","0.02","0.07",""
"mp-1176775_Li","Li1 –2Cu2C2O7","intercalation","-P 2ybc","3.68","97","330","356","1215","0.08","0.07",""
"mp-1176883_Li","Li7 –12Fe5O16","intercalation","P 1","3.64","217","750","789","2729","0.14","0.07",""
"mp-772348_Li","Li2.75 –3FeO3","intercalation","P 2y","3.72","54","155","200","577","0.11","0.07",""
"mp-771522_Li","Li4 –5Fe2Cu3O10","intercalation","-P 1","3.98","54","233","215","927","0.09","0.07",""
"mp-1101280_Li","Li0 –3TiCo3O8","intercalation","C 2yc","3.64","215","1025","785","3735","0.06","0.07",""
"mp-1101465_Li","Li0 –2VCo3O8","intercalation","C 2yc","3.96","145","691","575","2737","0.07","0.07",""
"mp-1177001_Li","LiMn3V(PO4)6","intercalation","R 3","3.97","194","573","773","2278","0.04","0.07",""
"mp-761442_Li","LiFe3Co(PO4)6","intercalation","P 1","3.62","32","92","115","332","0.06","0.07",""
"mp-765911_Li","Li0 –2Mn7F18","intercalation","-P 1","3.93","72","231","285","909","0.04","0.07",""
"mp-767189_Li","Li0 –2Mn7F16","intercalation","-R 3","3.81","76","274","291","1045","0.05","0.07",""
"mp-25372_Li","Li0 –1CuO2","intercalation","-R 3 2""","3.91","262","1241","1023","4855","0.16","0.07",""
"mp-763307_Li","Li0 –4Ti3Mn2Co3O16","intercalation","P 1","3.92","150","646","588","2532","0.1","0.07",""
"mp-1177362_Li","LiMn5Cu(PO4)6","intercalation","R 3","3.75","115","374","430","1402","0.05","0.07",""
"mp-765811_Li","LiNi3Sn(PO4)4","intercalation","P 2y","3.7","153","581","565","2151","0.07","0.07",""
"mp-772336_Li","LiMnNi(PO4)2","intercalation","R 3","3.79","114","391","433","1482","0.03","0.07",""
"mp-763518_Li","LiMn2Ni(PO4)3","intercalation","-R 3 2""c","3.68","115","384","422","1415","0.04","0.07",""
"mp-762448_Li","LiFe3Sb(PO4)6","intercalation","R 3","3.92","179","552","700","2163","0.06","0.07",""
"mp-761760_Li","LiMn2Co(PO4)3","intercalation","-R 3 2""c","3.79","115","381","434","1441","0.06","0.07",""
"mp-765461_Li","LiMn5Co(PO4)6","intercalation","R 3","3.75","115","375","432","1407","0.06","0.07",""
"mp-762224_Li","LiCu3Sb(PO4)4","intercalation","P 2y","3.65","149","573","544","2093","0.07","0.07",""
"mp-766403_Li","LiMg3Cu9(SiO3)16","intercalation","-P 1","3.6","112","396","403","1428","0.07","0.07",""
"mp-1178054_Li","LiCrCu(PO4)2","intercalation","-P 2yb","3.6","168","598","605","2155","0.04","0.07",""
"mp-1177299_Li","LiTiFe2Ni3(PO4)6","intercalation","R 3","3.84","115","386","442","1485","0.08","0.07",""
"mp-763171_Li","LiMn2VNi3(PO4)6","intercalation","R 3","3.97","115","385","455","1529","0.08","0.07",""
"mp-775181_Li","LiMn3Nb(PO4)6","intercalation","R 3","3.92","185","539","724","2111","0.03","0.07",""
"mp-1040809_Mg","Mg0 –0.5NiO2","intercalation","R 3 2""","3.63","261","1243","946","4516","0.26","0.07",""
"mp-763854_Li","Li0 –2Mn3OF6","intercalation","-P 1","3.67","174","585","638","2150","0.09","0.08",""
"mp-771505_Li","Li0 –4CrCo5O12","intercalation","-C 2y","3.79","189","852","717","3226","0.07","0.08",""
"mp-766730_Li","LiCr3(CoO6)2","intercalation","-P 2ybc","3.63","165","528","599","1915","0","0.08",""
"mp-764557_Li","Li0 –11V6O5F19","intercalation","P 1","3.68","358","1092","1320","4024","0.04","0.08",""
"mp-764199_Li","Li0 –2VOF3","intercalation","C 2y","3.78","389","1183","1471","4473","0.09","0.08",""
"mp-779212_Li","Li0 –11V6O5F19","intercalation","P 1","3.67","358","1086","1315","3984","0.03","0.08",""
"mp-1178094_Li","Li0 –11V6O5F19","intercalation","P 1","3.67","358","1091","1314","4003","0.03","0.08",""
"mp-1177034_Li","Li0 –11V6O5F19","intercalation","P 1","3.66","358","1079","1310","3944","0.03","0.08",""
"mp-761557_Li","Li0 –4Co5SbO12","intercalation","-C 2y","3.77","169","833","636","3142","0.07","0.08",""
"mp-761737_Li","Li0 –2MnCo3O8","intercalation","-R 3 2""","3.96","143","641","568","2539","0.06","0.08",""
"mp-1177905_Li","Li0 –2MnP2O7","intercalation","-P 6c","3.7","221","565","816","2088","0.01","0.08",""
"mp-771732_Li","Li2 –3MnBPO7","intercalation","-P 2yb","3.62","117","322","422","1164","0.07","0.08",""
"mp-763612_Li","LiMn(CO3)2","intercalation","P 2yb","3.76","145","309","544","1163","0.09","0.08",""
"mp-764718_Li","Li0.75 –1FeO2","intercalation","C 2y","3.91","71","301","277","1178","0.1","0.08",""
"mp-1222364_Li","Li0.5 –1LaNb4O12","intercalation","-C 2 2","3.73","19","88","70","327","0.08","0.08",""
"mp-763332_Li","Li2 –3MnF5","intercalation","P 2c 2n","3.71","157","377","583","1402","0.06","0.08",""
"mp-761512_Li","Li0 –2Co3TeO8","intercalation","-R 3 2""","3.7","120","623","445","2308","0.05","0.08",""
"mp-25205_Li","LiCu5(Si2O7)2","intercalation","-P 1","3.95","80","315","317","1245","0.12","0.08",""
"mp-1176949_Li","LiTiMn3(PO4)6","intercalation","R 3","3.9","256","696","997","2713","0.05","0.08",""
"mp-1176455_Li","Li0 –6Mn3P6WO24","intercalation","R 3","3.7","167","541","620","2003","0.02","0.08",""
"mp-1176520_Li","Li0 –4Mn2Cr3Co3O16","intercalation","P 1","3.95","148","668","583","2639","0.08","0.08",""
"mp-1177395_Li","LiMn3CoCu2(PO4)6","intercalation","R 3","3.98","113","377","450","1499","0.07","0.08",""
"mp-762512_Li","LiMn3CrCo2(PO4)6","intercalation","R 3","3.61","115","379","415","1368","0.04","0.08",""
"mp-758259_Li","LiTi3Cu3(TeO8)2","intercalation","C 2y","3.65","123","568","449","2074","0.09","0.08",""
"mp-763875_Li","Li1 –4Mn3OF8","intercalation","P 2yc","3.66","223","726","815","2654","0.08","0.09",""
"mp-761651_Li","LiCr(CoO3)2","intercalation","-C 2bc 2","3.82","192","843","732","3222","0.1","0.09",""
"mp-540341_Li","Li0 –0.5FePO4","intercalation","P 3 2c","3.86","87","286","335","1103","0.14","0.09",""
"mp-764237_Li","Li0 –2VOF3","intercalation","P 2 2bc","3.74","389","1181","1456","4422","0.1","0.09",""
"mp-1178082_Li","Li0 –11V6O5F19","intercalation","P 1","3.62","358","1075","1298","3894","0.02","0.09",""
"mp-12185_Li","LiCu(PO3)3","intercalation","P 2ac 2ab","3.65","171","519","623","1898","0.01","0.09",""
"mp-776051_Li","LiMn2Fe(PO4)3","intercalation","-R 3 2""c","3.7","115","376","427","1392","0.09","0.09",""
"mp-1101191_Li","Li0 –1V3F10","intercalation","P 2y","3.9","77","231","299","900","0.07","0.09",""
"mp-765499_Li","Li1 –3VF6","intercalation","P 3 2","3.84","289","833","1107","3194","0.03","0.09",""
"mp-763430_Li","Li2 –3MnF6","intercalation","-P 3 2","3.86","141","415","546","1604","0.03","0.09",""
"mp-763157_Li","LiCo2(CO3)3","intercalation","P 1","3.83","172","535","659","2050","0.09","0.09",""
"mp-775640_Li","LiNi5Te(PO4)6","intercalation","R 3","3.92","105","391","412","1533","0.07","0.09",""
"mp-770878_Li","Li0 –4Cr3Co5O16","intercalation","P 1","3.91","146","647","570","2529","0.1","0.1",""
"mp-765854_Li","Li1 –1.5VF6","intercalation","-P 2ybc","3.64","76","154","278","560","0.05","0.1",""
"mp-1178537_Li","Li0 –1Co2C2O7","intercalation","C 2y","3.85","103","286","395","1100","0.09","0.1",""
"mp-773677_Li","LiMn3CuNi2(PO4)6","intercalation","R 3","3.61","114","386","410","1394","0.05","0.1",""
"mp-1177012_Li","LiMn3Sb(PO4)6","intercalation","R 3","3.75","179","550","671","2059","0.04","0.1",""
"mvc-12063_Mg","Mg0 –0.5FeO2","intercalation","P 1","3.74","268","1175","1003","4399","0.31","0.1",""
"mvc-13706_Mg","Mg0 –2Cr3O8","intercalation","-C 2y","3.76","322","1277","1213","4808","0.33","0.1",""
"mvc-5296_Mg","Mg0 –1BiAsO5","intercalation","P 2ac 2ab","3.63","138","746","501","2708","0.24","0.1",""
"mp-1045514_Li","Li0 –0.5CrO2","intercalation","-I 2b 2","3.82","153","624","585","2382","0.16","0.11",""
"mp-762414_Li","Li1 –2FeO3","intercalation","-C 2y","3.65","228","869","830","3168","0.17","0.11",""
"mp-1043541_Mg","Mg0 –1Si4NiO10","intercalation","-P 2yc","3.74","151","454","564","1698","0.19","0.11",""
"mp-1222315_Li","Li0 –1LaTi2O6","intercalation","I 4 2","3.69","79","378","293","1393","0.13","0.12",""
"mp-761955_Li","LiTiFe3(PO4)6","intercalation","R 3","3.73","225","636","839","2371","0.07","0.12",""
"mvc-11541_Mg","Mg0 –0.5FeO2","intercalation","-P 2yb","3.8","268","1140","1019","4331","0.35","0.12",""
"mvc-15884_Zn","Zn0 –1NiF4","intercalation","P 1","3.66","268","1348","979","4930","0.14","0.15",""
"mp-1048148_Al","Al0.33 –0.67CuO2","intercalation","-C 2y","3.63","236","1068","857","3876","0.64","0.32",""
"mp-762426_Li","Li0 –0.5NiCO4","intercalation","-P 2ybc","3.65","97","341","354","1246","0.4","0.41",""
