epoch,loss
0,1.1432300806045532
1,0.7352721095085144
2,0.6703107953071594
3,0.6501994132995605
4,0.6418101787567139
5,0.6266536116600037
6,0.5832452178001404
7,0.6226617693901062
8,0.5955514907836914
9,0.609516978263855
10,0.5571005940437317
11,0.5531578063964844
12,0.5605353713035583
13,0.5694703459739685
14,0.5523838400840759
15,0.5553970336914062
16,0.5271889567375183
17,0.5352848768234253
18,0.5492808818817139
19,0.5238838195800781
20,0.513892650604248
21,0.5352360010147095
22,0.5394359230995178
23,0.5196970105171204
24,0.5303301811218262
25,0.5247793793678284
26,0.49839073419570923
27,0.5316264629364014
28,0.5214745402336121
29,0.4960539638996124
30,0.5391722321510315
31,0.5054671168327332
32,0.4930276572704315
33,0.5031395554542542
34,0.4879997670650482
35,0.48068466782569885
36,0.49487268924713135
37,0.4942474365234375
38,0.5004053115844727
39,0.4792506694793701
40,0.4746662378311157
41,0.4743010103702545
42,0.48351767659187317
43,0.45916271209716797
44,0.46038609743118286
45,0.4525158405303955
46,0.46435996890068054
47,0.45574092864990234
48,0.4821864068508148
49,0.4661061763763428
50,0.4461177587509155
51,0.4394572377204895
52,0.45238712430000305
53,0.45469173789024353
54,0.46752482652664185
55,0.4441325068473816
56,0.4396359622478485
57,0.45559096336364746
58,0.435143381357193
59,0.46846505999565125
60,0.4357394278049469
61,0.4419848918914795
62,0.4270632266998291
63,0.4586087167263031
64,0.44090408086776733
65,0.41927438974380493
66,0.4442286789417267
67,0.4176308214664459
68,0.4442148804664612
69,0.419403612613678
70,0.42442092299461365
71,0.42259928584098816
72,0.4257804751396179
73,0.425444096326828
74,0.41257283091545105
75,0.42429476976394653
76,0.4057828187942505
77,0.4241286814212799
78,0.4247322678565979
79,0.42768946290016174
80,0.41662129759788513
81,0.40398159623146057
82,0.4038770794868469
83,0.3958500623703003
84,0.3972509801387787
85,0.4046223759651184
86,0.40259841084480286
87,0.4121663570404053
88,0.4090707004070282
89,0.39462533593177795
90,0.4244668185710907
91,0.41832801699638367
92,0.39510607719421387
93,0.40465298295021057
94,0.39469948410987854
95,0.39217057824134827
96,0.37945663928985596
97,0.3840157389640808
98,0.38896143436431885
99,0.3915034532546997
100,0.38676708936691284
101,0.38345807790756226
102,0.38078346848487854
103,0.3803233206272125
104,0.3849577009677887
105,0.3843676745891571
106,0.3866828680038452
107,0.39297163486480713
108,0.37554335594177246
109,0.38258975744247437
110,0.3863941729068756
111,0.39517924189567566
112,0.38718271255493164
113,0.37722232937812805
114,0.3662712872028351
115,0.3920304477214813
116,0.3647722601890564
117,0.3758063316345215
118,0.3614666759967804
119,0.3713536858558655
120,0.3771209418773651
121,0.37040022015571594
122,0.36624327301979065
123,0.3628444969654083
124,0.3821120262145996
125,0.36719128489494324
126,0.3562677502632141
127,0.3524138927459717
128,0.3640260696411133
129,0.3590324819087982
130,0.360983282327652
131,0.3538428246974945
132,0.3673648536205292
133,0.35071584582328796
134,0.3578367829322815
135,0.3559873402118683
136,0.35370099544525146
137,0.3554961085319519
138,0.3531680107116699
139,0.346318781375885
140,0.353810578584671
141,0.35109493136405945
142,0.34827694296836853
143,0.349043071269989
144,0.3616695702075958
145,0.36853736639022827
146,0.3434082567691803
147,0.3435533940792084
148,0.35282087326049805
149,0.3581406772136688
150,0.33540090918540955
151,0.3377469778060913
152,0.3374423682689667
153,0.3513738214969635
154,0.34327951073646545
155,0.3478035032749176
156,0.3439895510673523
157,0.33318987488746643
158,0.3558836579322815
159,0.3428598940372467
160,0.3398706316947937
161,0.342617005109787
162,0.32644692063331604
163,0.3361901640892029
164,0.328156977891922
165,0.33507731556892395
166,0.3333125114440918
167,0.33580368757247925
168,0.3346560299396515
169,0.3289557099342346
170,0.33778759837150574
171,0.3344152867794037
172,0.32863104343414307
173,0.3256588280200958
174,0.32599425315856934
175,0.3240080773830414
176,0.32089763879776
177,0.3311890661716461
178,0.33849018812179565
179,0.3411444425582886
180,0.32834392786026
181,0.34272682666778564
182,0.33609944581985474
183,0.3279198110103607
184,0.3202474117279053
185,0.33592310547828674
186,0.324556827545166
187,0.3276829421520233
188,0.3199658989906311
189,0.321176677942276
190,0.3133350610733032
191,0.31239908933639526
192,0.3221660852432251
193,0.3271852731704712
194,0.3278796076774597
195,0.33095669746398926
196,0.32895907759666443
197,0.3192093074321747
198,0.3133560121059418
199,0.31176623702049255
200,0.3150816559791565
201,0.3182745575904846
202,0.311617910861969
203,0.3165958523750305
204,0.30702903866767883
205,0.3039209842681885
206,0.3086172044277191
207,0.3132394552230835
208,0.3137636184692383
209,0.3093056380748749
210,0.3128663897514343
211,0.3087804317474365
212,0.3401342034339905
213,0.3123050630092621
214,0.31435489654541016
215,0.3073713779449463
216,0.3072128891944885
217,0.2982518672943115
218,0.30041781067848206
219,0.29632115364074707
220,0.3061673939228058
221,0.30372676253318787
222,0.30435910820961
223,0.32095927000045776
224,0.32030734419822693
225,0.3098904490470886
226,0.2941640615463257
227,0.3066469430923462
228,0.2990599572658539
229,0.31087738275527954
230,0.3015572428703308
231,0.3037835657596588
232,0.29799047112464905
233,0.3026219308376312
234,0.2947620451450348
235,0.29894477128982544
236,0.3013780415058136
237,0.3020578920841217
238,0.3054826855659485
239,0.2911420166492462
240,0.3033543825149536
241,0.30122309923171997
242,0.29463499784469604
243,0.3075297772884369
244,0.29620230197906494
245,0.2922060787677765
246,0.29046592116355896
247,0.2961534857749939
248,0.28688952326774597
249,0.30319449305534363
250,0.296803742647171
251,0.29412785172462463
252,0.29230543971061707
253,0.28712353110313416
254,0.30513712763786316
255,0.32025569677352905
256,0.2917565107345581
257,0.29336386919021606
258,0.28259745240211487
259,0.2914050817489624
260,0.2800569534301758
261,0.29133427143096924
262,0.28831997513771057
263,0.29831334948539734
264,0.2903927266597748
265,0.29213947057724
266,0.3024158477783203
267,0.27933019399642944
268,0.29013365507125854
269,0.2890092134475708
270,0.2899998128414154
271,0.2887911796569824
272,0.27931883931159973
273,0.28020426630973816
274,0.28995397686958313
275,0.2750004529953003
276,0.2785249352455139
277,0.28768637776374817
278,0.2898477017879486
279,0.277624249458313
280,0.278522789478302
281,0.28155404329299927
282,0.2871873080730438
283,0.2738010585308075
284,0.28687766194343567
285,0.2845088839530945
286,0.3153020143508911
287,0.27772581577301025
288,0.29203543066978455
289,0.2756911516189575
290,0.2770954370498657
291,0.2676381766796112
292,0.27658113837242126
293,0.27492114901542664
294,0.2695128321647644
295,0.2777397930622101
296,0.27424293756484985
297,0.28117358684539795
298,0.2661799192428589
299,0.2698926031589508
300,0.2745212912559509
301,0.27400386333465576
302,0.2655877470970154
303,0.2799314558506012
304,0.2759059965610504
305,0.27300161123275757
306,0.27259236574172974
307,0.29986074566841125
308,0.2705400884151459
309,0.28397423028945923
310,0.26007285714149475
311,0.270524799823761
312,0.26232168078422546
313,0.27371451258659363
314,0.28701215982437134
315,0.27816537022590637
316,0.2726244628429413
317,0.2691152095794678
318,0.26428359746932983
319,0.26807647943496704
320,0.2714906334877014
321,0.2832624912261963
322,0.2701055109500885
323,0.2722030580043793
324,0.2738882899284363
325,0.27091899514198303
326,0.2620900869369507
327,0.2658643126487732
328,0.2702776789665222
329,0.2699301838874817
330,0.26571616530418396
331,0.26788732409477234
332,0.27012988924980164
333,0.27560120820999146
334,0.26753273606300354
335,0.2703220248222351
336,0.2663162052631378
337,0.26614910364151
338,0.2648536264896393
339,0.2643725872039795
340,0.26676756143569946
341,0.25809139013290405
342,0.2607080042362213
343,0.25419530272483826
344,0.2555980384349823
345,0.283913791179657
346,0.2736668586730957
347,0.2717227637767792
348,0.2595207393169403
349,0.26204758882522583
350,0.2587343752384186
351,0.2700901925563812
352,0.2901321351528168
353,0.2593403160572052
354,0.2634845972061157
355,0.2684423327445984
356,0.27035894989967346
357,0.26384836435317993
358,0.2587474286556244
359,0.2631368041038513
360,0.254228800535202
361,0.2637770175933838
