# Time-averaged data for fix thermo1
# TimeStep c_myTemp
1865000 373.746
1866000 372.135
1867000 369.965
1868000 374.147
1869000 377.065
1870000 377.208
1871000 381.266
1872000 370.078
1873000 372.178
1874000 378.591
1875000 373.994
1876000 375.685
1877000 373.094
1878000 372.808
1879000 379.062
1880000 376.348
1881000 376.535
1882000 375.858
1883000 372.3
1884000 369.277
1885000 375.013
1886000 376.048
1887000 376.535
1888000 368.857
1889000 374.127
1890000 372.654
1891000 374.507
1892000 375.192
1893000 373.289
1894000 370.806
1895000 372.966
1896000 374.125
1897000 375.049
1898000 373.108
1899000 378.137
1900000 369.691
1901000 374.214
1902000 373.995
1903000 373.513
1904000 375.006
1905000 372.579
1906000 373.424
1907000 371.711
1908000 376.99
1909000 376.036
1910000 375.883
1911000 375.042
1912000 367.514
1913000 376.96
1914000 375.064
1915000 371.616
1916000 377.678
1917000 373.414
1918000 376.075
1919000 371.264
1920000 371.586
1921000 375.337
1922000 374.2
1923000 370.44
1924000 374.959
1925000 376.53
1926000 377.11
1927000 373.76
1928000 378.69
1929000 378.159
1930000 373.244
1931000 372.627
1932000 374.237
1933000 371.392
1934000 376.453
1935000 371.297
1936000 375.772
1937000 370.395
1938000 374.157
1939000 375.305
1940000 375.423
1941000 373.697
1942000 374.303
1943000 375.748
1944000 373.436
1945000 374.785
1946000 377.599
1947000 372.846
1948000 371.512
1949000 375
1950000 374.843
1951000 371.556
1952000 373.557
1953000 376.479
1954000 372.653
1955000 373.61
1956000 374.008
1957000 376.444
1958000 375.52
1959000 374.661
1960000 376.167
1961000 374.363
1962000 375.006
1963000 378
1964000 372.072
1965000 374.954
1966000 375.838
1967000 375.983
1968000 376.811
1969000 373.009
1970000 375.323
1971000 372.609
1972000 373.034
1973000 372.375
1974000 374.047
1975000 375.626
1976000 378.236
1977000 372.39
1978000 371.505
1979000 375.987
1980000 375.542
1981000 369.054
1982000 377.169
1983000 379.777
1984000 375.304
1985000 372.826
1986000 377.077
1987000 376.649
1988000 370.637
1989000 373.639
1990000 372.886
1991000 376.742
1992000 374.793
1993000 370.248
1994000 378.674
1995000 372.283
1996000 375.089
1997000 375.561
1998000 373.954
1999000 368.884
2000000 377.418
2001000 370.782
2002000 374.496
2003000 373.448
2004000 372.679
2005000 374.389
2006000 377.871
2007000 373.718
2008000 376.61
2009000 378.415
2010000 372.863
2011000 374.898
2012000 371.715
2013000 369.847
2014000 373.285
2015000 373.598
2016000 372.119
2017000 373.879
2018000 375.979
2019000 371.511
2020000 375.801
2021000 374.132
2022000 374.775
2023000 374.089
2024000 370.864
2025000 373.081
2026000 372.461
2027000 374.661
2028000 377.418
2029000 372.302
2030000 375.261
2031000 374.523
2032000 372.067
2033000 377.389
2034000 377.527
2035000 375.226
2036000 370.287
2037000 373.474
2038000 374.054
2039000 375.526
2040000 368.851
2041000 373.709
2042000 369.134
2043000 372.81
2044000 380.124
2045000 375.395
2046000 371
2047000 375.827
2048000 377.53
2049000 371.483
2050000 376.221
2051000 372.598
2052000 376.771
2053000 372.568
2054000 369.624
2055000 377.918
2056000 375.335
2057000 378.723
2058000 374.039
2059000 370.122
2060000 372.624
2061000 373.712
2062000 375.777
2063000 372.457
2064000 377.306
2065000 376.437
2066000 372.998
2067000 373.458
2068000 372.663
2069000 375.646
2070000 369.009
2071000 375.598
2072000 374.035
2073000 372.406
2074000 375.394
2075000 371.906
2076000 373.336
2077000 376.105
2078000 373.777
2079000 374.419
2080000 376.787
2081000 373.613
2082000 378.228
2083000 377.772
2084000 373.301
2085000 374.547
2086000 373.919
2087000 367.281
2088000 373.633
2089000 376.811
2090000 369.44
2091000 374.184
2092000 372.081
2093000 373.585
2094000 372.068
2095000 374
2096000 374.718
2097000 376.49
2098000 371.493
2099000 376.714
2100000 372.985
2101000 374.171
2102000 371.421
2103000 375.768
2104000 374.927
2105000 372.537
2106000 374.603
2107000 374.565
2108000 374.318
2109000 376.436
2110000 377.545
2111000 374.239
2112000 374.036
2113000 374.843
2114000 372.614
2115000 375.424
2116000 377.645
2117000 372.796
2118000 376.884
2119000 378.347
2120000 372.523
2121000 377.758
2122000 378.531
2123000 372.154
2124000 370.88
2125000 376.726
2126000 375.234
2127000 375.762
2128000 372.534
2129000 374.12
2130000 379.547
2131000 375.602
2132000 377.254
2133000 373.569
2134000 374.242
2135000 370.058
2136000 375.579
2137000 372.792
2138000 377.449
2139000 378.285
2140000 377.319
2141000 373.301
2142000 375.692
2143000 377.177
2144000 371.927
2145000 373.154
2146000 372.817
2147000 372.908
2148000 371.304
2149000 373.953
2150000 379.512
2151000 372.812
2152000 373.071
2153000 375.227
2154000 373.548
2155000 378.087
2156000 379.587
2157000 373.938
2158000 373.289
2159000 374.445
2160000 370.784
2161000 374.826
2162000 375.844
2163000 376.35
2164000 377.68
2165000 372.851
2166000 375.59
2167000 373.561
2168000 371.612
2169000 372.393
2170000 375.46
2171000 375.132
2172000 375.583
2173000 372.676
2174000 376.199
2175000 376.067
2176000 372.594
2177000 374.296
2178000 375.618
2179000 373.588
2180000 374.665
2181000 368.795
2182000 373.967
2183000 371.309
2184000 372.12
2185000 371.973
2186000 376.157
2187000 375.595
2188000 372.515
2189000 375.154
2190000 371.95
2191000 376.988
2192000 380.646
2193000 376.103
2194000 374.552
2195000 373.373
2196000 373.42
2197000 376.22
2198000 370.857
2199000 372.373
2200000 367.757
2201000 370.478
2202000 374.207
2203000 377.047
2204000 373.329
2205000 374.17
2206000 374.269
2207000 374.192
2208000 378.121
2209000 373.619
2210000 374.8
2211000 371.454
2212000 375.826
2213000 373.232
2214000 376.569
2215000 373.446
2216000 376.731
2217000 369.87
2218000 373.121
2219000 376.568
2220000 370.449
2221000 374.074
2222000 375.924
2223000 369.011
2224000 378.055
2225000 373.571
2226000 377.045
2227000 376.313
2228000 375.071
2229000 376.075
2230000 370.643
2231000 371.314
2232000 373.098
2233000 379.602
2234000 378.732
2235000 374.039
2236000 374.095
2237000 372.032
2238000 372.924
2239000 375.922
2240000 376.633
2241000 371.346
2242000 373.441
2243000 370.582
2244000 375.866
2245000 371.061
2246000 373.599
2247000 371.517
2248000 373.307
2249000 372.406
2250000 378.029
2251000 375.116
2252000 375.87
2253000 376.469
2254000 369.531
2255000 373.363
2256000 371.056
2257000 374.581
2258000 377.255
2259000 373.1
2260000 374.808
2261000 376.516
2262000 377.194
2263000 380.844
2264000 370.333
2265000 374.441
2266000 379.582
2267000 371.385
2268000 373.323
2269000 376.884
2270000 371.565
2271000 375.894
2272000 374.525
2273000 377.305
2274000 372.773
2275000 368.726
2276000 370.375
2277000 374.236
2278000 375.128
2279000 374.105
2280000 375.24
2281000 374.321
2282000 374.536
2283000 375.525
2284000 374.089
2285000 375.846
2286000 375.207
2287000 371.829
2288000 369.222
2289000 373.659
2290000 375.009
2291000 380.895
2292000 372.16
2293000 372.675
2294000 373.536
2295000 377.289
2296000 376.838
2297000 370.829
2298000 372.985
2299000 373.173
2300000 375.828
2301000 374.427
2302000 368.391
2303000 374.409
2304000 376.79
2305000 375.347
2306000 371.467
2307000 377.897
2308000 371.596
2309000 371.53
2310000 372.385
2311000 376.466
2312000 373.85
2313000 380.476
2314000 376.929
2315000 378.577
2316000 374.567
2317000 371.057
2318000 371.064
2319000 378.789
2320000 373.932
2321000 373.352
2322000 376.494
2323000 374.142
2324000 373.024
2325000 373.923
2326000 370.935
2327000 374.425
2328000 371.729
2329000 378.588
2330000 370.661
2331000 375.849
2332000 373.192
2333000 379.028
2334000 376.393
2335000 370.331
2336000 372.657
2337000 373.412
2338000 372.138
2339000 372.578
2340000 373.736
2341000 375.875
2342000 371.116
2343000 371.632
2344000 372.786
2345000 372.435
2346000 375.297
2347000 374.464
2348000 377.881
2349000 377.235
2350000 375.162
2351000 371.382
2352000 375.598
2353000 374.677
2354000 378.835
2355000 372.795
2356000 375.904
2357000 375.236
2358000 374.58
2359000 374.328
2360000 372.571
2361000 372.873
2362000 375.802
2363000 374.161
2364000 365.67
2365000 375.687
2366000 371.494
2367000 372.586
2368000 373.614
2369000 379.284
2370000 373.977
2371000 372.627
2372000 375.316
2373000 369.365
2374000 375.448
2375000 375.771
2376000 376.342
2377000 376.885
2378000 371.318
2379000 376.412
2380000 376.906
2381000 373.23
2382000 376.463
2383000 370.394
2384000 373.589
2385000 372.729
2386000 372.18
2387000 378.26
2388000 374.882
2389000 374.941
2390000 373.816
2391000 375.182
2392000 368.112
2393000 378.316
2394000 372.33
2395000 375.007
2396000 377.331
2397000 378.115
2398000 370.776
2399000 373.715
2400000 371.659
