# Time-averaged data for fix thermo1
# TimeStep c_myTemp
644000 372.471
645000 379.256
646000 370.018
647000 369.706
648000 377.346
649000 373.063
650000 373.878
651000 375.263
652000 371.478
653000 373.339
654000 372.61
655000 376.012
656000 371.54
657000 371.332
658000 378.583
659000 373.067
660000 375.33
661000 374.298
662000 376.018
663000 374.052
664000 375.481
665000 371.766
666000 371.909
667000 371.184
668000 368.482
669000 374.803
670000 378.939
671000 374.273
672000 379.499
673000 372.013
674000 375.09
675000 376.79
676000 370.235
677000 374.609
678000 374.449
679000 374.301
680000 378.789
681000 379.46
682000 371.433
683000 373.598
684000 377.154
685000 379.091
686000 370.44
687000 377.237
688000 375.509
689000 375.704
690000 372.969
691000 372.085
692000 374.445
693000 371.875
694000 370.846
695000 371.676
696000 378.207
697000 374.067
698000 375.15
699000 372.754
700000 371.867
701000 374.302
702000 374.914
703000 373.39
704000 376.719
705000 371.298
706000 375.723
707000 371.731
708000 370.757
709000 368.741
710000 372.885
711000 375.49
712000 374.824
713000 376.92
714000 377.901
715000 376.139
716000 377.441
717000 374.236
718000 373.384
719000 372.208
720000 377.219
721000 376.309
722000 375.097
723000 374.497
724000 375.793
725000 374.126
726000 370.269
727000 372.005
728000 377.415
729000 368.615
730000 370.846
731000 372.197
732000 377.604
733000 375.948
734000 373.488
735000 374.652
736000 374.494
737000 374.866
738000 368.472
739000 376.654
740000 375.359
741000 375.124
742000 371.115
743000 377.263
744000 374.069
745000 375.45
746000 376.235
747000 372.898
748000 373.457
749000 373.466
750000 375.159
751000 377.769
752000 376.094
753000 376.097
754000 377.593
755000 374.36
756000 373.684
757000 369.818
758000 372.276
759000 374.17
760000 372.835
761000 373.156
762000 377.507
763000 374.455
764000 373.97
765000 375.334
766000 372.995
767000 372.01
768000 372.32
769000 374.004
770000 374.579
771000 375.754
772000 376.121
773000 377.003
774000 376.107
775000 374.165
776000 375.791
777000 376.591
778000 380.176
779000 374.473
780000 375.106
781000 374.9
782000 374.089
783000 374.362
784000 371.532
785000 373.836
786000 373.912
787000 373.407
788000 374.414
789000 377.079
790000 373.848
791000 373.092
792000 371.815
793000 372.127
794000 371.747
795000 374.488
796000 374.224
797000 373.503
798000 376.013
799000 373.049
800000 376.485
801000 376.199
802000 375.858
803000 375.894
804000 370.39
805000 369.641
806000 375.525
807000 372.971
808000 371.571
809000 380.014
810000 373.018
811000 378.291
812000 371.318
813000 376.008
814000 372.949
815000 375.776
816000 376.804
817000 374.971
818000 376.163
819000 371.236
820000 373.909
821000 378.017
822000 373.158
823000 373.66
824000 377.105
825000 370.801
826000 372.764
827000 379.017
828000 380.792
829000 375.391
830000 377.35
831000 370.493
832000 375.3
833000 373.162
834000 376.154
835000 370.092
836000 375.311
837000 375.259
838000 375.464
839000 373.839
840000 372.888
841000 373.742
842000 371.157
843000 372.827
844000 373.171
845000 371.965
846000 372.456
847000 374.061
848000 375.985
849000 377.493
850000 375.174
851000 372.413
852000 377.857
853000 375.479
854000 372.209
855000 371.618
856000 375.662
857000 372.053
858000 375.48
859000 374.761
860000 370.309
861000 375.594
862000 379.567
863000 374.995
864000 376.641
865000 369.971
866000 374.134
867000 377.002
868000 379.494
869000 372.598
870000 374.32
871000 375.324
872000 370.748
873000 373.844
874000 380.849
875000 373.092
876000 374.364
877000 375.864
878000 371.629
879000 374.23
880000 374.854
881000 373.111
882000 372.698
883000 373.34
884000 372.114
885000 376.325
886000 374.46
887000 373.881
888000 373.413
889000 379.196
890000 373.406
891000 372.061
892000 372.277
893000 373.093
894000 372.122
895000 374.121
896000 375.551
897000 375.826
898000 373.841
899000 375.543
900000 376.816
901000 372.585
902000 374.578
903000 376.562
904000 373.157
905000 371.486
906000 370.147
907000 368.181
908000 374.412
909000 376.079
910000 374.363
911000 372.788
912000 373.981
913000 374.171
914000 378.374
915000 374.005
916000 371.727
917000 374.67
918000 369.318
919000 372.899
920000 373.023
921000 373.679
922000 378.292
923000 378.346
924000 374.985
925000 374.397
926000 372.18
927000 372.245
928000 367.887
929000 374.541
930000 376.399
931000 374.603
932000 375.107
933000 372.769
934000 376.786
935000 379.799
936000 373.173
937000 376.768
938000 377.379
939000 373.002
940000 375.394
941000 375.796
942000 372.753
943000 372.731
944000 375.974
945000 374.067
946000 368.293
947000 376.377
948000 374.149
949000 375.736
950000 373.384
951000 374.537
952000 370.121
953000 373.269
954000 378.997
955000 371.378
956000 375.814
957000 372.244
958000 375.07
959000 371.641
960000 370.383
961000 362.759
962000 372.427
963000 371.709
964000 376.698
965000 371.997
966000 382.005
967000 376.297
968000 373.786
969000 371.209
970000 373.248
971000 375.255
972000 372.913
973000 373.721
974000 370.232
975000 374.469
976000 377.353
977000 373.14
978000 378.402
979000 373.8
980000 376.444
981000 373.225
982000 380.005
983000 371.956
984000 370.165
985000 372.924
986000 376.07
987000 374.653
988000 375.087
989000 371.238
990000 374.817
991000 367.403
992000 373.734
993000 375.866
994000 373.721
995000 375.163
996000 371.78
997000 376.045
998000 374.529
999000 377.557
1000000 378.211
1001000 375.255
1002000 371.56
1003000 378.23
1004000 375.396
1005000 373.228
1006000 372.827
1007000 373.575
1008000 371.794
1009000 376.833
1010000 375.981
1011000 376.866
1012000 374.575
1013000 375.606
1014000 372.947
1015000 371.37
1016000 378.988
1017000 375.519
1018000 375.319
1019000 374.637
1020000 373.875
1021000 373.101
1022000 372.216
1023000 375.371
1024000 369.654
1025000 376.941
1026000 377.255
1027000 375.856
1028000 375.337
1029000 372.849
1030000 377.925
1031000 373.443
1032000 368.115
1033000 376.49
1034000 379.187
1035000 369.695
1036000 372.471
1037000 369.891
1038000 370.948
1039000 370.238
1040000 373.011
1041000 371.714
1042000 375.707
1043000 375.208
1044000 374.782
1045000 373.021
1046000 374.676
1047000 370.483
1048000 371.478
1049000 376.12
1050000 374.495
1051000 377.444
1052000 373.069
1053000 373.276
1054000 373.381
1055000 373.575
1056000 372.062
1057000 370.199
1058000 375.464
1059000 377.001
1060000 372.597
1061000 375.295
1062000 372.158
1063000 375.058
1064000 373.016
1065000 372.916
1066000 376.171
1067000 369.997
1068000 375.712
1069000 374.192
1070000 373.719
1071000 379.045
1072000 369.313
1073000 376.219
1074000 375.082
1075000 373.217
1076000 374.181
1077000 375.072
1078000 374.739
1079000 378.15
1080000 374.896
1081000 374.896
1082000 375.585
1083000 375.29
1084000 376.602
1085000 377.708
1086000 372.035
1087000 375.68
1088000 372.855
1089000 372.525
1090000 373.506
1091000 371.961
1092000 372.768
1093000 375.937
1094000 371.864
1095000 373.823
1096000 374.471
1097000 371.916
1098000 373.759
1099000 375.08
1100000 373.417
1101000 377.454
1102000 372.78
1103000 373.997
1104000 374.864
1105000 374.822
1106000 370.151
1107000 373.745
1108000 372.168
1109000 373.841
1110000 375.406
1111000 376.744
1112000 375.537
1113000 375.069
1114000 376.407
1115000 369.424
1116000 375.654
1117000 372.271
1118000 376.62
1119000 376.918
1120000 371.459
1121000 373.249
1122000 371.32
1123000 373.702
1124000 372.244
1125000 377.168
1126000 371.349
1127000 374.125
1128000 375.17
1129000 373.789
1130000 375.839
1131000 376.506
1132000 366.609
1133000 375.832
1134000 374.415
1135000 374.225
1136000 372.633
1137000 371.889
1138000 374.225
1139000 373.801
1140000 372.108
1141000 380.06
1142000 372.297
1143000 369.811
1144000 373.592
1145000 374.693
1146000 377.694
1147000 369.684
1148000 376.089
1149000 370.628
1150000 380.084
1151000 373.787
1152000 375.196
1153000 373.073
1154000 371.789
1155000 375.194
1156000 375.539
1157000 372.397
1158000 375.189
1159000 371.625
1160000 371.843
1161000 369.961
1162000 375.291
1163000 377.362
1164000 372.994
1165000 376.942
1166000 371.892
1167000 375.826
1168000 372.496
1169000 372.948
1170000 375.711
1171000 378.109
1172000 373.307
1173000 379.241
1174000 375.899
1175000 368.421
1176000 370.718
1177000 375.632
1178000 376.018
1179000 374.557
1180000 371.409
1181000 373.017
1182000 374.991
1183000 374.563
1184000 372.663
1185000 379.393
1186000 375.847
1187000 372.798
1188000 375.387
1189000 375.17
1190000 376.768
1191000 375.855
1192000 374.062
1193000 378.451
1194000 371.512
1195000 375.327
1196000 375.423
1197000 373.158
1198000 376.876
1199000 374.13
1200000 371.498
1201000 371.087
1202000 376.18
1203000 376.534
1204000 372.968
1205000 372.114
1206000 369.481
1207000 370.684
1208000 376.013
1209000 376.818
1210000 375.86
1211000 374.242
1212000 372.85
1213000 377.253
1214000 372.647
1215000 375.741
1216000 375.265
1217000 372.742
1218000 377.232
1219000 372.609
1220000 371.723
1221000 370.351
1222000 372.986
1223000 376.186
1224000 371.724
1225000 372.006
1226000 376.912
1227000 373.436
1228000 372.471
1229000 371.848
1230000 376.833
1231000 378.267
1232000 381.222
1233000 370.042
1234000 374.447
1235000 376.378
1236000 370.782
1237000 374.597
1238000 376.292
1239000 373.113
1240000 368.58
1241000 374.825
1242000 374.052
1243000 373.725
1244000 373.945
1245000 372.486
1246000 372.756
1247000 370.66
1248000 373.35
1249000 373.88
1250000 370.176
1251000 372.818
1252000 375.141
1253000 369.494
1254000 373.907
1255000 373.313
1256000 376.654
1257000 372.209
1258000 373.525
1259000 373.714
1260000 374.058
1261000 379.73
1262000 373.367
1263000 379.345
1264000 371.578
1265000 376.992
1266000 373.885
1267000 376.998
1268000 378.115
1269000 367.295
1270000 375.264
1271000 373.679
1272000 374.384
1273000 371.049
1274000 372.108
1275000 373.549
1276000 373.529
1277000 371.638
1278000 374.636
1279000 370.79
1280000 374.515
1281000 372.963
1282000 375.394
1283000 371.826
1284000 372.124
1285000 373.167
1286000 371.588
1287000 372.674
1288000 376.411
1289000 371.092
1290000 375.133
1291000 373.598
1292000 375.296
1293000 370.073
1294000 371.447
1295000 372.385
1296000 374.5
1297000 379.791
1298000 377.306
1299000 373.99
1300000 375.895
1301000 375.558
1302000 374.313
1303000 375.184
1304000 372.776
1305000 373.557
1306000 375.066
1307000 374.134
1308000 370.351
1309000 372.11
1310000 374.665
1311000 376.336
1312000 376.054
1313000 370.886
1314000 373.721
1315000 374.658
1316000 372.791
1317000 376.693
1318000 376.538
1319000 374.654
1320000 378.057
1321000 371.005
1322000 375.585
1323000 371.974
1324000 369.512
1325000 379.682
1326000 374.59
1327000 374.767
1328000 374.473
1329000 368.438
1330000 375.335
1331000 376.036
1332000 378.703
1333000 371.456
1334000 372.446
1335000 374.067
1336000 373.641
1337000 370.647
1338000 379.677
1339000 372.405
1340000 370.701
1341000 374.779
1342000 375.139
1343000 373.056
1344000 373.829
1345000 375.432
1346000 379.616
1347000 373.761
1348000 377.331
1349000 372.957
1350000 372.793
1351000 372.074
1352000 373.793
1353000 372.012
1354000 371.506
1355000 373.469
1356000 373.646
1357000 370.237
1358000 375.816
1359000 373.112
1360000 379.713
1361000 373.511
1362000 374.75
1363000 372.52
1364000 374.105
1365000 374.838
1366000 373.037
1367000 373.124
1368000 370.372
1369000 375.305
1370000 368.393
1371000 375.098
1372000 368.461
1373000 373.784
1374000 375.349
1375000 372.424
1376000 374.612
1377000 372.226
1378000 372.666
1379000 373.351
1380000 374.904
1381000 374.583
1382000 370.715
1383000 378.171
1384000 375.752
1385000 377.225
1386000 370.626
1387000 375.706
1388000 376.438
1389000 374.749
1390000 369.693
1391000 374.614
1392000 374.819
1393000 372.707
1394000 376.673
1395000 377.321
1396000 375.493
1397000 372.568
1398000 373.533
1399000 372.899
1400000 371.218
1401000 380.089
1402000 374.726
1403000 372.296
1404000 376.748
1405000 378.578
1406000 374.262
1407000 375.851
1408000 371.605
1409000 372.954
1410000 370.951
1411000 368.777
1412000 376.111
1413000 374.697
1414000 374.487
1415000 375.823
1416000 375.186
1417000 375.486
1418000 372.395
1419000 378.878
1420000 370.082
1421000 371.907
1422000 371.868
1423000 377.045
1424000 376.49
1425000 371.213
1426000 374.097
1427000 372.525
1428000 372.317
1429000 375.648
1430000 372.726
1431000 375.176
1432000 374.548
1433000 372.757
1434000 377.641
1435000 374.581
1436000 369.047
1437000 374.973
1438000 375.736
1439000 372.76
1440000 371.633
1441000 376.553
1442000 373.549
1443000 373.752
1444000 380.478
1445000 374.334
1446000 372.838
1447000 375.283
1448000 373.754
1449000 375.315
1450000 371.882
1451000 373.736
1452000 376.612
1453000 376.757
1454000 373.285
1455000 373.875
1456000 373.4
1457000 376.143
1458000 375.127
1459000 380.894
1460000 373.071
1461000 376.962
1462000 373.988
1463000 375.516
1464000 375.621
1465000 374.983
1466000 368.694
1467000 375.38
1468000 375.549
1469000 372.397
1470000 374.823
1471000 370.649
1472000 375.715
1473000 373.864
1474000 370.425
1475000 373.673
1476000 373.586
1477000 376.619
1478000 373.099
1479000 371.598
1480000 374.933
1481000 374.288
1482000 376.783
1483000 372.672
1484000 374.068
1485000 370.267
1486000 370.679
1487000 375.132
1488000 372.388
1489000 376.117
1490000 377.42
1491000 366.76
1492000 371.945
1493000 375.788
1494000 373.454
1495000 371.653
1496000 372.788
1497000 380.374
1498000 373.088
1499000 377.272
1500000 372.936
1501000 376.151
1502000 380.179
1503000 371.825
1504000 374.276
1505000 375.835
1506000 372.248
1507000 371.577
1508000 369.871
1509000 377.304
1510000 376.173
1511000 373.926
1512000 370.998
1513000 371.846
1514000 374.634
1515000 368.095
1516000 371.931
1517000 372.309
1518000 372.239
1519000 373.388
1520000 372.067
1521000 375.821
1522000 373.875
1523000 373.777
1524000 375.085
1525000 378.709
1526000 373.954
1527000 373.926
1528000 378.276
1529000 367.748
1530000 374.978
1531000 369.588
1532000 376.098
1533000 374.786
1534000 373.307
1535000 372.994
1536000 378.27
1537000 371.639
1538000 375.456
1539000 376.998
1540000 371.364
1541000 371.164
1542000 374.249
1543000 375.218
1544000 374.223
1545000 371.594
1546000 372.608
1547000 372.675
1548000 374.625
1549000 378.731
1550000 374.925
1551000 376.548
1552000 375.059
1553000 371.832
1554000 372.869
1555000 376.575
1556000 373.586
1557000 371.419
1558000 373.051
1559000 381.026
1560000 372.829
1561000 371.497
1562000 372.536
1563000 374.021
1564000 373.583
1565000 373.641
1566000 371.174
1567000 376.434
1568000 378.355
1569000 374.71
1570000 374.979
1571000 375.235
1572000 374.087
1573000 375.199
1574000 375.736
1575000 371.506
1576000 369.26
1577000 376.696
1578000 379.171
1579000 372.173
1580000 375.754
1581000 379.356
1582000 375.699
1583000 373.925
1584000 375.305
1585000 373.717
1586000 374.559
1587000 373.414
1588000 375.202
1589000 379.064
1590000 370.504
1591000 376.564
1592000 375.841
1593000 372.838
1594000 367.828
1595000 377.794
1596000 373.694
1597000 372.501
1598000 376.169
1599000 373.322
1600000 371.81
1601000 374.687
1602000 372.353
1603000 369.773
1604000 375.405
1605000 370.259
1606000 377.321
1607000 372.035
1608000 379.917
1609000 372.177
1610000 372.418
1611000 372.323
1612000 372.371
1613000 377.301
1614000 368.408
1615000 377.345
1616000 376.21
1617000 375.176
1618000 375.448
1619000 373
1620000 373.463
1621000 379.637
1622000 375.553
1623000 376.412
1624000 371.151
1625000 374.382
1626000 377.289
1627000 367.287
1628000 374.241
1629000 374.266
1630000 372.763
1631000 374.877
1632000 376.456
1633000 378.173
1634000 372.928
1635000 373.629
1636000 374.64
1637000 371.35
1638000 372.806
1639000 375.714
1640000 374.405
1641000 369.335
1642000 373.02
1643000 375.185
1644000 375.538
1645000 370.026
1646000 372.065
1647000 377.329
1648000 372.929
1649000 375.017
1650000 375.038
1651000 371.54
1652000 372.373
1653000 377.869
1654000 374.694
1655000 369.986
1656000 373.66
1657000 371.981
1658000 375.129
1659000 376.312
1660000 372.916
1661000 374.583
1662000 373.82
1663000 369.903
1664000 375.554
1665000 374.767
1666000 377.248
1667000 373.689
1668000 375.142
1669000 369.717
1670000 377.267
1671000 376.285
1672000 370.665
1673000 374.631
1674000 379.004
1675000 375.625
1676000 374.948
1677000 372.938
1678000 376.487
1679000 375.705
1680000 371.354
1681000 373.326
1682000 376.599
1683000 374.058
1684000 372.271
1685000 374.698
1686000 375.323
1687000 369.858
1688000 373.604
1689000 373.113
1690000 370.574
1691000 379.925
1692000 375.132
1693000 376.015
1694000 375.514
1695000 376.79
1696000 376.127
1697000 373.748
1698000 373.842
1699000 372.177
1700000 370.118
1701000 372.707
1702000 375.005
1703000 373.963
1704000 376.227
1705000 372.903
1706000 370.735
1707000 371.72
1708000 370.054
1709000 375.088
1710000 376.072
1711000 373.989
1712000 373.639
1713000 369.921
1714000 373.123
1715000 371.382
1716000 372.583
1717000 374.155
1718000 374.345
1719000 376.136
1720000 372.171
1721000 373.16
1722000 378.092
1723000 371.198
1724000 375.917
1725000 373.33
1726000 372.936
1727000 366.703
1728000 374.367
1729000 377.278
1730000 376.493
1731000 373.982
1732000 371.498
1733000 376.039
1734000 373.889
1735000 372.413
1736000 374.633
1737000 374.582
1738000 377.047
1739000 371.594
1740000 376.518
1741000 373.133
1742000 376.735
1743000 374.006
1744000 375.183
1745000 376.974
1746000 371.205
1747000 373.411
1748000 370.058
1749000 371.021
1750000 374.283
1751000 373.955
1752000 374.504
1753000 376.967
1754000 377.363
1755000 375.25
1756000 378.64
1757000 371.307
1758000 375.11
1759000 376.505
1760000 372.948
1761000 376.568
1762000 375.252
1763000 376.438
1764000 375.719
1765000 376.374
1766000 376.018
1767000 373.653
1768000 376.42
1769000 368.996
1770000 376.484
1771000 377.84
1772000 371.298
1773000 376.801
1774000 374.226
1775000 369.691
1776000 377.839
1777000 375.152
1778000 372.816
1779000 377.061
1780000 375.89
1781000 380.538
1782000 375.447
1783000 374.795
1784000 370.585
1785000 375.608
1786000 369.943
1787000 378.289
1788000 372.008
1789000 372.81
1790000 374.157
1791000 374.708
1792000 369.616
1793000 373.816
1794000 372.835
1795000 373.609
1796000 376.602
1797000 376.26
1798000 373.867
1799000 374.703
1800000 376.885
1801000 371.817
1802000 374.362
1803000 376.155
1804000 373.82
1805000 371.891
1806000 375.4
1807000 378.034
1808000 371.75
1809000 375.267
1810000 372.772
1811000 375.293
1812000 374.751
1813000 372.77
1814000 373.333
1815000 376.309
1816000 371.357
1817000 373.399
1818000 373.109
1819000 371.367
1820000 374.796
1821000 375.715
1822000 375.623
1823000 370.916
1824000 372.238
1825000 372.018
1826000 377.988
1827000 381.69
1828000 375.141
1829000 373.819
1830000 378.182
1831000 371.097
1832000 374.365
1833000 373.518
1834000 376.763
1835000 369.95
1836000 368.894
1837000 372.386
1838000 372.576
1839000 375.635
1840000 370.105
1841000 367.136
1842000 376.686
1843000 378.211
1844000 376.458
1845000 374.027
1846000 372.892
1847000 374.424
1848000 373.25
1849000 377.526
1850000 371.404
1851000 374.603
1852000 374.384
1853000 375.53
1854000 373.83
1855000 376.991
1856000 371.278
1857000 375.029
1858000 372.428
1859000 369.785
1860000 373.634
1861000 373.413
1862000 375.204
1863000 374.347
1864000 373.6
