  batch      l2_tst    l2_trn     l2_etst   l2_etrn     l2_ftst   l2_ftrn         lr
3344000    1.37e-01  1.33e-01    2.30e-03  2.35e-03    2.89e-02  2.80e-02    1.1e-04
3345000    1.36e-01  1.23e-01    2.77e-03  2.79e-03    2.87e-02  2.60e-02    1.1e-04
3346000    1.82e-01  1.82e-01    2.20e-03  1.96e-03    3.83e-02  3.85e-02    1.1e-04
3347000    1.38e-01  1.60e-01    8.45e-04  8.53e-04    2.91e-02  3.38e-02    1.1e-04
3348000    2.41e-01  2.39e-01    1.32e-03  1.51e-03    5.10e-02  5.06e-02    1.1e-04
3349000    1.31e-01  1.48e-01    1.50e-04  1.69e-04    2.77e-02  3.13e-02    1.1e-04
3350000    2.11e-01  1.72e-01    3.78e-03  3.76e-03    4.48e-02  3.65e-02    1.1e-04
3351000    2.16e-01  2.00e-01    1.02e-03  9.79e-04    4.60e-02  4.26e-02    1.1e-04
3352000    2.26e-01  2.28e-01    4.27e-04  4.72e-04    4.80e-02  4.85e-02    1.1e-04
3353000    6.41e-01  6.29e-01    3.63e-03  3.57e-03    1.36e-01  1.34e-01    1.1e-04
3354000    2.11e-01  2.06e-01    2.60e-04  1.86e-04    4.50e-02  4.38e-02    1.1e-04
3355000    7.03e-01  7.43e-01    1.08e-02  9.75e-03    1.49e-01  1.58e-01    1.1e-04
3356000    1.30e-01  1.22e-01    7.67e-04  7.49e-04    2.76e-02  2.59e-02    1.1e-04
3357000    1.35e-01  1.16e-01    2.19e-03  2.25e-03    2.87e-02  2.45e-02    1.1e-04
3358000    2.14e-01  1.76e-01    8.28e-04  6.77e-04    4.55e-02  3.74e-02    1.1e-04
3359000    1.51e-01  1.38e-01    2.06e-03  2.04e-03    3.21e-02  2.92e-02    1.1e-04
3360000    7.00e-01  7.02e-01    5.37e-03  4.20e-03    1.50e-01  1.50e-01    1.0e-04
3361000    1.40e-01  1.57e-01    2.22e-03  2.22e-03    2.99e-02  3.36e-02    1.0e-04
3362000    1.71e-01  1.66e-01    1.73e-03  1.78e-03    3.65e-02  3.55e-02    1.0e-04
3363000    1.36e-01  1.49e-01    1.85e-03  1.85e-03    2.90e-02  3.19e-02    1.0e-04
3364000    1.31e-01  1.27e-01    4.43e-04  4.61e-04    2.81e-02  2.71e-02    1.0e-04
3365000    1.91e-01  1.83e-01    1.24e-03  1.25e-03    4.09e-02  3.91e-02    1.0e-04
3366000    1.74e-01  1.70e-01    3.94e-03  3.85e-03    3.69e-02  3.61e-02    1.0e-04
3367000    1.46e-01  1.53e-01    6.50e-03  6.43e-03    3.08e-02  3.24e-02    1.0e-04
3368000    1.70e-01  1.72e-01    5.96e-04  5.26e-04    3.63e-02  3.67e-02    1.0e-04
3369000    6.28e-01  6.76e-01    2.51e-03  1.55e-03    1.34e-01  1.44e-01    1.0e-04
3370000    1.33e-01  1.07e-01    1.29e-03  1.35e-03    2.86e-02  2.29e-02    1.0e-04
3371000    6.25e-01  7.03e-01    9.65e-03  9.52e-03    1.34e-01  1.51e-01    1.0e-04
3372000    1.75e-01  1.73e-01    1.97e-03  1.98e-03    3.76e-02  3.72e-02    1.0e-04
3373000    1.71e-01  1.71e-01    1.13e-03  1.23e-03    3.67e-02  3.67e-02    1.0e-04
3374000    1.34e-01  1.22e-01    6.80e-04  6.86e-04    2.88e-02  2.63e-02    1.0e-04
3375000    1.74e-01  1.75e-01    9.45e-04  1.06e-03    3.73e-02  3.77e-02    1.0e-04
3376000    1.29e-01  1.02e-01    1.08e-03  1.10e-03    2.77e-02  2.19e-02    1.0e-04
3377000    1.39e-01  1.32e-01    5.22e-03  5.20e-03    2.96e-02  2.81e-02    1.0e-04
3378000    2.08e-01  1.80e-01    1.58e-03  1.63e-03    4.48e-02  3.88e-02    1.0e-04
3379000    1.33e-01  1.34e-01    2.31e-03  2.32e-03    2.86e-02  2.87e-02    1.0e-04
3380000    1.27e-01  1.45e-01    8.82e-05  8.19e-05    2.75e-02  3.14e-02    1.0e-04
3381000    1.29e-01  1.43e-01    2.13e-04  2.11e-04    2.78e-02  3.09e-02    1.0e-04
3382000    6.50e-01  6.89e-01    4.78e-02  4.81e-02    1.38e-01  1.47e-01    1.0e-04
3383000    6.30e-01  6.43e-01    9.54e-03  8.86e-03    1.36e-01  1.39e-01    1.0e-04
3384000    6.27e-01  6.12e-01    6.02e-03  6.29e-03    1.36e-01  1.32e-01    1.0e-04
3385000    1.68e-01  1.76e-01    9.35e-04  1.10e-03    3.62e-02  3.80e-02    1.0e-04
3386000    1.68e-01  1.65e-01    2.12e-03  2.15e-03    3.63e-02  3.55e-02    1.0e-04
3387000    1.53e-01  1.41e-01    2.11e-03  2.12e-03    3.30e-02  3.05e-02    1.0e-04
3388000    2.12e-01  1.92e-01    2.10e-03  2.13e-03    4.58e-02  4.14e-02    1.0e-04
3389000    1.34e-01  1.32e-01    3.18e-03  3.20e-03    2.89e-02  2.84e-02    1.0e-04
3390000    1.72e-01  1.62e-01    7.79e-04  7.23e-04    3.75e-02  3.52e-02    1.0e-04
3391000    6.43e-01  6.47e-01    2.82e-02  2.86e-02    1.39e-01  1.40e-01    1.0e-04
3392000    1.70e-01  1.70e-01    5.47e-04  5.29e-04    3.68e-02  3.70e-02    1.0e-04
3393000    1.68e-01  1.70e-01    1.00e-03  8.68e-04    3.65e-02  3.69e-02    1.0e-04
3394000    1.29e-01  1.67e-01    2.71e-03  2.72e-03    2.80e-02  3.62e-02    1.0e-04
3395000    1.67e-01  1.66e-01    3.39e-04  3.09e-04    3.63e-02  3.60e-02    1.0e-04
3396000    1.29e-01  1.30e-01    7.55e-04  7.48e-04    2.80e-02  2.82e-02    1.0e-04
3397000    6.25e-01  5.88e-01    2.39e-03  2.64e-03    1.36e-01  1.28e-01    1.0e-04
3398000    2.06e-01  1.75e-01    5.35e-04  5.88e-04    4.47e-02  3.79e-02    1.0e-04
3399000    1.27e-01  9.47e-02    1.41e-03  1.46e-03    2.77e-02  2.06e-02    1.0e-04
3400000    1.32e-01  1.41e-01    5.66e-04  5.64e-04    2.88e-02  3.09e-02    1.0e-04
3401000    1.52e-01  1.39e-01    2.18e-03  2.19e-03    3.33e-02  3.04e-02    1.0e-04
3402000    2.63e-01  2.65e-01    3.98e-03  3.87e-03    5.74e-02  5.78e-02    1.0e-04
3403000    1.27e-01  1.22e-01    7.95e-04  7.91e-04    2.77e-02  2.67e-02    1.0e-04
3404000    1.29e-01  1.33e-01    8.29e-04  8.43e-04    2.81e-02  2.90e-02    1.0e-04
3405000    1.67e-01  1.66e-01    9.79e-04  1.01e-03    3.64e-02  3.62e-02    1.0e-04
3406000    1.18e+00  1.11e+00    4.68e-02  4.60e-02    2.58e-01  2.42e-01    1.0e-04
3407000    1.33e-01  1.55e-01    7.95e-04  7.57e-04    2.90e-02  3.39e-02    1.0e-04
3408000    6.17e-01  6.38e-01    1.99e-03  2.47e-03    1.35e-01  1.39e-01    1.0e-04
3409000    2.06e-01  3.74e-01    2.59e-04  4.51e-04    4.51e-02  8.17e-02    1.0e-04
3410000    1.67e-01  1.62e-01    9.43e-04  9.65e-04    3.67e-02  3.55e-02    9.9e-05
3411000    1.65e-01  1.75e-01    2.31e-04  1.95e-04    3.63e-02  3.84e-02    9.9e-05
3412000    1.66e-01  1.59e-01    6.63e-04  6.95e-04    3.65e-02  3.50e-02    9.9e-05
3413000    2.04e-01  1.59e-01    1.06e-03  1.09e-03    4.48e-02  3.50e-02    9.9e-05
3414000    1.70e-01  1.54e-01    8.59e-04  8.82e-04    3.73e-02  3.37e-02    9.9e-05
3415000    1.53e-01  1.30e-01    4.40e-03  4.64e-03    3.34e-02  2.84e-02    9.9e-05
3416000    1.66e-01  1.67e-01    3.11e-03  3.12e-03    3.64e-02  3.66e-02    9.9e-05
3417000    1.60e-01  1.51e-01    3.64e-03  3.67e-03    3.51e-02  3.31e-02    9.9e-05
3418000    2.17e-01  1.74e-01    1.15e-02  1.13e-02    4.73e-02  3.77e-02    9.9e-05
3419000    1.28e-01  1.15e-01    1.28e-03  1.31e-03    2.81e-02  2.54e-02    9.9e-05
3420000    1.28e-01  1.15e-01    6.63e-04  6.54e-04    2.83e-02  2.55e-02    9.7e-05
3421000    5.93e-01  5.63e-01    4.79e-03  4.13e-03    1.31e-01  1.24e-01    9.7e-05
3422000    2.05e-01  1.67e-01    2.71e-04  1.77e-04    4.53e-02  3.69e-02    9.7e-05
3423000    2.23e-01  2.17e-01    1.90e-03  2.04e-03    4.91e-02  4.80e-02    9.7e-05
3424000    1.36e-01  1.32e-01    1.65e-03  1.65e-03    3.01e-02  2.92e-02    9.7e-05
3425000    1.68e-01  1.70e-01    1.96e-03  1.89e-03    3.71e-02  3.76e-02    9.7e-05
3426000    5.88e-01  6.65e-01    3.22e-03  3.37e-03    1.30e-01  1.47e-01    9.7e-05
3427000    1.69e-01  1.70e-01    1.73e-03  1.65e-03    3.72e-02  3.76e-02    9.7e-05
3428000    1.63e-01  1.67e-01    2.30e-04  2.60e-04    3.60e-02  3.68e-02    9.7e-05
3429000    1.31e-01  1.37e-01    1.82e-03  1.83e-03    2.90e-02  3.03e-02    9.7e-05
3430000    1.65e-01  1.74e-01    2.90e-04  2.85e-04    3.67e-02  3.86e-02    9.6e-05
3431000    2.02e-01  1.84e-01    2.16e-03  2.25e-03    4.48e-02  4.09e-02    9.6e-05
3432000    2.04e-01  1.61e-01    7.05e-04  6.54e-04    4.54e-02  3.59e-02    9.6e-05
3433000    1.29e-01  1.24e-01    2.18e-03  2.16e-03    2.87e-02  2.75e-02    9.6e-05
3434000    6.22e-01  5.27e-01    3.79e-02  3.70e-02    1.37e-01  1.15e-01    9.6e-05
3435000    1.32e-01  1.58e-01    1.03e-03  1.13e-03    2.94e-02  3.51e-02    9.6e-05
3436000    2.01e-01  1.28e-01    2.82e-03  2.75e-03    4.47e-02  2.84e-02    9.6e-05
3437000    2.06e-01  1.63e-01    1.37e-03  1.33e-03    4.57e-02  3.62e-02    9.6e-05
3438000    2.07e-01  1.96e-01    4.56e-04  4.45e-04    4.61e-02  4.34e-02    9.6e-05
3439000    2.03e-01  1.16e-01    2.57e-04  1.85e-04    4.50e-02  2.57e-02    9.6e-05
3440000    1.44e-01  1.53e-01    4.31e-03  4.28e-03    3.19e-02  3.40e-02    9.5e-05
3441000    1.30e-01  1.35e-01    5.31e-03  5.25e-03    2.87e-02  2.99e-02    9.5e-05
3442000    1.25e-01  1.15e-01    2.38e-03  2.43e-03    2.79e-02  2.56e-02    9.5e-05
3443000    1.61e-01  1.55e-01    2.47e-04  2.84e-04    3.59e-02  3.46e-02    9.5e-05
3444000    1.27e-01  1.43e-01    2.24e-04  2.71e-04    2.84e-02  3.19e-02    9.5e-05
3445000    5.87e-01  6.63e-01    1.25e-02  1.26e-02    1.31e-01  1.48e-01    9.5e-05
3446000    1.96e-01  1.90e-01    7.10e-04  6.70e-04    4.37e-02  4.23e-02    9.5e-05
3447000    1.71e-01  1.74e-01    7.61e-04  6.32e-04    3.82e-02  3.89e-02    9.5e-05
3448000    1.28e-01  1.23e-01    2.01e-03  2.07e-03    2.85e-02  2.73e-02    9.5e-05
3449000    1.37e-01  1.47e-01    2.57e-04  2.25e-04    3.05e-02  3.28e-02    9.5e-05
3450000    1.27e-01  9.37e-02    5.85e-04  5.95e-04    2.86e-02  2.11e-02    9.4e-05
3451000    6.64e-01  5.76e-01    1.58e-02  1.60e-02    1.49e-01  1.29e-01    9.4e-05
3452000    1.70e-01  1.71e-01    2.63e-04  1.72e-04    3.83e-02  3.84e-02    9.4e-05
3453000    1.32e-01  1.32e-01    1.99e-03  1.94e-03    2.96e-02  2.96e-02    9.4e-05
3454000    6.58e-01  6.68e-01    4.75e-03  4.70e-03    1.48e-01  1.50e-01    9.4e-05
3455000    1.30e-01  1.54e-01    1.51e-03  1.44e-03    2.91e-02  3.46e-02    9.4e-05
3456000    2.05e-01  1.52e-01    2.09e-03  2.08e-03    4.60e-02  3.40e-02    9.4e-05
3457000    2.02e-01  1.04e-01    8.54e-04  8.52e-04    4.54e-02  2.35e-02    9.4e-05
3458000    6.68e-01  6.17e-01    2.29e-02  2.35e-02    1.50e-01  1.38e-01    9.4e-05
3459000    2.02e-01  2.38e-01    6.59e-04  5.68e-04    4.53e-02  5.35e-02    9.4e-05
3460000    1.33e-01  1.33e-01    7.24e-04  7.75e-04    2.99e-02  3.01e-02    9.3e-05
3461000    6.53e-01  7.00e-01    1.11e-02  1.17e-02    1.47e-01  1.58e-01    9.3e-05
3462000    1.25e-01  1.08e-01    1.21e-03  1.20e-03    2.83e-02  2.44e-02    9.3e-05
3463000    6.58e-01  7.17e-01    2.43e-02  2.48e-02    1.48e-01  1.61e-01    9.3e-05
3464000    1.25e-01  1.48e-01    6.48e-04  6.15e-04    2.83e-02  3.35e-02    9.3e-05
3465000    1.26e-01  1.24e-01    1.84e-04  1.71e-04    2.84e-02  2.81e-02    9.3e-05
3466000    1.25e-01  1.25e-01    1.76e-04  2.77e-04    2.83e-02  2.81e-02    9.3e-05
3467000    1.28e-01  1.28e-01    1.58e-03  1.60e-03    2.89e-02  2.88e-02    9.3e-05
3468000    6.48e-01  7.40e-01    2.29e-03  1.76e-03    1.46e-01  1.67e-01    9.3e-05
3469000    1.25e-01  1.13e-01    2.42e-03  2.51e-03    2.82e-02  2.54e-02    9.3e-05
3470000    1.69e-01  1.71e-01    1.56e-03  1.45e-03    3.82e-02  3.87e-02    9.2e-05
3471000    2.01e-01  3.58e-01    2.73e-03  2.75e-03    4.56e-02  8.12e-02    9.2e-05
3472000    1.25e-01  1.46e-01    5.30e-04  6.10e-04    2.85e-02  3.32e-02    9.2e-05
3473000    1.27e-01  1.21e-01    4.29e-04  4.74e-04    2.88e-02  2.74e-02    9.2e-05
3474000    1.56e-01  1.48e-01    9.89e-04  1.01e-03    3.55e-02  3.35e-02    9.2e-05
3475000    1.23e-01  1.18e-01    3.01e-03  3.03e-03    2.78e-02  2.66e-02    9.2e-05
3476000    1.33e-01  1.36e-01    1.11e-03  1.05e-03    3.01e-02  3.09e-02    9.2e-05
3477000    1.35e-01  1.07e-01    5.37e-04  5.22e-04    3.06e-02  2.42e-02    9.2e-05
3478000    1.58e-01  1.56e-01    1.60e-03  1.57e-03    3.59e-02  3.54e-02    9.2e-05
3479000    1.67e-01  1.66e-01    2.34e-03  2.32e-03    3.77e-02  3.75e-02    9.2e-05
3480000    1.29e-01  1.31e-01    8.05e-04  8.18e-04    2.95e-02  2.98e-02    9.1e-05
3481000    6.49e-01  6.40e-01    1.76e-02  1.71e-02    1.48e-01  1.46e-01    9.1e-05
3482000    1.23e-01  1.07e-01    2.91e-03  2.89e-03    2.80e-02  2.43e-02    9.1e-05
3483000    6.42e-01  7.14e-01    1.57e-02  1.62e-02    1.46e-01  1.63e-01    9.1e-05
3484000    6.37e-01  5.66e-01    2.20e-03  1.47e-03    1.46e-01  1.29e-01    9.1e-05
3485000    1.23e-01  1.12e-01    1.42e-03  1.48e-03    2.81e-02  2.56e-02    9.1e-05
3486000    6.40e-01  6.24e-01    1.16e-02  1.27e-02    1.46e-01  1.42e-01    9.1e-05
3487000    1.40e-01  1.23e-01    6.89e-04  7.43e-04    3.20e-02  2.81e-02    9.1e-05
3488000    1.53e-01  1.50e-01    1.35e-03  1.23e-03    3.50e-02  3.43e-02    9.1e-05
3489000    6.46e-01  7.14e-01    2.30e-03  2.67e-03    1.48e-01  1.63e-01    9.1e-05
3490000    1.96e-01  1.24e-01    1.08e-03  9.95e-04    4.50e-02  2.84e-02    9.0e-05
3491000    1.53e-01  1.53e-01    7.48e-04  6.31e-04    3.50e-02  3.52e-02    9.0e-05
3492000    6.30e-01  6.12e-01    8.09e-03  8.54e-03    1.45e-01  1.40e-01    9.0e-05
3493000    1.68e-01  1.62e-01    9.28e-04  9.44e-04    3.85e-02  3.71e-02    9.0e-05
3494000    1.23e-01  1.12e-01    3.76e-04  3.74e-04    2.83e-02  2.58e-02    9.0e-05
3495000    1.23e-01  1.01e-01    2.11e-03  2.07e-03    2.82e-02  2.32e-02    9.0e-05
3496000    1.59e-01  1.47e-01    8.17e-04  7.44e-04    3.65e-02  3.38e-02    9.0e-05
3497000    1.53e-01  1.56e-01    5.23e-04  5.03e-04    3.51e-02  3.57e-02    9.0e-05
3498000    1.96e-01  1.72e-01    6.81e-04  6.16e-04    4.51e-02  3.94e-02    9.0e-05
3499000    1.97e-01  1.95e-01    1.03e-03  1.02e-03    4.51e-02  4.47e-02    9.0e-05
3500000    1.62e-01  1.71e-01    1.13e-02  1.13e-02    3.64e-02  3.84e-02    8.9e-05
3501000    1.27e-01  9.91e-02    2.63e-03  2.65e-03    2.93e-02  2.28e-02    8.9e-05
3502000    1.54e-01  1.54e-01    1.51e-03  1.46e-03    3.56e-02  3.54e-02    8.9e-05
3503000    6.31e-01  6.20e-01    5.96e-03  4.83e-03    1.46e-01  1.43e-01    8.9e-05
3504000    6.28e-01  6.14e-01    8.10e-03  8.05e-03    1.45e-01  1.42e-01    8.9e-05
3505000    1.19e-01  1.56e-01    2.55e-03  2.58e-03    2.74e-02  3.59e-02    8.9e-05
3506000    1.24e-01  1.29e-01    3.33e-03  3.42e-03    2.84e-02  2.96e-02    8.9e-05
3507000    1.23e-01  1.12e-01    1.01e-03  1.02e-03    2.85e-02  2.58e-02    8.9e-05
3508000    1.54e-01  1.43e-01    3.52e-04  3.63e-04    3.56e-02  3.31e-02    8.9e-05
3509000    1.23e-01  1.10e-01    1.72e-03  1.70e-03    2.83e-02  2.54e-02    8.9e-05
3510000    1.48e-01  1.56e-01    2.22e-04  2.28e-04    3.44e-02  3.63e-02    8.8e-05
3511000    1.92e-01  1.42e-01    2.36e-03  2.38e-03    4.46e-02  3.30e-02    8.8e-05
3512000    1.21e-01  1.22e-01    2.00e-04  2.80e-04    2.80e-02  2.83e-02    8.8e-05
3513000    6.14e-01  6.07e-01    8.71e-03  8.68e-03    1.42e-01  1.41e-01    8.8e-05
3514000    1.19e-01  1.12e-01    1.74e-03  1.73e-03    2.77e-02  2.61e-02    8.8e-05
3515000    2.11e-01  3.51e-01    2.37e-03  2.34e-03    4.90e-02  8.15e-02    8.8e-05
3516000    2.06e-01  1.25e-01    9.29e-04  8.19e-04    4.79e-02  2.90e-02    8.8e-05
3517000    1.25e-01  1.17e-01    6.76e-04  6.63e-04    2.89e-02  2.72e-02    8.8e-05
3518000    1.44e-01  1.34e-01    2.69e-03  2.64e-03    3.33e-02  3.11e-02    8.8e-05
3519000    1.95e-01  9.26e-02    1.97e-03  2.13e-03    4.53e-02  2.15e-02    8.8e-05
3520000    1.93e-01  1.63e-01    1.03e-03  1.04e-03    4.49e-02  3.80e-02    8.7e-05
3521000    1.21e-01  1.06e-01    3.91e-04  3.65e-04    2.83e-02  2.47e-02    8.7e-05
3522000    1.22e-01  1.02e-01    3.61e-03  3.61e-03    2.83e-02  2.37e-02    8.7e-05
3523000    6.21e-01  5.28e-01    5.95e-03  5.80e-03    1.45e-01  1.23e-01    8.7e-05
3524000    1.92e-01  1.34e-01    3.33e-04  3.49e-04    4.49e-02  3.12e-02    8.7e-05
3525000    6.19e-01  5.77e-01    2.77e-03  1.67e-03    1.44e-01  1.35e-01    8.7e-05
3526000    1.94e-01  1.08e-01    3.74e-03  3.71e-03    4.53e-02  2.51e-02    8.7e-05
3527000    1.93e-01  1.75e-01    4.68e-04  5.17e-04    4.50e-02  4.08e-02    8.7e-05
3528000    1.50e-01  1.45e-01    5.42e-04  5.53e-04    3.49e-02  3.39e-02    8.7e-05
3529000    1.22e-01  9.48e-02    1.98e-03  1.89e-03    2.84e-02  2.21e-02    8.7e-05
3530000    1.90e-01  2.16e-01    3.91e-04  3.90e-04    4.46e-02  5.07e-02    8.6e-05
3531000    1.20e-01  1.16e-01    3.15e-03  3.19e-03    2.79e-02  2.71e-02    8.6e-05
3532000    1.46e-01  1.41e-01    1.63e-03  1.71e-03    3.43e-02  3.31e-02    8.6e-05
3533000    6.13e-01  6.71e-01    2.08e-02  2.05e-02    1.43e-01  1.57e-01    8.6e-05
3534000    6.16e-01  7.00e-01    4.03e-03  4.89e-03    1.44e-01  1.64e-01    8.6e-05
3535000    6.15e-01  6.05e-01    2.71e-02  2.66e-02    1.43e-01  1.41e-01    8.6e-05
3536000    6.30e-01  5.81e-01    2.33e-02  2.36e-02    1.47e-01  1.36e-01    8.6e-05
3537000    6.10e-01  6.74e-01    2.14e-03  2.65e-03    1.43e-01  1.58e-01    8.6e-05
3538000    1.23e-01  1.02e-01    6.27e-03  6.25e-03    2.84e-02  2.33e-02    8.6e-05
3539000    1.22e-01  1.11e-01    4.75e-03  4.81e-03    2.84e-02  2.58e-02    8.6e-05
3540000    6.05e-01  4.96e-01    5.96e-03  5.42e-03    1.43e-01  1.17e-01    8.5e-05
3541000    1.91e-01  1.85e-01    1.07e-03  1.05e-03    4.51e-02  4.35e-02    8.5e-05
3542000    1.21e-01  1.15e-01    2.67e-03  2.66e-03    2.84e-02  2.70e-02    8.5e-05
3543000    6.17e-01  5.62e-01    1.87e-02  1.83e-02    1.45e-01  1.32e-01    8.5e-05
3544000    6.03e-01  5.29e-01    1.51e-02  1.45e-02    1.42e-01  1.24e-01    8.5e-05
3545000    1.45e-01  1.45e-01    1.44e-03  1.47e-03    3.43e-02  3.41e-02    8.5e-05
3546000    1.21e-01  1.12e-01    3.35e-03  3.26e-03    2.83e-02  2.62e-02    8.5e-05
3547000    1.53e-01  1.59e-01    4.41e-03  4.47e-03    3.58e-02  3.71e-02    8.5e-05
3548000    1.47e-01  1.44e-01    2.50e-03  2.54e-03    3.47e-02  3.37e-02    8.5e-05
3549000    1.49e-01  1.44e-01    6.25e-04  6.77e-04    3.51e-02  3.39e-02    8.5e-05
3550000    1.64e-01  1.66e-01    1.23e-03  1.40e-03    3.88e-02  3.94e-02    8.4e-05
3551000    1.21e-01  1.14e-01    1.44e-03  1.49e-03    2.86e-02  2.70e-02    8.4e-05
3552000    1.17e-01  9.82e-02    9.69e-04  9.79e-04    2.77e-02  2.33e-02    8.4e-05
3553000    1.19e-01  1.12e-01    2.09e-03  2.08e-03    2.83e-02  2.64e-02    8.4e-05
3554000    1.19e-01  1.19e-01    5.66e-04  5.87e-04    2.82e-02  2.83e-02    8.4e-05
3555000    1.89e-01  1.54e-01    3.13e-03  3.01e-03    4.47e-02  3.66e-02    8.4e-05
3556000    6.16e-01  6.06e-01    2.85e-02  2.84e-02    1.45e-01  1.43e-01    8.4e-05
3557000    6.00e-01  6.48e-01    1.15e-02  1.12e-02    1.42e-01  1.54e-01    8.4e-05
3558000    1.88e-01  1.63e-01    1.13e-03  1.12e-03    4.47e-02  3.88e-02    8.4e-05
3559000    5.97e-01  5.82e-01    3.28e-03  3.21e-03    1.42e-01  1.38e-01    8.4e-05
3560000    1.43e-01  1.37e-01    4.81e-04  5.47e-04    3.41e-02  3.27e-02    8.3e-05
3561000    1.46e-01  1.49e-01    1.58e-03  1.61e-03    3.47e-02  3.55e-02    8.3e-05
3562000    1.16e-01  1.41e-01    1.97e-04  1.88e-04    2.76e-02  3.37e-02    8.3e-05
3563000    1.17e-01  1.14e-01    7.51e-04  7.59e-04    2.79e-02  2.72e-02    8.3e-05
3564000    1.16e-01  9.25e-02    3.01e-04  2.95e-04    2.78e-02  2.21e-02    8.3e-05
3565000    1.48e-01  1.47e-01    2.39e-04  1.99e-04    3.54e-02  3.51e-02    8.3e-05
3566000    1.17e-01  1.19e-01    2.85e-04  2.24e-04    2.80e-02  2.83e-02    8.3e-05
3567000    1.16e-01  1.05e-01    3.85e-03  3.82e-03    2.75e-02  2.48e-02    8.3e-05
3568000    1.20e-01  9.49e-02    3.33e-03  3.36e-03    2.85e-02  2.25e-02    8.3e-05
3569000    1.15e-01  9.79e-02    4.20e-04  4.25e-04    2.75e-02  2.34e-02    8.3e-05
3570000    1.15e-01  1.20e-01    1.77e-04  1.18e-04    2.76e-02  2.89e-02    8.2e-05
3571000    1.18e-01  1.12e-01    1.89e-04  2.02e-04    2.83e-02  2.69e-02    8.2e-05
3572000    6.03e-01  5.49e-01    3.05e-02  2.91e-02    1.43e-01  1.31e-01    8.2e-05
3573000    1.45e-01  1.38e-01    8.62e-04  8.34e-04    3.48e-02  3.31e-02    8.2e-05
3574000    1.32e-01  1.25e-01    1.25e-02  1.24e-02    2.99e-02  2.81e-02    8.2e-05
3575000    1.16e-01  1.35e-01    4.98e-04  5.00e-04    2.79e-02  3.23e-02    8.2e-05
3576000    1.18e-01  9.71e-02    2.19e-04  1.58e-04    2.84e-02  2.33e-02    8.2e-05
3577000    1.59e-01  1.63e-01    1.80e-03  1.86e-03    3.80e-02  3.91e-02    8.2e-05
3578000    1.43e-01  1.46e-01    8.66e-04  8.32e-04    3.42e-02  3.50e-02    8.2e-05
3579000    6.59e-01  5.93e-01    5.72e-02  5.75e-02    1.55e-01  1.38e-01    8.2e-05
3580000    1.43e-01  1.38e-01    9.76e-04  9.07e-04    3.45e-02  3.32e-02    8.1e-05
3581000    1.18e-01  1.04e-01    5.28e-03  5.31e-03    2.82e-02  2.48e-02    8.1e-05
3582000    5.80e-01  6.37e-01    5.10e-03  5.40e-03    1.40e-01  1.54e-01    8.1e-05
3583000    1.87e-01  1.32e-01    3.07e-03  3.16e-03    4.51e-02  3.17e-02    8.1e-05
3584000    1.84e-01  1.40e-01    6.25e-04  6.21e-04    4.44e-02  3.38e-02    8.1e-05
3585000    1.18e-01  9.83e-02    1.87e-03  1.73e-03    2.85e-02  2.37e-02    8.1e-05
3586000    1.15e-01  9.46e-02    9.93e-05  1.34e-04    2.77e-02  2.28e-02    8.1e-05
3587000    1.18e-01  1.14e-01    1.34e-03  1.35e-03    2.84e-02  2.74e-02    8.1e-05
3588000    1.14e-01  1.13e-01    9.46e-04  9.08e-04    2.76e-02  2.72e-02    8.1e-05
3589000    6.15e-01  6.18e-01    2.78e-02  2.74e-02    1.47e-01  1.48e-01    8.1e-05
3590000    2.10e-01  3.39e-01    6.18e-03  5.98e-03    5.08e-02  8.22e-02    8.0e-05
3591000    1.87e-01  1.72e-01    3.11e-04  2.95e-04    4.54e-02  4.16e-02    8.0e-05
3592000    1.23e-01  1.31e-01    4.56e-04  5.50e-04    2.97e-02  3.17e-02    8.0e-05
3593000    1.41e-01  1.39e-01    1.27e-03  1.29e-03    3.40e-02  3.35e-02    8.0e-05
3594000    1.17e-01  1.14e-01    9.25e-04  9.67e-04    2.83e-02  2.76e-02    8.0e-05
3595000    6.06e-01  6.08e-01    3.20e-02  3.22e-02    1.46e-01  1.46e-01    8.0e-05
3596000    1.14e-01  1.05e-01    1.27e-03  1.30e-03    2.77e-02  2.55e-02    8.0e-05
3597000    1.41e-01  1.41e-01    4.25e-04  4.61e-04    3.42e-02  3.41e-02    8.0e-05
3598000    1.15e-01  1.12e-01    7.95e-04  7.32e-04    2.78e-02  2.70e-02    8.0e-05
3599000    5.84e-01  5.74e-01    1.51e-02  1.42e-02    1.41e-01  1.39e-01    8.0e-05
3600000    1.13e-01  1.21e-01    9.77e-04  1.00e-03    2.76e-02  2.95e-02    7.9e-05
3601000    1.44e-01  1.41e-01    1.15e-03  1.10e-03    3.51e-02  3.43e-02    7.9e-05
3602000    1.15e-01  9.56e-02    7.85e-04  7.77e-04    2.80e-02  2.33e-02    7.9e-05
3603000    1.40e-01  1.41e-01    2.68e-04  3.44e-04    3.41e-02  3.43e-02    7.9e-05
3604000    1.84e-01  1.07e-01    1.66e-03  1.60e-03    4.49e-02  2.61e-02    7.9e-05
3605000    1.42e-01  1.42e-01    3.86e-03  3.86e-03    3.43e-02  3.44e-02    7.9e-05
3606000    1.14e-01  1.06e-01    1.10e-03  1.10e-03    2.77e-02  2.58e-02    7.9e-05
